paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,fieldsOfStudy/1,fieldsOfStudy/2,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name,authors/25/authorId,authors/25/name,authors/26/authorId,authors/26/name,fieldsOfStudy/3
9b1307100fcf810883b2035d6be9d1741c346846,https://www.semanticscholar.org/paper/9b1307100fcf810883b2035d6be9d1741c346846,Machine Learning Nonlocal Correlations.,"The ability to witness nonlocal correlations lies at the core of foundational aspects of quantum mechanics and its application in the processing of information. Commonly, this is achieved via the violation of Bell inequalities. Unfortunately, however, their systematic derivation quickly becomes unfeasible as the scenario of interest grows in complexity. To cope with that, here, we propose a machine learning approach for the detection and quantification of nonlocality. It consists of an ensemble of multilayer perceptrons blended with genetic algorithms achieving a high performance in a number of relevant Bell scenarios. As we show, not only can the machine learn to quantify nonlocality, but discover new kinds of nonlocal correlations inaccessible with other current methods as well. We also apply our framework to distinguish between classical, quantum, and even postquantum correlations. Our results offer a novel method and a proof-of-principle for the relevance of machine learning for understanding nonlocality.",2018,64,31,1,True,Medicine,40492369,A. Canabarro,5481163.0,S. Brito,Computer Science,Physics,144907481.0,R. Chaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathematics
6227e6923797c00ad3bd89b39643ee05faccb422,https://www.semanticscholar.org/paper/6227e6923797c00ad3bd89b39643ee05faccb422,Federated Learning in Mobile Edge Networks: A Comprehensive Survey,"In recent years, mobile devices are equipped with increasingly advanced sensing and computing capabilities. Coupled with advancements in Deep Learning (DL), this opens up countless possibilities for meaningful applications, e.g., for medical purposes and in vehicular networks. Traditional cloud-based Machine Learning (ML) approaches require the data to be centralized in a cloud server or data center. However, this results in critical issues related to unacceptable latency and communication inefficiency. To this end, Mobile Edge Computing (MEC) has been proposed to bring intelligence closer to the edge, where data is produced. However, conventional enabling technologies for ML at mobile edge networks still require personal data to be shared with external parties, e.g., edge servers. Recently, in light of increasingly stringent data privacy legislations and growing privacy concerns, the concept of Federated Learning (FL) has been introduced. In FL, end devices use their local data to train an ML model required by the server. The end devices then send the model updates rather than raw data to the server for aggregation. FL can serve as an enabling technology in mobile edge networks since it enables the collaborative training of an ML model and also enables DL for mobile edge network optimization. However, in a large-scale and complex mobile edge network, heterogeneous devices with varying constraints are involved. This raises challenges of communication costs, resource allocation, and privacy and security in the implementation of FL at scale. In this survey, we begin with an introduction to the background and fundamentals of FL. Then, we highlight the aforementioned challenges of FL implementation and review existing solutions. Furthermore, we present the applications of FL for mobile edge network optimization. Finally, we discuss the important challenges and future research directions in FL.",2019,222,713,48,True,Computer Science,1753717562,Wei Yang Bryan Lim,3046954.0,Nguyen Cong Luong,Engineering,,2233724.0,D. Hoang,2878072.0,Yutao Jiao,144791622.0,Ying-Chang Liang,153096457.0,Qiang Yang,1713586.0,D. Niyato,1679209.0,C. Miao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7275e58a686349c605b095cae8b12fc0cd2d07fd,https://www.semanticscholar.org/paper/7275e58a686349c605b095cae8b12fc0cd2d07fd,"Christopher D. Manning, Prabhakar Raghavan, Hinrich Schütze, Introduction to Information Retrieval, Cambridge University Press 2008. ISBN-13 978-0-521-86571-5, xxi + 482 pages","The following chapter on reranking methods for MT presents simple techniques for improving performance using large amounts of data. One interesting lesson here is that often simple machine learning techniques yield gains and more complex approaches fail to deliver. This comment is supported by the chapter which follows, which presents an involved application of kernel methods for translation. The price to pay for using expensive methods is that they do not scale well, and this is reflected in the small-scale experiments. The next chapter (“Statistical Machine Translation through Global Lexical Selection and Sentence Reconstruction”) presents a nice, larger-scale approach which clearly shows how MT can be viewed in terms of lexical selection and reordering. Afterwards follows a chapter which starts on discriminative phrase selection but leads onto a description of a set of non-standard evaluation metrics. The final two chapters are strong and deal with semi-supervised learning for MT and also system combination. In summary, the book is a nice summary of the field as it was in 2006. Inevitably there has been much progress since then, so the book inevitably will become dated. Core truths remains however and a careful reading of the book will show that generally, progress in fields as mature and hard as MT are slow and unspectacular. Good machine learning is central, but so is an understanding of the problem itself.",2010,0,123,0,False,Computer Science,144721996,M. Sanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
044fd644a3608178adc69820d9ff3b0e76ed3c74,https://www.semanticscholar.org/paper/044fd644a3608178adc69820d9ff3b0e76ed3c74,"Causal Interpretability for Machine Learning - Problems, Methods and Evaluation","Machine learning models have had discernible achievements in a myriad of applications. However, most of these models are black-boxes, and it is obscure how the decisions are made by them. This makes the models unreliable and untrustworthy. To provide insights into the decision making processes of these models, a variety of traditional interpretable models have been proposed. Moreover, to generate more humanfriendly explanations, recent work on interpretability tries to answer questions related to causality such as ""Why does this model makes such decisions?"" or ""Was it a specific feature that caused the decision made by the model?"". In this work, models that aim to answer causal questions are referred to as causal interpretable models. The existing surveys have covered concepts and methodologies of traditional interpretability. In this work, we present a comprehensive survey on causal interpretable models from the aspects of the problems and methods. In addition, this survey provides in-depth insights into the existing evaluation metrics for measuring interpretability, which can help practitioners understand for what scenarios each evaluation metric is suitable.",2020,114,94,9,True,Computer Science,11064745,Raha Moraffah,145084368.0,Mansooreh Karami,Mathematics,,2773849.0,Ruocheng Guo,19251475.0,A. Raglin,145896397.0,Huan Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47c2ab0159a743e45848e0b0375c632d4dc9bc76,https://www.semanticscholar.org/paper/47c2ab0159a743e45848e0b0375c632d4dc9bc76,BATCH: Machine Learning Inference Serving on Serverless Platforms with Adaptive Batching,"Serverless computing is a new pay-per-use cloud service paradigm that automates resource scaling for stateless functions and can potentially facilitate bursty machine learning serving. Batching is critical for latency performance and cost-effectiveness of machine learning inference, but unfortunately it is not supported by existing serverless platforms due to their stateless design. Our experiments show that without batching, machine learning serving cannot reap the benefits of serverless computing. In this paper, we present BATCH, a framework for supporting efficient machine learning serving on serverless platforms. BATCH uses an optimizer to provide inference tail latency guarantees and cost optimization and to enable adaptive batching support. We prototype BATCH atop of AWS Lambda and popular machine learning inference systems. The evaluation verifies the accuracy of the analytic optimizer and demonstrates performance and cost advantages over the state-of-the-art method MArk and the state-of-the-practice tool SageMaker.",2020,80,37,7,False,Computer Science,1653441306,Ahsan Ali,48279182.0,Riccardo Pinciroli,,,145281979.0,Feng Yan,1730525.0,E. Smirni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3867f7200d2dd48d3632fcf44f124e5e11b08bd9,https://www.semanticscholar.org/paper/3867f7200d2dd48d3632fcf44f124e5e11b08bd9,Prediction and diagnosis of diabetes mellitus — A machine learning approach,"Diabetes is a disease caused due of the expanded level of sugar fixation in the blood. Various computerized information systems were outlined utilizing diverse classifiers for anticipating and diagnosing diabetes. Selecting legitimate classifiers clearly expands the exactness and proficiency of the system. Here a decision support system is proposed that uses AdaBoost algorithm with Decision Stump as base classifier for classification. Additionally Support Vector Machine, Naive Bayes and Decision Tree are also implemented as base classifiers for AdaBoost algorithm for accuracy verification. The accuracy obtained for AdaBoost algorithm with decision stump as base classifier is 80.72% which is greater compared to that of Support Vector Machine, Naive Bayes and Decision Tree.",2015,33,100,6,False,Computer Science,37707779,V. Vijayan,4695040.0,C. Anjali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7cad19a569461df23761f59d97bc7b9efa709832,https://www.semanticscholar.org/paper/7cad19a569461df23761f59d97bc7b9efa709832,Towards Automated Machine Learning: Evaluation and Comparison of AutoML Approaches and Tools,"There has been considerable growth and interest in industrial applications of machine learning (ML) in recent years. ML engineers, as a consequence, are in high demand across the industry, yet improving the efficiency of ML engineers remains a fundamental challenge. Automated machine learning (AutoML) has emerged as a way to save time and effort on repetitive tasks in ML pipelines, such as data pre-processing, feature engineering, model selection, hyperparameter optimization, and prediction result analysis. In this paper, we investigate the current state of AutoML tools aiming to automate these tasks. We conduct various evaluations of the tools on many datasets, in different data segments, to examine their performance, and compare their advantages and disadvantages on different test cases.",2019,17,102,9,True,Computer Science,4543607,A. Truong,145008132.0,Austin Walters,Mathematics,,8606417.0,Jeremy Goodsitt,4634403.0,Keegan E. Hines,8954363.0,C. B. Bruss,2068373997.0,R. Farivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f595492d0de34ae398b53a20ab4d943ac8d55327,https://www.semanticscholar.org/paper/f595492d0de34ae398b53a20ab4d943ac8d55327,Machine learning exciton dynamics,"Obtaining the exciton dynamics of large photosynthetic complexes by using mixed quantum mechanics/ molecular mechanics (QM/MM) is computationally demanding. We propose a machine learning technique, multi-layer perceptrons, as a tool to reduce the time required to compute excited state energies. With this approach we predict time-dependent density functional theory (TDDFT) excited state energies of bacteriochlorophylls in the Fenna–Matthews–Olson (FMO) complex. Additionally we compute spectral densities and exciton populations from the predictions. Different methods to determine multi-layer perceptron training sets are introduced, leading to several initial data selections. In addition, we compute spectral densities and exciton populations. Once multi-layer perceptrons are trained, predicting excited state energies was found to be significantly faster than the corresponding QM/MM calculations. We showed that multi-layer perceptrons can successfully reproduce the energies of QM/MM calculations to a high degree of accuracy with prediction errors contained within 0.01 eV (0.5%). Spectral densities and exciton dynamics are also in agreement with the TDDFT results. The acceleration and accurate prediction of dynamics strongly encourage the combination of machine learning techniques with ab initio methods.",2016,8,30,0,False,Physics,104445198,F. Hab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a124978220b2214929d6e6c6cee0a4598d8f3d1,https://www.semanticscholar.org/paper/2a124978220b2214929d6e6c6cee0a4598d8f3d1,Learning in Implicit Generative Models,"Generative adversarial networks (GANs) provide an algorithmic framework for constructing generative models with several appealing properties: they do not require a likelihood function to be specified, only a generating procedure; they provide samples that are sharp and compelling; and they allow us to harness our knowledge of building highly accurate neural network classifiers. Here, we develop our understanding of GANs with the aim of forming a rich view of this growing area of machine learning---to build connections to the diverse set of statistical thinking on this topic, of which much can be gained by a mutual exchange of ideas. We frame GANs within the wider landscape of algorithms for learning in implicit generative models--models that only specify a stochastic procedure with which to generate data--and relate these ideas to modelling problems in related fields, such as econometrics and approximate Bayesian computation. We develop likelihood-free inference methods and highlight hypothesis testing as a principle for learning in implicit generative models, using which we are able to derive the objective function used by GANs, and many other related objectives. The testing viewpoint directs our focus to the general problem of density ratio estimation. There are four approaches for density ratio estimation, one of which is a solution using classifiers to distinguish real from generated data. Other approaches such as divergence minimisation and moment matching have also been explored in the GAN literature, and we synthesise these views to form an understanding in terms of the relationships between them and the wider literature, highlighting avenues for future exploration and cross-pollination.",2016,59,327,13,False,Mathematics,14594344,S. Mohamed,40627523.0,Balaji Lakshminarayanan,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47542aaac18c5c5b4d271100be28bc81fb7c803a,https://www.semanticscholar.org/paper/47542aaac18c5c5b4d271100be28bc81fb7c803a,Textual analysis of stock market prediction using breaking financial news: The AZFin text system,"Our research examines a predictive machine learning approach for financial news articles analysis using several different textual representations: bag of words, noun phrases, and named entities. Through this approach, we investigated 9,211 financial news articles and 10,259,042 stock quotes covering the S&P 500 stocks during a five week period. We applied our analysis to estimate a discrete stock price twenty minutes after a news article was released. Using a support vector machine (SVM) derivative specially tailored for discrete numeric prediction and models containing different stock-specific variables, we show that the model containing both article terms and stock price at the time of article release had the best performance in closeness to the actual future stock price (MSE 0.04261), the same direction of price movement as the future price (57.1% directional accuracy) and the highest return using a simulated trading engine (2.06% return). We further investigated the different textual representations and found that a Proper Noun scheme performs better than the de facto standard of Bag of Words in all three metrics.",2009,35,745,53,False,Computer Science,1697242,Robert P. Schumaker,47666658.0,Hsinchun Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7065b6edb59fb19d987c5d791e73514528ce0ca,https://www.semanticscholar.org/paper/f7065b6edb59fb19d987c5d791e73514528ce0ca,Information theoretic clustering,"Clustering is an important topic in pattern recognition. Since only the structure of the data dictates the grouping (unsupervised learning), information theory is an obvious criteria to establish the clustering rule. The paper describes a novel valley seeking clustering algorithm using an information theoretic measure to estimate the cost of partitioning the data set. The information theoretic criteria developed here evolved from a Renyi entropy estimator (A. Renyi, 1960) that was proposed recently and has been successfully applied to other machine learning applications (J.C. Principe et al., 2000). An improved version of the k-change algorithm is used in optimization because of the stepwise nature of the cost function and existence of local minima. Even when applied to nonlinearly separable data, the new algorithm performs well, and was able to find nonlinear boundaries between clusters. The algorithm is also applied to the segmentation of magnetic resonance imaging data (MRI) with very promising results.",2002,57,311,17,True,Computer Science,1747567,R. Jenssen,143961030.0,J. Príncipe,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d34a0c7a664241f8ad71a669f4a2d3486bb00df,https://www.semanticscholar.org/paper/7d34a0c7a664241f8ad71a669f4a2d3486bb00df,Biosystems Design by Machine Learning.,"Biosystems such as enzymes, pathways, and whole cells have been increasingly explored for biotechnological applications. However, the intricate connectivity and complexity of biosystems pose a major hurdle in designing biosystems with desired features. As -omics and other high throughput technologies have been rapidly developed, the promise of applying machine learning (ML) techniques in biosystems design has started to become a reality. ML models enable the identification of patterns within complicated biological data across multiple scales of analysis and can augment biosystems design applications by predicting new candidates for optimized performance. ML is being used at every stage of biosystems design to help find non-obvious engineering solutions with fewer design iterations. In this review, we first describe commonly used models and modeling paradigms within ML. We then discuss some applications of these models that have already shown success in biotechnological applications. Moreover, we discuss successful applications at all scales of biosystems design, including nucleic acids, genetic circuits, proteins, pathways, genomes, and bioprocess. Finally, we discuss some limitations of these methods and potential solutions as well as prospects of the combination of ML and biosystems design.",2020,147,41,2,False,Computer Science,2058971869,M. Volk,2099420.0,Ismini Lourentzou,Medicine,,2026397762.0,Shekhar Mishra,1738574813.0,Lam Vo,143869012.0,ChengXiang Zhai,145234273.0,Huimin Zhao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707eb268a60d47b18552f8fe2b0629ba6836617d,https://www.semanticscholar.org/paper/707eb268a60d47b18552f8fe2b0629ba6836617d,Event Extraction as Machine Reading Comprehension,"Event extraction (EE) is a crucial information extraction task that aims to extract event information in texts. Previous methods for EE typically model it as a classification task, which are usually prone to the data scarcity problem. In this paper, we propose a new learning paradigm of EE, by explicitly casting it as a machine reading comprehension problem (MRC). Our approach includes an unsupervised question generation process, which can transfer event schema into a set of natural questions, followed by a BERT-based question-answering process to retrieve answers as EE results. This learning paradigm enables us to strengthen the reasoning process of EE, by introducing sophisticated models in MRC, and relieve the data scarcity problem, by introducing the large-scale datasets in MRC. The empirical results show that: i) our approach attains state-of-the-art performance by considerable margins over previous methods. ii) Our model is excelled in the data-scarce scenario, for example, obtaining 49.8\% in F1 for event argument extraction with only 1\% data, compared with 2.2\% of the previous method. iii) Our model also fits with zero-shot scenarios, achieving $37.0\%$ and $16\%$ in F1 on two datasets without using any EE training data.",2020,42,119,23,True,Computer Science,2150168776,Jian Liu,152829071.0,Yubo Chen,,,77397868.0,Kang Liu,1844673750.0,Wei Bi,3028405.0,Xiaojiang Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6d207231dfbaf75383cc5f889bba8f4db00ee4f,https://www.semanticscholar.org/paper/e6d207231dfbaf75383cc5f889bba8f4db00ee4f,"Comprehensive Survey on Machine Learning in Vehicular Network: Technology, Applications and Challenges","Towards future intelligent vehicular network, the machine learning as the promising artificial intelligence tool is widely researched to intelligentize communication and networking functions. In this paper, we provide a comprehensive survey on various machine learning techniques applied to both communication and network parts in vehicular network. To benefit reading, we first give a preliminary on communication technologies and machine learning technologies in vehicular network. Then, we detailedly describe the challenges of conventional techniques in vehicular network and corresponding machine learning based solutions. Finally, we present several open issues and emphasize potential directions that are worthy of research for the future intelligent vehicular network.",2021,0,37,1,False,Computer Science,19282835,Fengxiao Tang,152877793.0,Bomin Mao,,,145842185.0,N. Kato,152593447.0,Guan Gui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69a72ff5b30642d11c96635e99aadad3140d33a7,https://www.semanticscholar.org/paper/69a72ff5b30642d11c96635e99aadad3140d33a7,CodeXGLUE: A Machine Learning Benchmark Dataset for Code Understanding and Generation,"Benchmark datasets have a significant impact on accelerating research in programming language tasks. In this paper, we introduce CodeXGLUE, a benchmark dataset to foster machine learning research for program understanding and generation. CodeXGLUE includes a collection of 10 tasks across 14 datasets and a platform for model evaluation and comparison. CodeXGLUE also features three baseline systems, including the BERT-style, GPT-style, and Encoder-Decoder models, to make it easy for researchers to use the platform. The availability of such data and baselines can help the development and validation of new methods that can be applied to various program understanding and generation problems. 2",2021,115,202,54,False,Computer Science,2115338656,Shuai Lu,51223794.0,Daya Guo,,,50052368.0,Shuo Ren,145505727.0,Junjie Huang,47090739.0,Alexey Svyatkovskiy,37488446.0,Ambrosio Blanco,2064509404.0,Colin B. Clement,1943097969.0,Dawn Drain,71790825.0,Daxin Jiang,39483833.0,Duyu Tang,1410115257.0,Ge Li,2143359114.0,Lidong Zhou,24962156.0,Linjun Shou,2135918679.0,Long Zhou,40626221.0,Michele Tufano,50175330.0,Ming Gong,92660691.0,Ming Zhou,46429989.0,Nan Duan,145507437.0,Neel Sundaresan,1702996983.0,Shao Kun Deng,2072784644.0,Shengyu Fu,1803054.0,Shujie Liu,,,,,,,,,,,
028023317d7dc87b6e640da6ce04cbd25da5afb4,https://www.semanticscholar.org/paper/028023317d7dc87b6e640da6ce04cbd25da5afb4,Direct Loss Minimization for Structured Prediction,"In discriminative machine learning one is interested in training a system to optimize a certain desired measure of performance, or loss. In binary classification one typically tries to minimizes the error rate. But in structured prediction each task often has its own measure of performance such as the BLEU score in machine translation or the intersection-over-union score in PASCAL segmentation. The most common approaches to structured prediction, structural SVMs and CRFs, do not minimize the task loss: the former minimizes a surrogate loss with no guarantees for task loss and the latter minimizes log loss independent of task loss. The main contribution of this paper is a theorem stating that a certain perceptron-like learning rule, involving features vectors derived from loss-adjusted inference, directly corresponds to the gradient of task loss. We give empirical results on phonetic alignment of a standard test set from the TIMIT corpus, which surpasses all previously reported results on this problem.",2010,14,137,8,False,Computer Science,145689002,David A. McAllester,1918412.0,Tamir Hazan,,,1771345.0,Joseph Keshet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b37164a8d710c601b9a4139d9c46dcd20c3346d,https://www.semanticscholar.org/paper/8b37164a8d710c601b9a4139d9c46dcd20c3346d,Auto-Sklearn 2.0: The Next Generation,"Automated Machine Learning, which supports practitioners and researchers with the tedious task of manually designing machine learning pipelines, has recently achieved substantial success. In this paper we introduce new Automated Machine Learning (AutoML) techniques motivated by our winning submission to the second ChaLearn AutoML challenge, PoSH Auto-sklearn. For this, we extend Auto-sklearn with a new, simpler meta-learning technique, improve its way of handling iterative algorithms and enhance it with a successful bandit strategy for budget allocation. Furthermore, we go one step further and study the design space of AutoML itself and propose a solution towards truly hand-free AutoML. Together, these changes give rise to the next generation of our AutoML system, Auto-sklearn (2.0). We verify the improvement by these additions in a large experimental study on 39 AutoML benchmark datasets and conclude the paper by comparing to Auto-sklearn (1.0), reducing the regret by up to a factor of five.",2020,92,63,5,False,Computer Science,2868444,Matthias Feurer,2607675.0,Katharina Eggensperger,,,2154062.0,S. Falkner,145963266.0,M. Lindauer,144661829.0,F. Hutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b44ef382fbe639a51ae66a08bbce5c4e485f74a5,https://www.semanticscholar.org/paper/b44ef382fbe639a51ae66a08bbce5c4e485f74a5,New machine learning method for image-based diagnosis of COVID-19,"COVID-19 is a worldwide epidemic, as announced by the World Health Organization (WHO) in March 2020. Machine learning (ML) methods can play vital roles in identifying COVID-19 patients by visually analyzing their chest x-ray images. In this paper, a new ML-method proposed to classify the chest x-ray images into two classes, COVID-19 patient or non-COVID-19 person. The features extracted from the chest x-ray images using new Fractional Multichannel Exponent Moments (FrMEMs). A parallel multi-core computational framework utilized to accelerate the computational process. Then, a modified Manta-Ray Foraging Optimization based on differential evolution used to select the most significant features. The proposed method evaluated using two COVID-19 x-ray datasets. The proposed method achieved accuracy rates of 96.09% and 98.09% for the first and second datasets, respectively.",2020,47,211,10,True,Computer Science,144211237,M. A. Elaziz,2409960.0,K. Hosny,Medicine,,2056674529.0,Ahmad Salah,145004101.0,M. M. Darwish,66845023.0,Songfeng Lu,2728640.0,A. Sahlol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac31f81456137da8c603847d7d6cedc339c51168,https://www.semanticscholar.org/paper/ac31f81456137da8c603847d7d6cedc339c51168,"Gravity Spy: integrating advanced LIGO detector characterization, machine learning, and citizen science","With the first direct detection of gravitational waves, the advanced laser interferometer gravitational-wave observatory (LIGO) has initiated a new field of astronomy by providing an alternative means of sensing the universe. The extreme sensitivity required to make such detections is achieved through exquisite isolation of all sensitive components of LIGO from non-gravitational-wave disturbances. Nonetheless, LIGO is still susceptible to a variety of instrumental and environmental sources of noise that contaminate the data. Of particular concern are noise features known as glitches, which are transient and non-Gaussian in their nature, and occur at a high enough rate so that accidental coincidence between the two LIGO detectors is non-negligible. Glitches come in a wide range of time-frequency-amplitude morphologies, with new morphologies appearing as the detector evolves. Since they can obscure or mimic true gravitational-wave signals, a robust characterization of glitches is paramount in the effort to achieve the gravitational-wave detection rates that are predicted by the design sensitivity of LIGO. This proves a daunting task for members of the LIGO Scientific Collaboration alone due to the sheer amount of data. In this paper we describe an innovative project that combines crowdsourcing with machine learning to aid in the challenging task of categorizing all of the glitches recorded by the LIGO detectors. Through the Zooniverse platform, we engage and recruit volunteers from the public to categorize images of time-frequency representations of glitches into pre-identified morphological classes and to discover new classes that appear as the detectors evolve. In addition, machine learning algorithms are used to categorize images after being trained on human-classified examples of the morphological classes. Leveraging the strengths of both classification methods, we create a combined method with the aim of improving the efficiency and accuracy of each individual classifier. The resulting classification and characterization should help LIGO scientists to identify causes of glitches and subsequently eliminate them from the data or the detector entirely, thereby improving the rate and accuracy of gravitational-wave observations. We demonstrate these methods using a small subset of data from LIGO’s first observing run.",2016,64,201,9,True,Physics,13322962,M. Zevin,39507823.0,S. Coughlin,Medicine,,3185424.0,S. Bahaadini,1962615.0,E. Besler,2116548.0,N. Rohani,2072563951.0,S. Allen,49448026.0,M. Cabero,1716974.0,Kevin Crowston,144842935.0,A. Katsaggelos,38489633.0,S. Larson,2110897462.0,T. K. Lee,34769917.0,C. Lintott,1383461830.0,T. Littenberg,87451944.0,A. Lundgren,2064431404.0,C. Østerlund,,J R Smith,3021092.0,L. Trouille,4013201.0,V. Kalogera,,,,,,,,,,,,,,,,,,,
ccd64c17c811d0d60672ac1a4a4bbb222debfa5d,https://www.semanticscholar.org/paper/ccd64c17c811d0d60672ac1a4a4bbb222debfa5d,The Management of Context-Sensitive Features: A Review of Strategies,"In this paper, we review five heuristic strategies for handling context- sensitive features in supervised machine learning from examples. We discuss two methods for recovering lost (implicit) contextual information. We mention some evidence that hybrid strategies can have a synergetic effect. We then show how the work of several machine learning researchers fits into this framework. While we do not claim that these strategies exhaust the possibilities, it appears that the framework includes all of the techniques that can be found in the published literature on context-sensitive learning.",2002,25,70,3,False,Computer Science,1689647,Peter D. Turney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5317bcf1081cb377891681b854b1997705741a8b,https://www.semanticscholar.org/paper/5317bcf1081cb377891681b854b1997705741a8b,Using machine learning for sequence-level automated MRI protocol selection in neuroradiology,"Incorrect imaging protocol selection can lead to important clinical findings being missed, contributing to both wasted health care resources and patient harm. We present a machine learning method for analyzing the unstructured text of clinical indications and patient demographics from magnetic resonance imaging (MRI) orders to automatically protocol MRI procedures at the sequence level. We compared 3 machine learning models - support vector machine, gradient boosting machine, and random forest - to a baseline model that predicted the most common protocol for all observations in our test set. The gradient boosting machine model significantly outperformed the baseline and demonstrated the best performance of the 3 models in terms of accuracy (95%), precision (86%), recall (80%), and Hamming loss (0.0487). This demonstrates the feasibility of automating sequence selection by applying machine learning to MRI orders. Automated sequence selection has important safety, quality, and financial implications and may facilitate improvements in the quality and safety of medical imaging service delivery.",2018,22,43,2,True,Computer Science,2111025255,Andrew D Brown,10045724.0,T. Marotta,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402f850dff86fb601d34b2841e6083ac0f928edd,https://www.semanticscholar.org/paper/402f850dff86fb601d34b2841e6083ac0f928edd,SCNN: An accelerator for compressed-sparse convolutional neural networks,"Convolutional Neural Networks (CNNs) have emerged as a fundamental technology for machine learning. High performance and extreme energy efficiency are critical for deployments of CNNs, especially in mobile platforms such as autonomous vehicles, cameras, and electronic personal assistants. This paper introduces the Sparse CNN (SCNN) accelerator architecture, which improves performance and energy efficiency by exploiting the zero-valued weights that stem from network pruning during training and zero-valued activations that arise from the common ReLU operator. Specifically, SCNN employs a novel dataflow that enables maintaining the sparse weights and activations in a compressed encoding, which eliminates unnecessary data transfers and reduces storage requirements. Furthermore, the SCNN dataflow facilitates efficient delivery of those weights and activations to a multiplier array, where they are extensively reused; product accumulation is performed in a novel accumulator array. On contemporary neural networks, SCNN can improve both performance and energy by a factor of 2.7× and 2.3×, respectively, over a comparably provisioned dense CNN accelerator.",2017,32,794,119,False,Computer Science,1790421,A. Parashar,1998820.0,Minsoo Rhu,,,3374545.0,Anurag Mukkara,2274681.0,A. Puglielli,3172075.0,Rangharajan Venkatesan,2125244.0,Brucek Khailany,1775477.0,J. Emer,1715863.0,S. Keckler,80724002.0,W. Dally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
