paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,fieldsOfStudy/1,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,fieldsOfStudy/2,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,fieldsOfStudy/3,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name
1b463b36d1bbccc419954cc28bd28b0108c2ca63,https://www.semanticscholar.org/paper/1b463b36d1bbccc419954cc28bd28b0108c2ca63,Predicting solar generation from weather forecasts using machine learning,"A key goal of smart grid initiatives is significantly increasing the fraction of grid energy contributed by renewables. One challenge with integrating renewables into the grid is that their power generation is intermittent and uncontrollable. Thus, predicting future renewable generation is important, since the grid must dispatch generators to satisfy demand as generation varies. While manually developing sophisticated prediction models may be feasible for large-scale solar farms, developing them for distributed generation at millions of homes throughout the grid is a challenging problem. To address the problem, in this paper, we explore automatically creating site-specific prediction models for solar power generation from National Weather Service (NWS) weather forecasts using machine learning techniques. We compare multiple regression techniques for generating prediction models, including linear least squares and support vector machines using multiple kernel functions. We evaluate the accuracy of each model using historical NWS forecasts and solar intensity readings from a weather station deployment for nearly a year. Our results show that SVM-based prediction models built using seven distinct weather forecast metrics are 27% more accurate for our site than existing forecast-based models.",2011,11,369,18,False,Engineering,Computer Science,3233107,Navin Sharma,2112284118.0,Pranshu Sharma,1697572.0,David E. Irwin,2172702597.0,P. Shenoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a44f2ad10815051142c97fb466c51c8c9eda1d7f,https://www.semanticscholar.org/paper/a44f2ad10815051142c97fb466c51c8c9eda1d7f,Predicting reaction performance in C–N cross-coupling using machine learning,"A guide for catalyst choice in the forest Chemists often discover reactions by applying catalysts to a series of simple compounds. Tweaking those reactions to tolerate more structural complexity in pharmaceutical research is time-consuming. Ahneman et al. report that machine learning can help. Using a high-throughput data set, they trained a random forest algorithm to predict which specific palladium catalysts would best tolerate isoxazoles (cyclic structures with an N–O bond) during C–N bond formation. The predictions also helped to guide analysis of the catalyst inhibition mechanism. Science, this issue p. 186 A random forest algorithm trained on high-throughput data predicts which catalysts best tolerate certain heterocycles. Machine learning methods are becoming integral to scientific inquiry in numerous disciplines. We demonstrated that machine learning can be used to predict the performance of a synthetic reaction in multidimensional chemical space using data obtained via high-throughput experimentation. We created scripts to compute and extract atomic, molecular, and vibrational descriptors for the components of a palladium-catalyzed Buchwald-Hartwig cross-coupling of aryl halides with 4-methylaniline in the presence of various potentially inhibitory additives. Using these descriptors as inputs and reaction yield as output, we showed that a random forest algorithm provides significantly improved predictive performance over linear regression analysis. The random forest model was also successfully applied to sparse training sets and out-of-sample prediction, suggesting its value in facilitating adoption of synthetic methodology.",2018,46,388,11,False,Computer Science,Medicine,8504486,Derek T Ahneman,33072648.0,Jesús G Estrada,2119449773.0,Shishi Lin,6761177.0,S. Dreher,3599914.0,A. Doyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23afab3f249477d086819e890ac4aa417998568c,https://www.semanticscholar.org/paper/23afab3f249477d086819e890ac4aa417998568c,Covering Number Bounds of Certain Regularized Linear Function Classes,"Recently, sample complexity bounds have been derived for problems involving linear functions such as neural networks and support vector machines. In many of these theoretical studies, the concept of covering numbers played an important role. It is thus useful to study covering numbers for linear function classes. In this paper, we investigate two closely related methods to derive upper bounds on these covering numbers. The first method, already employed in some earlier studies, relies on the so-called Maurey's lemma; the second method uses techniques from the mistake bound framework in online learning. We compare results from these two methods, as well as their consequences in some learning formulations.",2002,43,260,29,False,Mathematics,Computer Science,2117881943,Tong Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1b1d5da2b18bb3740a24ff3c75c19c82feae375,https://www.semanticscholar.org/paper/f1b1d5da2b18bb3740a24ff3c75c19c82feae375,Data Mining and Machine Learning Techniques for the Identification of Mutagenicity Inducing Substructures and Structure Activity Relationships of Noncongeneric Compounds,"This paper explores the utility of data mining and machine learning algorithms for the induction of mutagenicity structure-activity relationships (SARs) from noncongeneric data sets. We compare (i) a newly developed algorithm (MOLFEA) for the generation of descriptors (molecular fragments) for noncongeneric compounds with traditional SAR approaches (molecular properties) and (ii) different machine learning algorithms for the induction of SARs from these descriptors. In addition we investigate the optimal parameter settings for these programs and give an exemplary interpretation of the derived models. The predictive accuracies of models using MOLFEA derived descriptors is approximately 10-15%age points higher than those using molecular properties alone. Using both types of descriptors together does not improve the derived models. From the applied machine learning techniques the rule learner PART and support vector machines gave the best results, although the differences between the learning algorithms are only marginal. We were able to achieve predictive accuracies up to 78% for 10-fold cross-validation. The resulting models are relatively easy to interpret and usable for predictive as well as for explanatory purposes.",2004,27,240,10,True,Computer Science,Medicine,3323969,C. Helma,2070118303.0,Tobias Cramer,145471896.0,Stefan Kramer,1740042.0,L. D. Raedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abe0bd94e134c7ac0b1c78922ed17cf3bec08d5e,https://www.semanticscholar.org/paper/abe0bd94e134c7ac0b1c78922ed17cf3bec08d5e,A stochastic model of human-machine interaction for learning dialog strategies,"We propose a quantitative model for dialog systems that can be used for learning the dialog strategy. We claim that the problem of dialog design can be formalized as an optimization problem with an objective function reflecting different dialog dimensions relevant for a given application. We also show that any dialog system can be formally described as a sequential decision process in terms of its state space, action set, and strategy. With additional assumptions about the state transition probabilities and cost assignment, a dialog system can be mapped to a stochastic model known as Markov decision process (MDP). A variety of data driven algorithms for finding the optimal strategy (i.e., the one that optimizes the criterion) is available within the MDP framework, based on reinforcement learning. For an effective use of the available training data we propose a combination of supervised and reinforcement learning: the supervised learning is used to estimate a model of the user, i.e., the MDP parameters that quantify the user's behavior. Then a reinforcement learning algorithm is used to estimate the optimal strategy while the system interacts with the simulated user. This approach is tested for learning the strategy in an air travel information system (ATIS) task. The experimental results we present in this paper show that it is indeed possible to find a simple criterion, a state space representation, and a simulated user parameterization in order to automatically learn a relatively complex dialog behavior, similar to one that was heuristically designed by several research groups.",2000,36,588,45,False,Computer Science,,8992604,E. Levin,2115311.0,R. Pieraccini,31717617.0,W. Eckert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9111e0a578ae34664dddcd76794bbe20e168a1ff,https://www.semanticscholar.org/paper/9111e0a578ae34664dddcd76794bbe20e168a1ff,Usilng Machine Learning Technliques to Identify Botnet Traffic,"To date, techniques to counter cyber-attacks have predominantly been reactive; they focus on monitoring network traffic, detecting anomalies and cyber-attack traffic patterns, and, a posteriori, combating the cyber-attacks and mitigating their effects. Contrary to such approaches, we advocate proactively detecting and identifying botnets prior to their being used as part of a cyber-attack (Strayer et al., 2006). In this paper, we present our work on using machine learning-based classification techniques to identify the command and control (C2) traffic of IRC-based botnets - compromised hosts that are collectively commanded using Internet relay chat (IRC). We split this task into two stages: (I) distinguishing between IRC and non-IRC traffic, and (II) distinguishing between botnet and real IRC traffic. For stage I, we compare the performance of J48, naive Bayes, and Bayesian network classifiers, identify the features that achieve good overall classification accuracy, and determine the classification sensitivity to the training set size. While sensitive to the training data and the attributes used to characterize communication flows, machine learning-based classifiers show promise in identifying IRC traffic. Using classification in stage II is trickier, since accurately labeling IRC traffic as botnet and non-botnet is challenging. We are currently exploring labeling flows as suspicious and non-suspicious based on telltales of hosts being compromised",2006,19,348,16,False,Computer Science,,32744942,C. Livadas,145963952.0,R. Walsh,17286974.0,D. Lapsley,1732393.0,W. Strayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947498b4518b88909babfb07ea27773ac60b0bdb,https://www.semanticscholar.org/paper/947498b4518b88909babfb07ea27773ac60b0bdb,MACHINE LEARNING METHODS FOR SYSTEMIC RISK ANALYSIS IN FINANCIAL SECTORS,"Financial systemic risk is an important issue in economics and financial systems. Trying to detect and respond to systemic risk with growing amounts of data produced in financial markets and systems, a lot of researchers have increasingly employed machine learning methods. Machine learning methods study the mechanisms of outbreak and contagion of systemic risk in the financial network and improve the current regulation of the financial market and industry. In this paper, we survey existing researches and methodologies on assessment and measurement of financial systemic risk combined with machine learning technologies, including big data analysis, network analysis and sentiment analysis, etc. In addition, we identify future challenges, and suggest further research topics. The main purpose of this paper is to introduce current researches on financial systemic risk with machine learning methods and to propose directions for future work.",2019,180,147,2,True,Business,,46860084,Gang Kou,1978516.0,Xiangrui Chao,144580890.0,Yi Peng,40549277.0,F. Alsaadi,1397996912.0,E. Herrera-Viedma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c8c16a56d2a9520197da9a1546f517db5f19b204,https://www.semanticscholar.org/paper/c8c16a56d2a9520197da9a1546f517db5f19b204,Adversarial Attacks on Neural Network Policies,"Machine learning classifiers are known to be vulnerable to inputs maliciously constructed by adversaries to force misclassification. Such adversarial examples have been extensively studied in the context of computer vision applications. In this work, we show adversarial attacks are also effective when targeting neural network policies in reinforcement learning. Specifically, we show existing adversarial example crafting techniques can be used to significantly degrade test-time performance of trained policies. Our threat model considers adversaries capable of introducing small perturbations to the raw input of the policy. We characterize the degree of vulnerability across tasks and training algorithms, for a subclass of adversarial-example attacks in white-box and black-box settings. Regardless of the learned task or training algorithm, we observe a significant drop in performance, even with small adversarial perturbations that do not interfere with human perception. Videos are available at this http URL.",2017,23,541,57,False,Computer Science,Mathematics,2064588,Sandy H. Huang,1967156.0,Nicolas Papernot,153440022.0,Ian J. Goodfellow,144581158.0,Yan Duan,1689992.0,P. Abbeel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404f4095b86b12e2dd33a79fbb737171783ba955,https://www.semanticscholar.org/paper/404f4095b86b12e2dd33a79fbb737171783ba955,Deep Learning and Its Applications to Signal and Information Processing,"INTRODUCTION TO DEEP LEARNING Many traditional machine learning and signal processing techniques exploit shallow architectures, which contain a single layer of nonlinear feature transformation. Examples of shallow architectures are conventional hidden Markov models (HMMs), linear or nonlinear dynamical systems, conditional random fields (CRFs), maximum entropy (MaxEnt) models, support vector machines (SVMs), kernel regression, and multilayer perceptron (MLP) with a single hidden layer. A property common to these shallow learning models is the simple architecture that consists of only one layer responsible for transforming the raw input signals or features into a problem-specific feature space, which may be unobservable. Take the example of a support vector machine. It is a shallow linear separation model with one feature transformation layer when kernel trick is used, and with zero feature transformation layer when kernel trick is not used. Human information processing",2011,15,301,7,False,Computer Science,,144580027,Dong Yu,144718788.0,L. Deng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99fe982dce046869f60e4552c7f91c3627304780,https://www.semanticscholar.org/paper/99fe982dce046869f60e4552c7f91c3627304780,Using “Annotator Rationales” to Improve Machine Learning for Text Categorization,"We propose a new framework for supervised machine learning. Our goal is to learn from smaller amounts of supervised training data, by collecting a richer kind of training data: annotations with “rationales.” When annotating an example, the human teacher will also highlight evidence supporting this annotation—thereby teaching the machine learner why the example belongs to the category. We provide some rationale-annotated data and present a learning method that exploits the rationales during training to boost performance significantly on a sample task, namely sentiment classification of movie reviews. We hypothesize that in some situations, providing rationales is a more fruitful use of an annotator’s time than annotating more examples.",2007,10,273,47,False,Computer Science,,1936277,Omar Zaidan,145043214.0,Jason Eisner,1718753.0,C. Piatko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abe8a57dc27598937c2cffde3fc21c1e6d1f11ce,https://www.semanticscholar.org/paper/abe8a57dc27598937c2cffde3fc21c1e6d1f11ce,Deep EHR: A Survey of Recent Advances in Deep Learning Techniques for Electronic Health Record (EHR) Analysis,"The past decade has seen an explosion in the amount of digital information stored in electronic health records (EHRs). While primarily designed for archiving patient information and performing administrative healthcare tasks like billing, many researchers have found secondary use of these records for various clinical informatics applications. Over the same period, the machine learning community has seen widespread advances in the field of deep learning. In this review, we survey the current research on applying deep learning to clinical tasks based on EHR data, where we find a variety of deep learning techniques and frameworks being applied to several types of clinical applications including information extraction, representation learning, outcome prediction, phenotyping, and deidentification. We identify several limitations of current research involving topics such as model interpretability, data heterogeneity, and lack of universal benchmarks. We conclude by summarizing the state of the field and identifying avenues of future deep EHR research.",2017,71,706,30,True,Computer Science,Mathematics,3383528,Benjamin Shickel,40449634.0,P. Tighe,5484714.0,A. Bihorac,1715006.0,Parisa Rashidi,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,
db4d0e45560ceda35b6212036513bd4ab59ce99d,https://www.semanticscholar.org/paper/db4d0e45560ceda35b6212036513bd4ab59ce99d,SARAH: A Novel Method for Machine Learning Problems Using Stochastic Recursive Gradient,"In this paper, we propose a StochAstic Recursive grAdient algoritHm (SARAH), as well as its practical variant SARAH+, as a novel approach to the finite-sum minimization problems. Different from the vanilla SGD and other modern stochastic methods such as SVRG, S2GD, SAG and SAGA, SARAH admits a simple recursive framework for updating stochastic gradient estimates; when comparing to SAG/SAGA, SARAH does not require a storage of past gradients. The linear convergence rate of SARAH is proven under strong convexity assumption. We also prove a linear convergence rate (in the strongly convex case) for an inner loop of SARAH, the property that SVRG does not possess. Numerical experiments demonstrate the efficiency of our algorithm.",2017,23,377,80,False,Mathematics,Computer Science,144274166,Lam M. Nguyen,2146651544.0,Jie Liu,2005127.0,K. Scheinberg,144696183.0,Martin Takác,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab1cfb387e56b6db2f5e8cbc6b253c0231a9af23,https://www.semanticscholar.org/paper/ab1cfb387e56b6db2f5e8cbc6b253c0231a9af23,On ψ-Learning,"The concept of large margins have been recognized as an important principle in analyzing learning methodologies, including boosting, neural networks, and support vector machines (SVMs). However, this concept alone is not adequate for learning in nonseparable cases. We propose a learning methodology, called ψ-learning, that is derived from a direct consideration of generalization errors. We provide a theory for ψ-learning and show that it essentially attains the optimal rates of convergence in two learning examples. Finally, results from simulation studies and from breast cancer classification confirm the ability of ψ-learning to outperform SVM in generalization.",2003,20,426,40,False,Mathematics,,2266946,Xiaotong Shen,1799353.0,G. Tseng,47957199.0,Xuegong Zhang,143725639.0,W. Wong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c0e10356210aefe4ce9afc94f6c3d0c511222c5f,https://www.semanticscholar.org/paper/c0e10356210aefe4ce9afc94f6c3d0c511222c5f,Prediction and Validation of Disease Genes Using HeteSim Scores,"Deciphering the gene disease association is an important goal in biomedical research. In this paper, we use a novel relevance measure, called HeteSim, to prioritize candidate disease genes. Two methods based on heterogeneous networks constructed using protein-protein interaction, gene-phenotype associations, and phenotype-phenotype similarity, are presented. In HeteSim_MultiPath (HSMP), HeteSim scores of different paths are combined with a constant that dampens the contributions of longer paths. In HeteSim_SVM (HSSVM), HeteSim scores are combined with a machine learning method. The 3-fold experiments show that our non-machine learning method HSMP performs better than the existing non-machine learning methods, our machine learning method HSSVM obtains similar accuracy with the best existing machine learning method CATAPULT. From the analysis of the top 10 predicted genes for different diseases, we found that HSSVM avoid the disadvantage of the existing machine learning based methods, which always predict similar genes for different diseases. The data sets and Matlab code for the two methods are freely available for download at  http://lab.malab.cn/data/HeteSim/index.jsp.",2017,29,178,3,False,Computer Science,Medicine,7724819,Xiangxiang Zeng,3098931.0,Yuanlu Liao,2143860654.0,Yuansheng Liu,144268946.0,Q. Zou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a8665ada37b8a26f2a68c0b9c3f3ceb1e0f655a,https://www.semanticscholar.org/paper/7a8665ada37b8a26f2a68c0b9c3f3ceb1e0f655a,Image Categorization by Learning and Reasoning with Regions,"Designing computer programs to automatically categorize images using low-level features is a challenging research topic in computer vision. In this paper, we present a new learning technique, which extends Multiple-Instance Learning (MIL), and its application to the problem of region-based image categorization. Images are viewed as bags, each of which contains a number of instances corresponding to regions obtained from image segmentation. The standard MIL problem assumes that a bag is labeled positive if at least one of its instances is positive; otherwise, the bag is negative. In the proposed MIL framework, DD-SVM, a bag label is determined by some number of instances satisfying various properties. DD-SVM first learns a collection of instance prototypes according to a Diverse Density (DD) function. Each instance prototype represents a class of instances that is more likely to appear in bags with the specific label than in the other bags. A nonlinear mapping is then defined using the instance prototypes and maps every bag to a point in a new feature space, named the bag feature space. Finally, standard support vector machines are trained in the bag feature space. We provide experimental results on an image categorization problem and a drug activity prediction problem.",2004,47,692,103,False,Computer Science,,2116664201,Yixin Chen,48094094.0,James Ze Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4414002f23c0f1c497166eb51c5b1d549ff75c8,https://www.semanticscholar.org/paper/d4414002f23c0f1c497166eb51c5b1d549ff75c8,Flux: Elegant machine learning with Julia,"Flux is library for machine learning (ML), written using the numerical computing language Julia (Bezanson et al. 2017). The package allows models to be written using Julia’s simple mathematical syntax, and applies automatic differentiation (AD) to seamlessly calculate derivatives and train the model. Meanwhile, it makes heavy use of Julia’s language and compiler features to carry out code analysis and make optimisations. For example, Julia’s GPU compilation support (Besard, Foket, and De Sutter 2017) can be used to JIT-compile custom GPU kernels for model layers (Innes and others 2017a).",2018,3,185,12,True,Computer Science,,34289387,Mike Innes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831edc3d67457db83da40d260e93bfd7559347ae,https://www.semanticscholar.org/paper/831edc3d67457db83da40d260e93bfd7559347ae,"Dyna, an integrated architecture for learning, planning, and reacting","Dyna is an AI architecture that integrates learning, planning, and reactive execution. Learning methods are used in Dyna both for compiling planning results and for updating a model of the effects of the agent's actions on the world. Planning is incremental and can use the probabilistic and ofttimes incorrect world models generated by learning processes. Execution is fully reactive in the sense that no planning intervenes between perception and action. Dyna relies on machine learning methods for learning from examples---these are among the basic building blocks making up the architecture---yet is not tied to any particular method. This paper briefly introduces Dyna and discusses its strengths and weaknesses with respect to other architectures.",1990,29,721,64,True,Computer Science,,1699645,R. Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9de494da473d8a2e90ed331d9ab6c8a39d8737d,https://www.semanticscholar.org/paper/f9de494da473d8a2e90ed331d9ab6c8a39d8737d,Survey of Machine Learning Techniques in Drug Discovery.,"BACKGROUND
Drug discovery, which is the process of discovering new candidate medications, is very important for pharmaceutical industries. At its current stage, discovering new drugs is still a very expensive and time-consuming process, requiring Phases I, II and III for clinical trials. Recently, machine learning techniques in Artificial Intelligence (AI), especially the deep learning techniques which allow a computational model to generate multiple layers, have been widely applied and achieved state-of-the-art performance in different fields, such as speech recognition, image classification, bioinformatics, etc. One very important application of these AI techniques is in the field of drug discovery.


METHODS
We did a large-scale literature search on existing scientific websites (e.g, ScienceDirect, Arxiv) and startup companies to understand current status of machine learning techniques in drug discovery.


RESULTS
Our experiments demonstrated that there are different patterns in machine learning fields and drug discovery fields. For example, keywords like prediction, brain, discovery, and treatment are usually in drug discovery fields. Also, the total number of papers published in drug discovery fields with machine learning techniques is increasing every year.


CONCLUSION
The main focus of this survey is to understand the current status of machine learning techniques in the drug discovery field within both academic and industrial settings, and discuss its potential future applications. Several interesting patterns for machine learning techniques in drug discovery fields are discussed in this survey.",2019,74,126,0,False,Medicine,Computer Science,51183421,Natalie Stephenson,51204603.0,Emily Shane,2056317579.0,Jessica Chase,2066120681.0,Jason Rowland,2064613774.0,David Ries,2065880952.0,Nicola Justice,2159189616.0,Jie Zhang,,145822563.0,Leong Chan,33082702.0,Renzhi Cao,,,,,,,,,,,,,,,,,,,,,,,
35aebe08b34e5cb0d012a16563e5c3f6fd17a906,https://www.semanticscholar.org/paper/35aebe08b34e5cb0d012a16563e5c3f6fd17a906,Federated Learning with Personalization Layers,"The emerging paradigm of federated learning strives to enable collaborative training of machine learning models on the network edge without centrally aggregating raw data and hence, improving data privacy. This sharply deviates from traditional machine learning and necessitates the design of algorithms robust to various sources of heterogeneity. Specifically, statistical heterogeneity of data across user devices can severely degrade the performance of standard federated averaging for traditional machine learning applications like personalization with deep learning. This paper pro-posesFedPer, a base + personalization layer approach for federated training of deep feedforward neural networks, which can combat the ill-effects of statistical heterogeneity. We demonstrate effectiveness ofFedPerfor non-identical data partitions ofCIFARdatasetsand on a personalized image aesthetics dataset from Flickr.",2019,18,208,42,False,Computer Science,Mathematics,1438307381,Manoj Ghuhan Arivazhagan,50429238.0,V. Aggarwal,2109424185.0,Aaditya Singh,37748424.0,Sunav Choudhary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899746ba46279cf2b842615ed38d998f9c4654df,https://www.semanticscholar.org/paper/899746ba46279cf2b842615ed38d998f9c4654df,A PAC-Bayesian bound for Lifelong Learning,"Transfer learning has received a lot of attention in the machine learning community over the last years, and several effective algorithms have been developed. However, relatively little is known about their theoretical properties, especially in the setting of lifelong learning, where the goal is to transfer information to tasks for which no data have been observed so far. 
 
In this work we study lifelong learning from a theoretical perspective. Our main result is a PAC-Bayesian generalization bound that offers a unified view on existing paradigms for transfer learning, such as the transfer of parameters or the transfer of low-dimensional representations. We also use the bound to derive two principled lifelong learning algorithms, and we show that these yield results comparable with existing methods.",2013,31,171,19,False,Computer Science,Mathematics,2989149,Anastasia Pentina,1787591.0,Christoph H. Lampert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd2d8af68590a760fc7a75f45db23657c6c70ce0,https://www.semanticscholar.org/paper/cd2d8af68590a760fc7a75f45db23657c6c70ce0,Stacked Extreme Learning Machines,"Extreme learning machine (ELM) has recently attracted many researchers' interest due to its very fast learning speed, good generalization ability, and ease of implementation. It provides a unified solution that can be used directly to solve regression, binary, and multiclass classification problems. In this paper, we propose a stacked ELMs (S-ELMs) that is specially designed for solving large and complex data problems. The S-ELMs divides a single large ELM network into multiple stacked small ELMs which are serially connected. The S-ELMs can approximate a very large ELM network with small memory requirement. To further improve the testing accuracy on big data problems, the ELM autoencoder can be implemented during each iteration of the S-ELMs algorithm. The simulation results show that the S-ELMs even with random hidden nodes can achieve similar testing accuracy to support vector machine (SVM) while having low memory requirements. With the help of ELM autoencoder, the S-ELMs can achieve much better testing accuracy than SVM and slightly better accuracy than deep belief network (DBN) with much faster training speed.",2015,44,119,14,False,Computer Science,Medicine,2986982,Hongming Zhou,145678691.0,G. Huang,145558868.0,Zhiping Lin,2113289095.0,Han Wang,145850486.0,Y. Soh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da3bbf1927d42a8b3152500cd1195033f45bb95c,https://www.semanticscholar.org/paper/da3bbf1927d42a8b3152500cd1195033f45bb95c,Machine Learning and Deep Learning,"Now-a-days artificial intelligence has become an asset for engineering and experimental studies, just like statistics and calculus. Data science is a growing field for researchers and artificial intelligence, machine learning and deep learning are roots of it. This paper describes the relation between these roots of data science. There is a need of machine learning if any kind of analysis is to be performed. This study describes machine learning from the scratch. It also focuses on Deep Learning. Deep learning can also be known as new trend of machine learning. This paper gives a light on basic architecture of Deep learning. A comparative study of machine learning and deep learning is also given in the paper and allows researcher to have a broad view on these techniques so that they can understand which one will be preferable solution for a particular problem.",2019,5,71,2,False,,,2429061,J. Cherrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b57658c6ddee1b813551fb4f378d4520ac5c49bf,https://www.semanticscholar.org/paper/b57658c6ddee1b813551fb4f378d4520ac5c49bf,"Machine Learning: An Algorithmic Perspective, Second Edition","A Proven, Hands-On Approach for Students without a Strong Statistical Foundation Since the best-selling first edition was published, there have been several prominent developments in the field of machine learning, including the increasing work on the statistical interpretations of machine learning algorithms. Unfortunately, computer science students without a strong statistical background often find it hard to get started in this area. Remedying this deficiency, Machine Learning: An Algorithmic Perspective, Second Edition helps students understand the algorithms of machine learning. It puts them on a path toward mastering the relevant mathematics and statistics as well as the necessary programming and experimentation. New to the Second Edition Two new chapters on deep belief networks and Gaussian processes Reorganization of the chapters to make a more natural flow of content Revision of the support vector machine material, including a simple implementation for experiments New material on random forests, the perceptron convergence theorem, accuracy methods, and conjugate gradient optimization for the multi-layer perceptron Additional discussions of the Kalman and particle filters Improved code, including better use of naming conventions in Python Suitable for both an introductory one-semester course and more advanced courses, the text strongly encourages students to practice with the code. Each chapter includes detailed examples along with further reading and problems. All of the code used to create the examples is available on the authors website.",2014,0,170,17,False,Computer Science,,2112255,S. Marsland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f93588bb075eed40ffdfae2f7907c946e5974d9,https://www.semanticscholar.org/paper/1f93588bb075eed40ffdfae2f7907c946e5974d9,Deep Learning in Alzheimer's Disease: Diagnostic Classification and Prognostic Prediction Using Neuroimaging Data,"Deep learning, a state-of-the-art machine learning approach, has shown outstanding performance over traditional machine learning in identifying intricate structures in complex high-dimensional data, especially in the domain of computer vision. The application of deep learning to early detection and automated classification of Alzheimer's disease (AD) has recently gained considerable attention, as rapid progress in neuroimaging techniques has generated large-scale multimodal neuroimaging data. A systematic review of publications using deep learning approaches and neuroimaging data for diagnostic classification of AD was performed. A PubMed and Google Scholar search was used to identify deep learning papers on AD published between January 2013 and July 2018. These papers were reviewed, evaluated, and classified by algorithm and neuroimaging type, and the findings were summarized. Of 16 studies meeting full inclusion criteria, 4 used a combination of deep learning and traditional machine learning approaches, and 12 used only deep learning approaches. The combination of traditional machine learning for classification and stacked auto-encoder (SAE) for feature selection produced accuracies of up to 98.8% for AD classification and 83.7% for prediction of conversion from mild cognitive impairment (MCI), a prodromal stage of AD, to AD. Deep learning approaches, such as convolutional neural network (CNN) or recurrent neural network (RNN), that use neuroimaging data without pre-processing for feature selection have yielded accuracies of up to 96.0% for AD classification and 84.2% for MCI conversion prediction. The best classification performance was obtained when multimodal neuroimaging and fluid biomarkers were combined. Deep learning approaches continue to improve in performance and appear to hold promise for diagnostic classification of AD using multimodal neuroimaging data. AD research that uses deep learning is still evolving, improving performance by incorporating additional hybrid data types, such as—omics data, increasing transparency with explainable approaches that add knowledge of specific disease-related features and mechanisms.",2019,106,228,5,True,Engineering,Computer Science,2665454,T. Jo,2177008.0,K. Nho,7992909.0,A. Saykin,,,,,,,,,Mathematics,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,
7e6ce5bd878f24839ba38fe8fb91f30aab3cd863,https://www.semanticscholar.org/paper/7e6ce5bd878f24839ba38fe8fb91f30aab3cd863,Making Better Use of the Crowd: How Crowdsourcing Can Advance Machine Learning Research,"This survey provides a comprehensive overview of the landscape of crowdsourcing research, targeted at the machine learning community. We begin with an overview of the ways in which crowdsourcing can be used to advance machine learning research, focusing on four application areas: 1) data generation, 2) evaluation and debugging of models, 3) hybrid intelligence systems that leverage the complementary strengths of humans and machines to expand the capabilities of AI, and 4) crowdsourced behavioral experiments that improve our understanding of how humans interact with machine learning systems and technology more broadly. We next review the extensive literature on the behavior of crowdworkers themselves. This research, which explores the prevalence of dishonesty among crowdworkers, how workers respond to both monetary incentives and intrinsic forms of motivation, and how crowdworkers interact with each other, has immediate implications that we distill into best practices that researchers should follow when using crowdsourcing in their own research. We conclude with a discussion of additional tips and best practices that are crucial to the success of any project that uses crowdsourcing, but rarely mentioned in the literature.",2017,232,101,5,False,Computer Science,,4006636,Jennifer Wortman Vaughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
