paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,fieldsOfStudy/1,fieldsOfStudy/2,fieldsOfStudy/3,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name
dd30a98f5274541f018a762fba46a0730519606a,https://www.semanticscholar.org/paper/dd30a98f5274541f018a762fba46a0730519606a,Federated Learning on Non-IID Data Silos: An Experimental Study,"Due to the increasing privacy concerns and data regulations, training data have been increasingly fragmented, forming distributed databases of multiple “data silos” (e.g., within different organizations and countries). To develop effective machine learning services, there is a must to exploit data from such distributed databases without exchanging the raw data. Recently, federated learning (FL) has been a solution with growing interests, which enables multiple parties to collaboratively train a machine learning model without exchanging their local data. A key and common challenge on distributed databases is the heterogeneity of the data distribution among the parties. The data of different parties are usually non-independently and identically distributed (i.e., non-IID). There have been many FL algorithms to address the learning effectiveness under non-IID data settings. However, there lacks an experimental study on systematically understanding their advantages and disadvantages, as previous studies have very rigid data partitioning strategies among parties, which are hardly representative and thorough. In this paper, to help researchers better understand and study the non-IID data setting in federated learning, we propose comprehensive data partitioning strategies to cover the typical non-IID data cases. Moreover, we conduct extensive experiments to evaluate state-of-the-art FL algorithms. We find that non-IID does bring significant challenges in learning accuracy of FL algorithms, and none of the existing state-of-the-art FL algorithms outperforms others in all cases. Our experiments provide insights for future studies of addressing the challenges in “data silos”.",2021,94,137,20,True,Computer Science,92621060,Q. Li,1871617938.0,Yiqun Diao,2109396907.0,Quan Chen,143824511.0,Bingsheng He,,,,,,,,,,,,,,,,,,,
ea8dede934a3f4124d1a8995b8289f64a6c3d8b3,https://www.semanticscholar.org/paper/ea8dede934a3f4124d1a8995b8289f64a6c3d8b3,A Backtesting Protocol in the Era of Machine Learning,"Machine learning offers a set of powerful tools that holds considerable promise for investment management. As with most quantitative applications in finance, the danger of misapplying these techniques can lead to disappointment. One crucial limitation involves data availability. Many of machine learning’s early successes originated in the physical and biological sciences, in which truly vast amounts of data are available. Machine learning applications often require far more data than are available in finance, which is of particular concern in longer-horizon investing. Hence, choosing the right applications before applying the tools is important. In addition, capital markets reflect the actions of people, who may be influenced by the actions of others and by the findings of past research. In many ways, the challenges that affect machine learning are merely a continuation of the long-standing issues researchers have always faced in quantitative finance. Although investors need to be cautious—indeed, more cautious than in past applications of quantitative methods—these new tools offer many potential applications in finance. In this article, the authors develop a research protocol that pertains both to the application of machine learning techniques and to quantitative finance in general.",2018,27,56,6,False,Computer Science,46371615,R. Arnott,34913143.0,Campbell R. Harvey,50018942.0,H. Markowitz,,,,,,,,,,,,,,,,,,,,,
796aa29837824d307ef43270f8f7f91bb20812ec,https://www.semanticscholar.org/paper/796aa29837824d307ef43270f8f7f91bb20812ec,mlr3: A modern object-oriented machine learning framework in R,"The R (R Core Team, 2019) package mlr3 and its associated ecosystem of extension packages implements a powerful, object-oriented and extensible framework for machine learning (ML) in R. It provides a unified interface to many learning algorithms available on CRAN, augmenting them with model-agnostic general-purpose functionality that is needed in every ML project, for example train-test-evaluation, resampling, preprocessing, hyperparameter tuning, nested resampling, and visualization of results from ML experiments. The package is a complete reimplementation of the mlr (Bischl et al., 2016) package that leverages many years of experience and learned best practices to provide a state-of-the-art system that is powerful, flexible, extensible, and maintainable. We target both practitioners who want to quickly apply ML algorithms to their problems and researchers who want to implement, benchmark, and compare their new methods in a structured environment. mlr3 is suitable for short scripts that test an idea, for complex multi-stage experiments with advanced functionality that use a broad range of ML functionality, as a foundation to implement new ML (meta-)algorithms (for example AutoML systems), and everything in between. Functional correctness is ensured through extensive unit and integration tests.",2019,8,109,8,True,Computer Science,143962282,Michel Lang,143780936.0,Martin Binder,145444740.0,Jakob Richter,40896579.0,P. Schratz,3468393.0,F. Pfisterer,51123419.0,Stefan Coors,51306278.0,Quay Au,8662947.0,Giuseppe Casalicchio,,,,1722782.0,Lars Kotthoff,1686924.0,B. Bischl,,,,
efa8b1c728a06a4f01a60f586ea684592cb746a2,https://www.semanticscholar.org/paper/efa8b1c728a06a4f01a60f586ea684592cb746a2,An Empirical Study of the Behavior of Active Learning for Word Sense Disambiguation,"This paper shows that two uncertainty-based active learning methods, combined with a maximum entropy model, work well on learning English verb senses. Data analysis on the learning process, based on both instance and feature levels, suggests that a careful treatment of feature extraction is important for the active learning to be useful for WSD. The overfitting phenomena that occurred during the active learning process are identified as classic overfitting in machine learning based on the data analysis.",2006,16,89,9,True,Computer Science,2108216213,Jinying Chen,34568108.0,A. Schein,1412391493.0,L. Ungar,145755155.0,Martha Palmer,,,,,,,,,,,,,,,,,,,
7d878fe31b9b57f75071586d83cdec2e8b81e039,https://www.semanticscholar.org/paper/7d878fe31b9b57f75071586d83cdec2e8b81e039,Fréchet ChemNet Distance: A Metric for Generative Models for Molecules in Drug Discovery,"The new wave of successful generative models in machine learning has increased the interest in deep learning driven de novo drug design. However, method comparison is difficult because of various flaws of the currently employed evaluation metrics. We propose an evaluation metric for generative models called Fréchet ChemNet distance (FCD). The advantage of the FCD over previous metrics is that it can detect whether generated molecules are diverse and have similar chemical and biological properties as real molecules.",2018,29,143,13,True,Computer Science,32764807,Kristina Preuer,30578364.0,Philipp Renz,2465270.0,Thomas Unterthiner,3308557.0,S. Hochreiter,1994964.0,G. Klambauer,,,,,,,Biology,Mathematics,Medicine,,,,,,,,
0ebcf6037c0aae64a65e3fc7b058b806defbe22c,https://www.semanticscholar.org/paper/0ebcf6037c0aae64a65e3fc7b058b806defbe22c,VILLAGE - Virtual Immersive Language Learning and Gaming Environment: Immersion and presence,"3 D virtual worlds are promising for immersive learning in English as a Foreign Language ( EFL). Unlike English as a Second Language ( ESL), EFL typically takes place in the learners' home countries, and the potential of the language is limited by geography. Although learning contexts where English is spoken is important, in most EFL courses at the college level, EFL is taught by acquiring vocabularies, grammar and pragmatic features without contextual immersion. In this study, an immersive English learning environment in a 3 D virtual world, Open Simulator, was developed with two key learning artifacts, chatbot and time machine. A single-factor, independent measures design was used to examines learners' presence under four learning conditions: virtual learning environment without digital learning artifacts ( VE), virtual learning environment with chatbot ( VEC), virtual learning environment with time machine ( VETM) and virtual learning environment with chatbot and time machine ( VECTM). Three research questions emerging from the four learning conditions form the backbone of this study: (1) Does chatbot increase language learners' presence in the immersive virtual English learning environment? (2) Does time machine increase language learners' presence in the immersive virtual English learning environment? (3) Does the combined use of chatbot and time machine increase presence more than either learning artifact alone? The experimental results indicate that the chatbot and time machine increase the learners' sense of immersion and presence. Best design practices should address how immersion and presence can be integrated into affordances of virtual worlds. [ABSTRACT FROM AUTHOR]",2017,24,51,2,False,Computer Science,2115568428,Yifei Wang,9675772.0,S. Petrina,46782202.0,Franc Feng,,,,,,,,,,,,,,,,,,,,,
c31b35fbac605b6c47e29eae1c68ba0c267ebd09,https://www.semanticscholar.org/paper/c31b35fbac605b6c47e29eae1c68ba0c267ebd09,Software Defect Identification Using Machine Learning Techniques,"Software engineering is a tedious job that includes people, tight deadlines and limited budgets. Delivering what customer wants involves minimizing the defects in the programs. Hence, it is important to establish quality measures early on in the project life cycle. The main objective of this research is to analyze problems in software code and propose a model that will help catching those problems earlier in the project life cycle. Our proposed model uses machine learning methods. Principal component analysis is used for dimensionality reduction, and decision tree, multi layer perceptron and radial basis functions are used for defect prediction. The experiments in this research are carried out with different software metric datasets that are obtained from real-life projects of three big software companies in Turkey. We can say that, the improved method that we proposed brings out satisfactory results in terms of defect prediction",2006,18,61,2,False,Computer Science,15371442,Evren Ceylan,2530616.0,F. O. Kutlubay,1730000.0,A. Bener,,,,,,,,,,,,,,,,,,,,,
9ce42ca0666a52107a08b15affd496f2c781df72,https://www.semanticscholar.org/paper/9ce42ca0666a52107a08b15affd496f2c781df72,The power of comparative reasoning,"Rank correlation measures are known for their resilience to perturbations in numeric values and are widely used in many evaluation metrics. Such ordinal measures have rarely been applied in treatment of numeric features as a representational transformation. We emphasize the benefits of ordinal representations of input features both theoretically and empirically. We present a family of algorithms for computing ordinal embeddings based on partial order statistics. Apart from having the stability benefits of ordinal measures, these embeddings are highly nonlinear, giving rise to sparse feature spaces highly favored by several machine learning methods. These embeddings are deterministic, data independent and by virtue of being based on partial order statistics, add another degree of resilience to noise. These machine-learning-free methods when applied to the task of fast similarity search outperform state-of-the-art machine learning methods with complex optimization setups. For solving classification problems, the embeddings provide a nonlinear transformation resulting in sparse binary codes that are well-suited for a large class of machine learning algorithms. These methods show significant improvement on VOC 2010 using simple linear classifiers which can be trained quickly. Our method can be extended to the case of polynomial kernels, while permitting very efficient computation. Further, since the popular Min Hash algorithm is a special case of our method, we demonstrate an efficient scheme for computing Min Hash on conjunctions of binary features. The actual method can be implemented in about 10 lines of code in most languages (2 lines in MAT-LAB), and does not require any data-driven optimization.",2011,33,128,31,False,Computer Science,1842163,J. Yagnik,1713003.0,Dennis W. Strelow,144711958.0,David A. Ross,2900733.0,Ruei-Sung Lin,,,,,,,,,,,,,,,,,,,
44148499c23789781873f1ca56449c33422045f4,https://www.semanticscholar.org/paper/44148499c23789781873f1ca56449c33422045f4,A Web Survey on the Use of Active Learning to Support Annotation of Text Data,"As supervised machine learning methods for addressing tasks in natural language processing (NLP) prove increasingly viable, the focus of attention is naturally shifted towards the creation of training data. The manual annotation of corpora is a tedious and time consuming process. To obtain high-quality annotated data constitutes a bottleneck in machine learning for NLP today. Active learning is one way of easing the burden of annotation. This paper presents a first probe into the NLP research community concerning the nature of the annotation projects undertaken in general, and the use of active learning as annotation support in particular.",2009,8,75,3,True,Computer Science,3357473,Katrin Tomanek,2653947.0,Fredrik Olsson,,,,,,,,,,,,,,,,,,,,,,,
48231ac69e8d17ce08a2868b27d1a9b08f99be83,https://www.semanticscholar.org/paper/48231ac69e8d17ce08a2868b27d1a9b08f99be83,FlexPS: Flexible Parallelism Control in Parameter Server Architecture,"As a general abstraction for coordinating the distributed storage and access of model parameters, the parameter server (PS) architecture enables distributed machine learning to handle large datasets and high dimensional models. Many systems, such as Parameter Server and Petuum, have been developed based on the PS architecture and widely used in practice. However, none of these systems supports changing parallelism during runtime, which is crucial for the efficient execution of machine learning tasks with dynamic workloads. We propose a new system, called FlexPS, which introduces a novel multi-stage abstraction to support flexible parallelism control. With the multi-stage abstraction, a machine learning task can be mapped to a series of stages and the parallelism for a stage can be set according to its workload. Optimizations such as stage scheduler, stage-aware consistency controller, and direct model transfer are proposed for the efficiency of multi-stage machine learning in FlexPS. As a general and complete PS systems, FlexPS also incorporates many optimizations that are not limited to multi-stage machine learning. We conduct extensive experiments using a variety of machine learning workloads, showing that FlexPS achieves significant speedups and resource saving compared with the state-of-the-art PS systems such as Petuum and Multiverso.",2018,53,59,6,False,Computer Science,2143454301,Yuzhen Huang,35295263.0,Tatiana Jin,47096554.0,Yidi Wu,35349851.0,Zhenkun Cai,145837716.0,Xiao Yan,47829900.0,Fan Yang,,Jinfeng Li,2124920668.0,Yuying Guo,,,,1717691.0,James Cheng,,,,,,
c9a1e8e1ba2913ef0bdf1c5eaaa1ac0a79be3716,https://www.semanticscholar.org/paper/c9a1e8e1ba2913ef0bdf1c5eaaa1ac0a79be3716,YouTube-8M: A Large-Scale Video Classification Benchmark,"Many recent advancements in Computer Vision are attributed to large datasets. Open-source software packages for Machine Learning and inexpensive commodity hardware have reduced the barrier of entry for exploring novel approaches at scale. It is possible to train models over millions of examples within a few days. Although large-scale datasets exist for image understanding, such as ImageNet, there are no comparable size video classification datasets. 
In this paper, we introduce YouTube-8M, the largest multi-label video classification dataset, composed of ~8 million videos (500K hours of video), annotated with a vocabulary of 4800 visual entities. To get the videos and their labels, we used a YouTube video annotation system, which labels videos with their main topics. While the labels are machine-generated, they have high-precision and are derived from a variety of human-based signals including metadata and query click signals. We filtered the video labels (Knowledge Graph entities) using both automated and manual curation strategies, including asking human raters if the labels are visually recognizable. Then, we decoded each video at one-frame-per-second, and used a Deep CNN pre-trained on ImageNet to extract the hidden representation immediately prior to the classification layer. Finally, we compressed the frame features and make both the features and video-level labels available for download. 
We trained various (modest) classification models on the dataset, evaluated them using popular evaluation metrics, and report them as baselines. Despite the size of the dataset, some of our models train to convergence in less than a day on a single machine using TensorFlow. We plan to release code for training a TensorFlow model and for computing metrics.",2016,42,956,127,False,Computer Science,1389570466,Sami Abu-El-Haija,144317839.0,Nisarg Kothari,2119006.0,Joonseok Lee,1820908.0,A. Natsev,1805076.0,G. Toderici,2758088.0,Balakrishnan Varadarajan,2259154.0,Sudheendra Vijayanarasimhan,,,,,,,,,,,,,
4fd355ee3a17ee1cc3e3eb7ebe5064200611adbb,https://www.semanticscholar.org/paper/4fd355ee3a17ee1cc3e3eb7ebe5064200611adbb,Machine Learning in Acute Ischemic Stroke Neuroimaging,"Machine Learning (ML) through pattern recognition algorithms is currently becoming an essential aid for the diagnosis, treatment, and prediction of complications and patient outcomes in a number of neurological diseases. The evaluation and treatment of Acute Ischemic Stroke (AIS) have experienced a significant advancement over the past few years, increasingly requiring the use of neuroimaging for decision-making. In this review, we offer an insight into the recent developments and applications of ML in neuroimaging focusing on acute ischemic stroke.",2018,72,61,1,True,Medicine,47150922,H. Kamal,2061878276.0,V. Lopez,31965568.0,S. Sheth,,,,,,,,,,,,,,,,,,,,,
6241702ad6c469b1e347a018ec191b0c31eef4a5,https://www.semanticscholar.org/paper/6241702ad6c469b1e347a018ec191b0c31eef4a5,A case for machine learning to optimize multicore performance,"Multicore architectures have become so complex and diverse that there is no obvious path to achieving good performance. Hundreds of code transformations, compiler flags, architectural features and optimization parameters result in a search space that can take many machinemonths to explore exhaustively. Inspired by successes in the systems community, we apply state-of-the-art machine learning techniques to explore this space more intelligently. On 7-point and 27-point stencil code, our technique takes about two hours to discover a configuration whose performance is within 1% of and up to 18% better than that achieved by a human expert. This factor of 2000 speedup over manual exploration of the auto-tuning parameter space enables us to explore optimizations that were previously off-limits. We believe the opportunity for using machine learning in multicore autotuning is even more promising than the successes to date in the systems literature.",2009,18,99,4,False,Computer Science,1701816,A. Ganapathi,49589461.0,K. Datta,2057888081.0,Armando Fox,2052997025.0,David A. Patterson,,,,,,,,,,,,,,,,,,,
817f5e02d30195305e8e7f9f7e036152b48faf53,https://www.semanticscholar.org/paper/817f5e02d30195305e8e7f9f7e036152b48faf53,Evaluating Late Blight Severity in Potato Crops Using Unmanned Aerial Vehicles and Machine Learning Algorithms,"This work presents quantitative prediction of severity of the disease caused by Phytophthora infestans in potato crops using machine learning algorithms such as multilayer perceptron, deep learning convolutional neural networks, support vector regression, and random forests. The machine learning algorithms are trained using datasets extracted from multispectral data captured at the canopy level with an unmanned aerial vehicle, carrying an inexpensive digital camera. The results indicate that deep learning convolutional neural networks, random forests and multilayer perceptron using band differences can predict the level of Phytophthora infestans affectation on potato crops with acceptable accuracy.",2018,39,60,4,True,Computer Science,1397244014,J. Duarte-Carvajalino,2064606609.0,Diego F. Alzate,144909163.0,Andrés A. Ramirez,1423439241.0,Juan D. Santa-Sepulveda,1423438724.0,Alexandra E. Fajardo-Rojas,1490706353.0,Mauricio Soto-Suárez,,,,,Geology,,,,,,,,,,
3dac0f361aa02435c39ba5a0b7d33543d4195145,https://www.semanticscholar.org/paper/3dac0f361aa02435c39ba5a0b7d33543d4195145,Designing Anticancer Peptides by Constructive Machine Learning,Constructive (generative) machine learning enables the automated generation of novel chemical structures without the need for explicit molecular design rules. This study presents the experimental application of such a deep machine learning model to design membranolytic anticancer peptides (ACPs) de novo. A recurrent neural network with long short‐term memory cells was trained on α‐helical cationic amphipathic peptide sequences and then fine‐tuned with 26 known ACPs by transfer learning. This optimized model was used to generate unique and novel amino acid sequences. Twelve of the peptides were synthesized and tested for their activity on MCF7 human breast adenocarcinoma cells and selectivity against human erythrocytes. Ten of these peptides were active against cancer cells. Six of the active peptides killed MCF7 cancer cells without affecting human erythrocytes with at least threefold selectivity. These results advocate constructive machine learning for the automated design of peptides with desired biological activities.,2018,18,53,3,False,Medicine,3674456,F. Grisoni,46703885.0,Claudia S Neuhaus,8760576.0,G. Gabernet,35276897.0,A. T. Müller,40008184.0,J. A. Hiss,144522872.0,G. Schneider,,,,,Computer Science,,,,,,,,,,
334c32286f3af8cfbce4dc4bed8e110dd91826cb,https://www.semanticscholar.org/paper/334c32286f3af8cfbce4dc4bed8e110dd91826cb,Bond Risk Premia with Machine Learning,"We show that machine learning methods, in particular extreme trees and neural networks (NNs), provide strong statistical evidence in favor of bond return predictability. NN forecasts based on macroeconomic and yield information translate into economic gains that are larger than those obtained using yields alone. Interestingly, the nature of unspanned factors changes along the yield curve: stock and labor market related variables are more relevant for short-term maturities, whereas output and income variables matter more for longer maturities. Finally, NN forecasts correlate with proxies for time-varying risk aversion and uncertainty, lending support to models featuring both of these channels.",2020,155,61,7,True,Economics,146467911,Daniele Bianchi,48556577.0,M. Büchner,2468965.0,A. Tamoni,,,,,,,,,,,,,,,,,,,,,
ee71c6bc5c5102e68eee86795b3cea35a83a1e22,https://www.semanticscholar.org/paper/ee71c6bc5c5102e68eee86795b3cea35a83a1e22,Search Engines that Learn from Implicit Feedback,"Search-engine logs provide a wealth of information that machine-learning techniques can harness to improve search quality. With proper interpretations that avoid inherent biases, a search engine can use training data extracted from the logs to automatically tailor ranking functions to a particular user group or collection.",2007,13,195,12,False,Computer Science,1680188,T. Joachims,1803571.0,Filip Radlinski,,,,,,,,,,,,,,,,,,,,,,,
5507dc32b368c8afd3b9507e9b5888da7bd7d7cd,https://www.semanticscholar.org/paper/5507dc32b368c8afd3b9507e9b5888da7bd7d7cd,Sequence-to-Sequence Learning as Beam-Search Optimization,"Sequence-to-Sequence (seq2seq) modeling has rapidly become an important general-purpose NLP tool that has proven effective for many text-generation and sequence-labeling tasks. Seq2seq builds on deep neural language modeling and inherits its remarkable accuracy in estimating local, next-word distributions. In this work, we introduce a model and beam-search training scheme, based on the work of Daume III and Marcu (2005), that extends seq2seq to learn global sequence scores. This structured approach avoids classical biases associated with local training and unifies the training loss with the test-time usage, while preserving the proven model architecture of seq2seq and its efficient training approach. We show that our system outperforms a highly-optimized attention-based seq2seq system and other baselines on three different sequence to sequence tasks: word ordering, parsing, and machine translation.",2016,46,493,36,True,Computer Science,2844243,Sam Wiseman,2531268.0,Alexander M. Rush,,,,,,,,,,,,,Mathematics,,,,,,,,,,
fd5f4d69d60372ea8c16ee185a7bd66abeb5d9f0,https://www.semanticscholar.org/paper/fd5f4d69d60372ea8c16ee185a7bd66abeb5d9f0,"Disjunctions of Conjunctions, Cognitive Simplicity, and Consideration Sets","The authors test methods, based on cognitively simple decision rules, that predict which products consumers select for their consideration sets. Drawing on qualitative research, the authors propose disjunctions-of-conjunctions (DOC) decision rules that generalize well-studied decision models, such as disjunctive, conjunctive, lexicographic, and subset conjunctive rules. They propose two machine-learning methods to estimate cognitively simple DOC rules. They observe consumers' consideration sets for global positioning systems for both calibration and validation data. They compare the proposed methods with both machine-learning and hierarchical Bayes methods, each based on five extant compensatory and noncompensatory rules. For the validation data, the cognitively simple DOC-based methods predict better than the ten benchmark methods on an information theoretic measure and on hit rates. The results are robust with respect to format by which consideration is measured, sample, and presentation of profiles. The article closes with an illustration of how DOC-based rules can affect managerial decisions.",2010,89,160,10,False,Mathematics,2344635,J. Hauser,3089062.0,Olivier Toubia,1801089.0,T. Evgeniou,103227759.0,R. Befurt,2530415.0,Daria Dzyabura,,,,,,,,,,,,,,,,,
8fd58293e18a43fa97746bf3cd1273641054084b,https://www.semanticscholar.org/paper/8fd58293e18a43fa97746bf3cd1273641054084b,A Machine Learning Framework to Identify Students at Risk of Adverse Academic Outcomes,"Many school districts have developed successful intervention programs to help students graduate high school on time. However, identifying and prioritizing students who need those interventions the most remains challenging. This paper describes a machine learning framework to identify such students, discusses features that are useful for this task, applies several classification algorithms, and evaluates them using metrics important to school administrators. To help test this framework and make it practically useful, we partnered with two U.S. school districts with a combined enrollment of approximately 200,000 students. We together designed several evaluation metrics to assess the goodness of machine learning algorithms from an educator's perspective. This paper focuses on students at risk of not finishing high school on time, but our framework lays a strong foundation for future work on other adverse academic outcomes.",2015,36,123,6,False,Computer Science,1892673,Himabindu Lakkaraju,49112220.0,E. Aguiar,1393011928.0,Carl Shan,152724738.0,David I Miller,2067076804.0,Nasir Bhanpuri,1791498.0,R. Ghani,36990335.0,Kecia L. Addison,,,,,,,,,,,,,
3ee6334ccf788cab8469295a8b143390e90d247c,https://www.semanticscholar.org/paper/3ee6334ccf788cab8469295a8b143390e90d247c,Pattern Classification Using Ensemble Methods,"Researchers from various disciplines such as pattern recognition, statistics, and machine learning have explored the use of ensemble methodology since the late seventies. Thus, they are faced with a wide variety of methods, given the growing interest in the field. This book aims to impose a degree of order upon this diversity by presenting a coherent and unified repository of ensemble methods, theories, trends, challenges and applications. The book describes in detail the classical methods, as well as the extensions and novel approaches developed recently. Along with algorithmic descriptions of each method, it also explains the circumstances in which this method is applicable and the consequences and the trade-offs incurred by using the method.",2009,0,258,21,False,Computer Science,1732091,L. Rokach,,,,,,,,,,,,,,,,,,,,,,,,,
33656048f1eb1ffcc08739368102ee46f69a86d7,https://www.semanticscholar.org/paper/33656048f1eb1ffcc08739368102ee46f69a86d7,Predicting Software Anomalies Using Machine Learning Techniques,"In this paper, we present a detailed evaluation of a set of well-known Machine Learning classifiers in front of dynamic and non-deterministic software anomalies. The system state prediction is based on monitoring system metrics. This allows software proactive rejuvenation to be triggered automatically. Random Forest approach achieves validation errors less than 1% in comparison to the well-known ML algorithms under a valuation. In order to reduce automatically the number of monitored parameters, needed to predict software anomalies, we analyze Lasso Regularization technique jointly with the Machine Learning classifiers to evaluate how the prediction accuracy could be guaranteed within an acceptable threshold. This allows to reduce drastically (around 60% in the best case) the number of monitoring parameters. The framework, based on ML and Lasso regularization techniques, has been validated using an ecommerce environment with Apache Tomcat server, and MySql database server.",2011,27,59,2,True,Computer Science,2072641308,Javier Alonso,1692333.0,L. B. Muñoz,1795485.0,D. Avresky,,,,,,,,,,,,,,,,,,,,,
d997919c30fa6711bc5c25cf8c8aea34fac27b91,https://www.semanticscholar.org/paper/d997919c30fa6711bc5c25cf8c8aea34fac27b91,OpenFace: An open source facial behavior analysis toolkit,"Over the past few years, there has been an increased interest in automatic facial behavior analysis and understanding. We present OpenFace - an open source tool intended for computer vision and machine learning researchers, affective computing community and people interested in building interactive applications based on facial behavior analysis. OpenFace is the first open source tool capable of facial landmark detection, head pose estimation, facial action unit recognition, and eye-gaze estimation. The computer vision algorithms which represent the core of OpenFace demonstrate state-of-the-art results in all of the above mentioned tasks. Furthermore, our tool is capable of real-time performance and is able to run from a simple webcam without any specialist hardware. Finally, OpenFace allows for easy integration with other applications and devices through a lightweight messaging system.",2016,80,1025,157,True,Computer Science,1756344,T. Baltrušaitis,2149814967.0,P. Robinson,49933077.0,Louis-Philippe Morency,,,,,,,,,,,,,,,,,,,,,
1d8465c3f5aee1b7a790f6eeb44637343861ba47,https://www.semanticscholar.org/paper/1d8465c3f5aee1b7a790f6eeb44637343861ba47,Towards Machine Learning-Based Auto-tuning of MapReduce,"MapReduce, which is the de facto programming model for large-scale distributed data processing, and its most popular implementation Hadoop have enjoyed widespread adoption in industry during the past few years. Unfortunately, from a performance point of view getting the most out of Hadoop is still a big challenge due to the large number of configuration parameters. Currently these parameters are tuned manually by trial and error, which is ineffective due to the large parameter space and the complex interactions among the parameters. Even worse, the parameters have to be re-tuned for different MapReduce applications and clusters. To make the parameter tuning process more effective, in this paper we explore machine learning-based performance models that we use to auto-tune the configuration parameters. To this end, we first evaluate several machine learning models with diverse MapReduce applications and cluster configurations, and we show that support vector regression model (SVR) has good accuracy and is also computationally efficient. We further assess our auto-tuning approach, which uses the SVR performance model, against the Starfish auto tuner, which uses a cost-based performance model. Our findings reveal that our auto-tuning approach can provide comparable or in some cases better performance improvements than Starfish with a smaller number of parameters. Finally, we propose and discuss a complete and practical end-to-end auto-tuning flow that combines our machine learning-based performance models with smart search algorithms for the effective training of the models and the effective exploration of the parameter space.",2013,20,94,9,False,Computer Science,3160525,N. Yigitbasi,2999876.0,Theodore L. Willke,2750402.0,Guangdeng Liao,1776848.0,D. Epema,,,,,,,,,,,,,,,,,,,
600be3dde18d1059c6b56170bd04ee65ce79a848,https://www.semanticscholar.org/paper/600be3dde18d1059c6b56170bd04ee65ce79a848,"Lookahead Optimizer: k steps forward, 1 step back","The vast majority of successful deep neural networks are trained using variants of stochastic gradient descent (SGD) algorithms. Recent attempts to improve SGD can be broadly categorized into two approaches: (1) adaptive learning rate schemes, such as AdaGrad and Adam, and (2) accelerated schemes, such as heavy-ball and Nesterov momentum. In this paper, we propose a new optimization algorithm, Lookahead, that is orthogonal to these previous approaches and iteratively updates two sets of weights. Intuitively, the algorithm chooses a search direction by looking ahead at the sequence of fast weights generated by another optimizer. We show that Lookahead improves the learning stability and lowers the variance of its inner optimizer with negligible computation and memory cost. We empirically demonstrate Lookahead can significantly improve the performance of SGD and Adam, even with their default hyperparameter settings on ImageNet, CIFAR-10/100, neural machine translation, and Penn Treebank.",2019,51,450,69,False,Computer Science,50495487,Michael Ruogu Zhang,145202377.0,James Lucas,1695689.0,Geoffrey E. Hinton,2503659.0,Jimmy Ba,,,,,,,,,Mathematics,,,,,,,,,,
