paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,fieldsOfStudy/1,authors/2/authorId,authors/2/name,fieldsOfStudy/2,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name
6ad5f1d88534715051c6aba7436d60bdf65337e8,https://www.semanticscholar.org/paper/6ad5f1d88534715051c6aba7436d60bdf65337e8,"Adversarial Attacks and Defenses in Images, Graphs and Text: A Review",,2019,265,331,16,true,Computer Science,2018756699,Han Xu,47009435,Yao Ma,Mathematics,66442354,Haochen Liu,,9250292,Debayan Deb,2146672392,Hui Liu,1736632,Jiliang Tang,1739705,Anil K. Jain,,,,,,,,,,,,,,,,,,,,
edf05ab8731a2a6fb0fff2c48f940a8fecd1dcbe,https://www.semanticscholar.org/paper/edf05ab8731a2a6fb0fff2c48f940a8fecd1dcbe,The role of deep learning and radiomic feature extraction in cancer-specific predictive modelling: a review,"This paper reviews objective methods for prognostic modelling of cancer tumours located within radiology images, a process known as radiomics. Radiomics is a novel feature transformation method for detecting clinically relevant features from radiological imaging data that are difficult for the human eye to perceive. To facilitate the detection machine learning and deep learning methods are increasingly investigated with the aim of improving patient diagnosis, treatment options and outcomes. A review of the relevant works in the expanding field of radiomics for survival prediction from cancer is provided. Research works outside the field of radiomics which define techniques that may be of future use to improve feature extraction and analysis are also reviewed. Radiomics is a rapidly advancing field of clinical image analysis with a vast potential for supporting decision making involved in the diagnosis and treatment of cancer. The realisation of this goal of more effective decision making requires significant individual and integrated expertise from domain experts in medicine, biology and computer science to allow advances in computer vision and machine learning techniques to be applied effectively. Deep learning combined with machine learning has the potential to advance the field of radiomics significantly in the years to come, provided that mechanisms for data sharing or distributed learning are established to increase the availability of data across all patient and tumour types.",2018,79,83,1,false,,35686882,Alanna Vial,1731044,D. Stirling,,50783376,M. Field,,145270172,M. Ros,46294301,C. Ritz,4422042,M. Carolan,14056368,L. Holloway,46524888,Andrew Miller,,,,,,,,,,,,,,,,,,
4a67b77caf926ed29f5164974c17c9ac69e9cd53,https://www.semanticscholar.org/paper/4a67b77caf926ed29f5164974c17c9ac69e9cd53,Logistic regression for data mining and high-dimensional classification,"The focus of this thesis is fast and robust adaptations of logistic regression (LR) for data mining and high-dimensional classification problems. LR is well-understood and widely used in the statistics, machine learning, and data analysis communities. Its benefits include a firm statistical foundation and a probabilistic model useful for “explaining” the data. There is a perception that LR is slow, unstable, and unsuitable for large learning or classification tasks. Through fast approximate numerical methods, regularization to avoid numerical instability, and an efficient implementation we will show that LR can outperform modern algorithms like Support Vector Machines (SVM) on a variety of learning tasks. Our novel implementation, which uses a modified iteratively re-weighted least squares estimation procedure, can compute model parameters for sparse binary datasets with hundreds of thousands of rows and attributes, and millions or tens of millions of nonzero elements in just a few seconds. Our implementation also handles real-valued dense datasets of similar size.",2004,52,107,6,false,Computer Science,1760402,A. Moore,2094435396,Paul Komarek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ff05289ee7a8faef6c0177a968787b0ef04f1de,https://www.semanticscholar.org/paper/5ff05289ee7a8faef6c0177a968787b0ef04f1de,Information gain and divergence-based feature selection for machine learning-based text categorization,,2006,15,335,8,false,Computer Science,2109433613,Changki Lee,2167149040,G. G. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45237a82a831ae898ad273bb615ead2068f2c61d,https://www.semanticscholar.org/paper/45237a82a831ae898ad273bb615ead2068f2c61d,Optimal quantum learning of a unitary transformation,"We address the problem of learning an unknown unitary transformation from a finite number of examples. The problem consists in finding the learning machine that optimally emulates the examples, thus reproducing the unknown unitary with maximum fidelity. Learning a unitary is equivalent to storing it in the state of a quantum memory (the memory of the learning machine) and subsequently retrieving it. We prove that, whenever the unknown unitary is drawn from a group, the optimal strategy consists in a parallel call of the available uses followed by a 'measure-and-rotate' retrieving. Differing from the case of quantum cloning, where the incoherent 'measure-and-prepare' strategies are typically suboptimal, in the case of learning the 'measure-and-rotate' strategy is optimal even when the learning machine is asked to reproduce a single copy of the unknown unitary. We finally address the problem of the optimal inversion of an unknown unitary evolution, showing also in this case the optimality of the 'measure-and-rotate' strategies and applying our result to the optimal approximate realignment of reference frames for quantum communication.",2009,8,91,4,true,Physics,50534336,A. Bisio,2130499,G. Chiribella,,152238093,G. D’Ariano,,39660784,S. Facchini,2424822,P. Perinotti,,,,,,,,,,,,,,,,,,,,,,,,
86006acb8650fe9c2a2b056e5271d9b525e09c3c,https://www.semanticscholar.org/paper/86006acb8650fe9c2a2b056e5271d9b525e09c3c,Artificial Intelligence's White Guy Problem,"According to some prominent voices in the tech world, artificial intelligence presents a looming existential threat to humanity: Warnings by luminaries like Elon Musk and Nick Bostrom about “the singularity” – when machines become smarter than humans – have attracted millions of dollars and spawned a multitude of conferences. But this hand-wringing is a distraction from the very real problems with artificial intelligence today, which may already be exacerbating inequality in the workplace, at home and in our legal and judicial systems. Sexism, racism and other forms of discrimination are being built into the machine-learning algorithms that underlie the technology behind many “intelligent” systems that shape how we are categorized and advertised to.",2016,0,161,6,false,Sociology,48024382,K. Crawford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b824cf1cf8cb35383aead5699ed4c25a5d1d81ce,https://www.semanticscholar.org/paper/b824cf1cf8cb35383aead5699ed4c25a5d1d81ce,Myths and Legends in Learning Classification Rules,"This paper is a discussion of machine learning theory on empirically learning classification rules. The paper proposes six myths in the machine learning community that address issues of bias, learning as search, computational learning theory, Occam's razor, ""universal"" learning algorithms, and interactive learning. Some of the problems raised are also addressed from a Bayesian perspective. The paper concludes by suggesting questions that machine learning researchers should be addressing both theoretically and experimentally.",1990,40,38,1,false,Computer Science,70219052,Wray L. Buntine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89502392cf1e27abbb0a8bf07b1c773c80cb45a4,https://www.semanticscholar.org/paper/89502392cf1e27abbb0a8bf07b1c773c80cb45a4,Review of Machine Learning Algorithms for Diagnosing Mental Illness,"Objective Enhanced technology in computer and internet has driven scale and quality of data to be improved in various areas including healthcare sectors. Machine Learning (ML) has played a pivotal role in efficiently analyzing those big data, but a general misunderstanding of ML algorithms still exists in applying them (e.g., ML techniques can settle a problem of small sample size, or deep learning is the ML algorithm). This paper reviewed the research of diagnosing mental illness using ML algorithm and suggests how ML techniques can be employed and worked in practice. Methods Researches about mental illness diagnostic using ML techniques were carefully reviewed. Five traditional ML algorithms-Support Vector Machines (SVM), Gradient Boosting Machine (GBM), Random Forest, Naïve Bayes, and K-Nearest Neighborhood (KNN)-frequently used for mental health area researches were systematically organized and summarized. Results Based on literature review, it turned out that Support Vector Machines (SVM), Gradient Boosting Machine (GBM), Random Forest, Naïve Bayes, and K-Nearest Neighborhood (KNN) were frequently employed in mental health area, but many researchers did not clarify the reason for using their ML algorithm though every ML algorithm has its own advantages. In addition, there were several studies to apply ML algorithms without fully understanding the data characteristics. Conclusion Researchers using ML algorithms should be aware of the properties of their ML algorithms and the limitation of the results they obtained under restricted data conditions. This paper provides useful information of the properties and limitation of each ML algorithm in the practice of mental health.",2019,62,67,1,true,Medicine,34503922,Gyeongcheol Cho,49841374,Jinyeong Yim,Computer Science,49146959,Younyoung Choi,,2072691828,Jungmin Ko,2108114186,Seoung-Hwan Lee,,,,,,,,,,,,,,,,,,,,,,,,
547e66a4eca3ef3ae832b477bd6c40146203b6e3,https://www.semanticscholar.org/paper/547e66a4eca3ef3ae832b477bd6c40146203b6e3,Don't be SCAREd: use SCalable Automatic REpairing with maximal likelihood and bounded changes,"Various computational procedures or constraint-based methods for data repairing have been proposed over the last decades to identify errors and, when possible, correct them. However, these approaches have several limitations including the scalability and quality of the values to be used in replacement of the errors. In this paper, we propose a new data repairing approach that is based on maximizing the likelihood of replacement data given the data distribution, which can be modeled using statistical machine learning techniques. This is a novel approach combining machine learning and likelihood methods for cleaning dirty databases by value modification. We develop a quality measure of the repairing updates based on the likelihood benefit and the amount of changes applied to the database. We propose SCARE (SCalable Automatic REpairing), a systematic scalable framework that follows our approach. SCARE relies on a robust mechanism for horizontal data partitioning and a combination of machine learning techniques to predict the set of possible updates. Due to data partitioning, several updates can be predicted for a single record based on local views on each data partition. Therefore, we propose a mechanism to combine the local predictions and obtain accurate final predictions. Finally, we experimentally demonstrate the effectiveness, efficiency, and scalability of our approach on real-world datasets in comparison to recent data cleaning approaches.",2013,26,125,15,false,Computer Science,6378303,M. Yakout,1403176402,Laure Berti-Équille,,145188857,A. Elmagarmid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5eeee17d51e7f545b857f79b6f01b14efe54ab7,https://www.semanticscholar.org/paper/b5eeee17d51e7f545b857f79b6f01b14efe54ab7,Machine Learning Techniques for Heart Disease Datasets: A Survey,"Heart Failure (HF) has been proven one of the leading causes of death that is why an accurate and timely prediction of HF risks is extremely essential. Clinical methods, for instance, angiography is the best and most effective way of diagnosing HF, however, studies show that it is not only costly but has side effects as well. Lately, machine learning techniques have been used for the stated purpose. This survey paper aims to present a systematic literature review based on 35 journal articles published since 2012, where state of the art machine learning classification techniques have been implemented on heart disease datasets. This study critically analyzes the selected papers and finds gaps in the existing literature and is assistive for researchers who intend to apply machine learning in medical domains, particularly on heart disease datasets. The survey finds out that the most popular classification techniques are Support Vector Machine, Neural Networks, and ensemble classifiers.",2019,40,21,0,false,Computer Science,2092981243,Younas Khan,3131508,Usman Qamar,,31871525,Nazish Yousaf,,35957645,Aimal Khan,,,,,,,,,,,,,,,,,,,,,,,,,,
bac4daa0d7bc5ed9506cb7480dccd303fd6b797e,https://www.semanticscholar.org/paper/bac4daa0d7bc5ed9506cb7480dccd303fd6b797e,On Symplectic Optimization,"Accelerated gradient methods have had significant impact in machine learning -- in particular the theoretical side of machine learning -- due to their ability to achieve oracle lower bounds. But their heuristic construction has hindered their full integration into the practical machine-learning algorithmic toolbox, and has limited their scope. In this paper we build on recent work which casts acceleration as a phenomenon best explained in continuous time, and we augment that picture by providing a systematic methodology for converting continuous-time dynamics into discrete-time algorithms while retaining oracle rates. Our framework is based on ideas from Hamiltonian dynamical systems and symplectic integration. These ideas have had major impact in many areas in applied mathematics, but have not yet been seen to have a relationship with optimization.",2018,13,75,11,false,Mathematics,144227038,M. Betancourt,1694621,Michael I. Jordan,,144102853,Ashia C. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d05a2a8e5b179407de8e4c2507bced8bc99eaed,https://www.semanticscholar.org/paper/6d05a2a8e5b179407de8e4c2507bced8bc99eaed,"Ian Goodfellow, Yoshua Bengio, and Aaron Courville: Deep learning",,2017,0,150,3,true,Computer Science,3150244,Jeff Heaton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533d0a70fcf2c0fa07dfb7dcce6b7ff3e1fb650b,https://www.semanticscholar.org/paper/533d0a70fcf2c0fa07dfb7dcce6b7ff3e1fb650b,A comprehensive assessment of sequence-based and template-based methods for protein contact prediction,"MOTIVATION
Pair-wise residue-residue contacts in proteins can be predicted from both threading templates and sequence-based machine learning. However, most structure modeling approaches only use the template-based contact predictions in guiding the simulations; this is partly because the sequence-based contact predictions are usually considered to be less accurate than that by threading. With the rapid progress in sequence databases and machine-learning techniques, it is necessary to have a detailed and comprehensive assessment of the contact-prediction methods in different template conditions.


RESULTS
We develop two methods for protein-contact predictions: SVM-SEQ is a sequence-based machine learning approach which trains a variety of sequence-derived features on contact maps; SVM-LOMETS collects consensus contact predictions from multiple threading templates. We test both methods on the same set of 554 proteins which are categorized into 'Easy', 'Medium', 'Hard' and 'Very Hard' targets based on the evolutionary and structural distance between templates and targets. For the Easy and Medium targets, SVM-LOMETS obviously outperforms SVM-SEQ; but for the Hard and Very Hard targets, the accuracy of the SVM-SEQ predictions is higher than that of SVM-LOMETS by 12-25%. If we combine the SVM-SEQ and SVM-LOMETS predictions together, the total number of correctly predicted contacts in the Hard proteins will increase by more than 60% (or 70% for the long-range contact with a sequence separation > or =24), compared with SVM-LOMETS alone. The advantage of SVM-SEQ is also shown in the CASP7 free modeling targets where the SVM-SEQ is around four times more accurate than SVM-LOMETS in the long-range contact prediction. These data demonstrate that the state-of-the-art sequence-based contact prediction has reached a level which may be helpful in assisting tertiary structure modeling for the targets which do not have close structure templates. The maximum yield should be obtained by the combination of both sequence- and template-based predictions.",2008,51,190,19,true,Computer Science,47403471,Sitao Wu,41071620,Yang Zhang,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ad4b0aad55a5fe1213ed77d9cc8c1f282a4d43d,https://www.semanticscholar.org/paper/6ad4b0aad55a5fe1213ed77d9cc8c1f282a4d43d,A one-layer recurrent neural network for support vector machine learning,"This paper presents a one-layer recurrent neural network for support vector machine (SVM) learning in pattern classification and regression. The SVM learning problem is first converted into an equivalent formulation, and then a one-layer recurrent neural network for SVM learning is proposed. The proposed neural network is guaranteed to obtain the optimal solution of support vector classification and regression. Compared with the existing two-layer neural network for the SVM classification, the proposed neural network has a low complexity for implementation. Moreover, the proposed neural network can converge exponentially to the optimal solution of SVM learning. The rate of the exponential convergence can be made arbitrarily high by simply turning up a scaling parameter. Simulation examples based on benchmark problems are discussed to show the good performance of the proposed neural network for SVM learning.",2004,31,91,6,false,Computer Science,144251022,Youshen Xia,48093899,Jun Wang,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5352b7ca90cbe4938f8e71a25d49517e7f94670a,https://www.semanticscholar.org/paper/5352b7ca90cbe4938f8e71a25d49517e7f94670a,Scalable stacking and learning for building deep architectures,"Deep Neural Networks (DNNs) have shown remarkable success in pattern recognition tasks. However, parallelizing DNN training across computers has been difficult. We present the Deep Stacking Network (DSN), which overcomes the problem of parallelizing learning algorithms for deep architectures. The DSN provides a method of stacking simple processing modules in buiding deep architectures, with a convex learning problem in each module. Additional fine tuning further improves the DSN, while introducing minor non-convexity. Full learning in the DSN is batch-mode, making it amenable to parallel training over many machines and thus be scalable over the potentially huge size of the training data. Experimental results on both the MNIST (image) and TIMIT (speech) classification tasks demonstrate that the DSN learning algorithm developed in this work is not only parallelizable in implementation but it also attains higher classification accuracy than the DNN.",2012,16,199,15,false,Computer Science,144718788,L. Deng,144580027,Dong Yu,,144189092,John C. Platt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ff3e8723fb61897de585402fe7a3cd3a5dbed5c,https://www.semanticscholar.org/paper/4ff3e8723fb61897de585402fe7a3cd3a5dbed5c,Machine Learning for Dialog State Tracking: A Review,"Spoken dialog systems help users achieve a task using natural language. Noisy speech recognition and ambiguity in natural language motivate statistical approaches that model distributions over the user’s goal at every step in the dialog. The task of tracking these distributions, termed Dialog State Tracking, is therefore an essential component of any spoken dialog system. In recent years, the Dialog State Tracking Challenges have provided a common testbed and evaluation framework for this task, as well as labeled dialog data. As a result, a variety of machine-learned methods have been successfully applied to Dialog State Tracking. This paper reviews the machine-learning techniques that have been adapted to Dialog State Tracking, and gives an overview of published evaluations. Discriminative machine-learned methods outperform generative and rule-based methods, the previous state-of-the-art.",2015,47,74,5,false,Computer Science,145133553,Matthew Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dfbbf9ae314de7589affe52f390665e425ec5a7c,https://www.semanticscholar.org/paper/dfbbf9ae314de7589affe52f390665e425ec5a7c,Connectomic reconstruction of the inner plexiform layer in the mouse retina,,2013,54,849,63,false,Medicine,2495450,M. Helmstaedter,1997979,K. Briggman,Biology,3178417,Srinivas C. Turaga,,35086944,Viren Jain,144924970,H. Seung,144922222,W. Denk,,,,,,,,,,,,,,,,,,,,,,
5773640ff1eb454fe2f234f4ea0ca286c0790c8b,https://www.semanticscholar.org/paper/5773640ff1eb454fe2f234f4ea0ca286c0790c8b,Intelligible Support Vector Machines for Diagnosis of Diabetes Mellitus,"Diabetes mellitus is a chronic disease and a major public health challenge worldwide. According to the International Diabetes Federation, there are currently 246 million diabetic people worldwide, and this number is expected to rise to 380 million by 2025. Furthermore, 3.8 million deaths are attributable to diabetes complications each year. It has been shown that 80% of type 2 diabetes complications can be prevented or delayed by early identification of people at risk. In this context, several data mining and machine learning methods have been used for the diagnosis, prognosis, and management of diabetes. In this paper, we propose utilizing support vector machines (SVMs) for the diagnosis of diabetes. In particular, we use an additional explanation module, which turns the “black box” model of an SVM into an intelligible representation of the SVM's diagnostic (classification) decision. Results on a real-life diabetes dataset show that intelligible SVMs provide a promising tool for the prediction of diabetes, where a comprehensible ruleset have been generated, with prediction accuracy of 94%, sensitivity of 93%, and specificity of 94%. Furthermore, the extracted rules are medically sound and agree with the outcome of relevant medical studies.",2010,51,314,8,false,Medicine,2950480,N. Barakat,1720617,A. Bradley,Computer Science,143936338,M. N. Barakat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f33d5692f2305f108d2d9a35e558a441529949b5,https://www.semanticscholar.org/paper/f33d5692f2305f108d2d9a35e558a441529949b5,Developing an intelligent data discriminating system of anti-money laundering based on SVM,"Statistical learning theory (SLT) is introduced to improve the embarrassments of anti-money laundering (AML) intelligence collection. A set of unusual behavior detection algorithm is presented in this paper based on support vector machine (SVM) in order to take the place of traditional predefined-rule suspicious transaction data filtering system. It could efficiently surmount the worst forms of suspicious data analyzing and reporting mechanism among bank branches including enormous data volume, dimensionality disorder with massive variances and feature overload.",2005,6,78,3,false,Computer Science,2112533630,Jun Tang,2111612292,Jian Yin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f67bf181af235e5fb8cba7901cb49c504c26323,https://www.semanticscholar.org/paper/4f67bf181af235e5fb8cba7901cb49c504c26323,Practical Machine Learning with Python,,2018,5,51,4,true,Computer Science,10801326,Dipanjan Sarkar,23110589,Raghav Bali,,50847845,Tushar Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d52299fef8da2fdb26ffa2b9ee9fa7a8ed918e5,https://www.semanticscholar.org/paper/1d52299fef8da2fdb26ffa2b9ee9fa7a8ed918e5,Universal learning technology : Support vector machines,"This paper describes the Support Vector Machine (SVM) technology, its relation to the main ideas of Statistical Learning Theory, and shows a universal nature of SVMs. It also contains examples that show a high level of generalization ability of SVMs.",2005,5,63,2,false,Computer Science,50560492,V. Vapnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26c7faa28ab1622b32826b1ece2ac8585be6338d,https://www.semanticscholar.org/paper/26c7faa28ab1622b32826b1ece2ac8585be6338d,Sentiment Analysis on Product Reviews Using Machine Learning Techniques,,2018,13,71,6,false,Computer Science,51294299,Rajkumar S. Jagdale,51286342,Vishal S. Shirsat,,35255645,S. Deshmukh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f492e48796bcdd9a37763a563f2230a9654603cc,https://www.semanticscholar.org/paper/f492e48796bcdd9a37763a563f2230a9654603cc,Rasa: Open Source Language Understanding and Dialogue Management,"We introduce a pair of tools, Rasa NLU and Rasa Core, which are open source python libraries for building conversational software. Their purpose is to make machine-learning based dialogue management and language understanding accessible to non-specialist software developers. In terms of design philosophy, we aim for ease of use, and bootstrapping from minimal (or no) initial training data. Both packages are extensively documented and ship with a comprehensive suite of tests. The code is available at this https URL",2017,14,228,45,false,Computer Science,8719864,Tom Bocklisch,147062331,Joe Faulkner,,39034356,Nick Pawlowski,,2058816675,Alan Nichol,,,,,,,,,,,,,,,,,,,,,,,,,,
31928cfa3a33c905af6807623b9af6a3d5a01e8a,https://www.semanticscholar.org/paper/31928cfa3a33c905af6807623b9af6a3d5a01e8a,Trials and tribulations of developers of intelligent systems: A field study,"Intelligent systems are gaining in popularity and receiving increased media attention, but little is known about how people actually go about developing them. In this paper, we attempt to fill this gap through a set of field interviews that investigate how people develop intelligent systems that incorporate machine learning algorithms. The developers we interviewed were experienced at working with machine learning algorithms and dealing with the large amounts of data needed to develop intelligent systems. Despite their level of experience, we learned that they struggle to establish a repeatable process. They described problems with each step of the processes they perform, as well as cross-cutting issues that pervade multiple steps of their processes. The unique difficulties that developers like these face seem to point to a need for software engineering advances that address such machine learning systems, and we conclude by discussing this need and some of its implications.",2016,32,75,6,false,Computer Science,146376003,Charles Hill,143725437,R. Bellamy,,144694958,T. Erickson,,1737204,M. Burnett,,,,,,,,,,,,,,,,,,,,,,,,,,
633664376ffadc1396d86e476925121ac3d4cf86,https://www.semanticscholar.org/paper/633664376ffadc1396d86e476925121ac3d4cf86,Learning message-passing inference machines for structured prediction,"Nearly every structured prediction problem in computer vision requires approximate inference due to large and complex dependencies among output labels. While graphical models provide a clean separation between modeling and inference, learning these models with approximate inference is not well understood. Furthermore, even if a good model is learned, predictions are often inaccurate due to approximations. In this work, instead of performing inference over a graphical model, we instead consider the inference procedure as a composition of predictors. Specifically, we focus on message-passing algorithms, such as Belief Propagation, and show how they can be viewed as procedures that sequentially predict label distributions at each node over a graph. Given labeled graphs, we can then train the sequence of predictors to output the correct labeling s. The result no longer corresponds to a graphical model but simply defines an inference procedure, with strong theoretical properties, that can be used to classify new graphs. We demonstrate the scalability and efficacy of our approach on 3D point cloud classification and 3D surface estimation from single images.",2011,24,123,4,true,Computer Science,1700433,Stéphane Ross,51505748,Daniel Munoz,,145670946,M. Hebert,,1756566,J. Bagnell,,,,,,,,,,,,,,,,,,,,,,,,,,
2ec63f43bb26b2d589cc8e8db29c44f4aa1f340c,https://www.semanticscholar.org/paper/2ec63f43bb26b2d589cc8e8db29c44f4aa1f340c,Learning in the Workplace: The Case for Reflectivity and Critical Reflectivity,"Learning in the workplace has traditionally been understood primarily in terms of behaviorism, a perspective compatible with the machine-like design of organizations when training and development emerged as a field of practice. Adult educators have not challenged the desirability of that perspective directly, although various theorists suggest its modification through greater learner participation, problem-centeredness, experience basing, and concern for different learning styles. This article raises questions about the universal valuing of behaviorism in workplace learning based on a review of trends in organizations in the post-industrial era and analysis of theorists within and outside the field who emphasize the importance of reflectivity and critical reflectivity in learning. The author then describes emerging characteristics of a new paradigm for understanding workplace learning and concludes with a discussion of its limits.",1988,18,171,15,false,Psychology,7259424,V. Marsick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46867d74b80a6da53fe70c1b8b74cc0758bfe205,https://www.semanticscholar.org/paper/46867d74b80a6da53fe70c1b8b74cc0758bfe205,MATLAB Machine Learning,,2016,0,38,1,true,Computer Science,35326824,M. Paluszek,144112799,Stephanie J. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8d0d81dbe9dd74918b62d7230b5df6343134480,https://www.semanticscholar.org/paper/d8d0d81dbe9dd74918b62d7230b5df6343134480,Imaging and machine learning techniques for diagnosis of Alzheimer’s disease,"Abstract Alzheimer’s disease (AD) is a common health problem in elderly people. There has been considerable research toward the diagnosis and early detection of this disease in the past decade. The sensitivity of biomarkers and the accuracy of the detection techniques have been defined to be the key to an accurate diagnosis. This paper presents a state-of-the-art review of the research performed on the diagnosis of AD based on imaging and machine learning techniques. Different segmentation and machine learning techniques used for the diagnosis of AD are reviewed including thresholding, supervised and unsupervised learning, probabilistic techniques, Atlas-based approaches, and fusion of different image modalities. More recent and powerful classification techniques such as the enhanced probabilistic neural network of Ahmadlou and Adeli should be investigated with the goal of improving the diagnosis accuracy. A combination of different image modalities can help improve the diagnosis accuracy rate. Research is needed on the combination of modalities to discover multi-modal biomarkers.",2016,161,69,2,false,Computer Science,3296202,G. Mirzaei,1402038422,Anahita Adeli,Medicine,1750050,H. Adeli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aefb30028e3430553b7025ef9eb02fd6f87cd7dd,https://www.semanticscholar.org/paper/aefb30028e3430553b7025ef9eb02fd6f87cd7dd,A New Approach Based on Wavelet Design and Machine Learning for Islanding Detection of Distributed Generation,"This paper presents a new approach based on wavelet design and machine learning applied to passive islanding detection of distributed generation. Procrustes analysis is used to determine the filter coefficients of a newly designed wavelet. To automate the classification process, machine learning algorithms are used to develop appropriate models. The IEEE 13-bus standard test distribution system simulated in PSCAD/EMTDC is used as a test bed to assess the performance of the proposed approach. The numerical results demonstrating the effectiveness of the proposed approach are discussed and conclusions are drawn.",2014,25,74,2,false,Engineering,1810047,Sami M. Alshareef,9089529,S. Talwar,Computer Science,1797472,W. Morsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf6c1aca36156137c5491737dd7f334f09df7357,https://www.semanticscholar.org/paper/cf6c1aca36156137c5491737dd7f334f09df7357,The three pillars of machine programming,"In this position paper, we describe our vision of the future of machine programming through a categorical examination of three pillars of research. Those pillars are: (i) intention, (ii) invention, and (iii) adaptation. Intention emphasizes advancements in the human-to-computer and computer-to-machine-learning interfaces. Invention emphasizes the creation or refinement of algorithms or core hardware and software building blocks through machine learning (ML). Adaptation emphasizes advances in the use of ML-based constructs to autonomously evolve software.",2018,104,53,1,true,Computer Science,2672873,Justin Emile Gottschlich,1389870240,Armando Solar-Lezama,,1773620,Nesime Tatbul,,1701041,Michael Carbin,1720971,M. Rinard,1741283,R. Barzilay,1709150,Saman P. Amarasinghe,1763295,J. Tenenbaum,2682150,T. Mattson,,,,,,,,,,,,,,,,
6e4ef3d214dda5d688e5d1fa6da0634a5dbfa242,https://www.semanticscholar.org/paper/6e4ef3d214dda5d688e5d1fa6da0634a5dbfa242,Minimum Class Variance Extreme Learning Machine for Human Action Recognition,"In this paper, we propose a novel method aiming at view-independent human action recognition. Action description is based on local shape and motion information appearing at spatiotemporal locations of interest in a video. Action representation involves fuzzy vector quantization, while action classification is performed by a feedforward neural network. A novel classification algorithm, called minimum class variance extreme learning machine, is proposed in order to enhance the action classification performance. The proposed method can successfully operate in situations that may appear in real application scenarios, since it does not set any assumption concerning the visual scene background and the camera view angle. Experimental results on five publicly available databases, aiming at different application scenarios, denote the effectiveness of both the adopted action recognition approach and the proposed minimum class variance extreme learning machine algorithm.",2013,52,104,5,false,Mathematics,3074923,Alexandros Iosifidis,1737071,A. Tefas,Computer Science,144064571,I. Pitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1cd61ce9ac9b63ba6ffa1f4732926d4b153aa344,https://www.semanticscholar.org/paper/1cd61ce9ac9b63ba6ffa1f4732926d4b153aa344,Exploiting Context for Biomedical Entity Recognition: From Syntax to the Web,"We describe a machine learning system for the recognition of names in biomedical texts. The system makes extensive use of local and syntactic features within the text, as well as external resources including the web and gazetteers. It achieves an F-score of 70% on the Coling 2004 NLPBA/BioNLP shared task of identifying five biomedical named entities in the GENIA corpus.",2004,13,164,19,true,Computer Science,2784228,J. Finkel,3175660,S. Dingare,,122619312,Huy Nguyen,,2742475,M. Nissim,144783904,Christopher D. Manning,5259944,Gail Sinclair,,,,,,,,,,,,,,,,,,,,,,
99869d8081e58b17565878456529344e186798ba,https://www.semanticscholar.org/paper/99869d8081e58b17565878456529344e186798ba,Machine Learning and Data Mining in Pattern Recognition,,2011,0,121,5,true,Computer Science,2833363,P. Perner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb2952189fbd6c9f003ae23bec7d7a674b598d1a,https://www.semanticscholar.org/paper/cb2952189fbd6c9f003ae23bec7d7a674b598d1a,Semi-supervised machine learning approach for DDoS detection,,2018,39,94,3,false,Computer Science,35705551,Mohamed Idhammad,2505117,K. Afdel,,35511409,Mustapha Belouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
