paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,fieldsOfStudy/1,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name,fieldsOfStudy/2
3a2e75b97eae168a790732bd7662911e4e10bdd6,https://www.semanticscholar.org/paper/3a2e75b97eae168a790732bd7662911e4e10bdd6,Joint Feature Selection and Subspace Learning,"Dimensionality reduction is a very important topic in machine learning. It can be generally classified into two categories: feature selection and subspace learning. In the past decades, many methods have been proposed for dimensionality reduction. However, most of these works study feature selection and subspace learning independently. In this paper, we present a framework for joint feature selection and subspace learning. We reformulate the subspace learning problem and use L2,1-norm on the projection matrix to achieve row-sparsity, which leads to selecting relevant features and learning transformation simultaneously. We discuss two situations of the proposed framework, and present their optimization algorithms. Experiments on benchmark face recognition data sets illustrate that the proposed framework outperforms the state of the art methods overwhelmingly.",2011,38,194,21,false,Computer Science,,9937103,Quanquan Gu,2109640666,Z. Li,145325584,Jiawei Han,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d8db61577a021981ccf58d0c5ced167674b389c,https://www.semanticscholar.org/paper/6d8db61577a021981ccf58d0c5ced167674b389c,On-Device Machine Learning: An Algorithms and Learning Theory Perspective,"The predominant paradigm for using machine learning models on a device is to train a model in the cloud and perform inference using the trained model on the device. However, with increasing number of smart devices and improved hardware, there is interest in performing model training on the device. Given this surge in interest, a comprehensive survey of the field from a device-agnostic perspective sets the stage for both understanding the state-of-the-art and for identifying open challenges and future avenues of research. However, on-device learning is an expansive field with connections to a large number of related topics in AI and machine learning (including online learning, model adaptation, one/few-shot learning, etc.). Hence, covering such a large number of topics in a single survey is impractical. This survey finds a middle ground by reformulating the problem of on-device learning as resource constrained learning where the resources are compute and memory. This reformulation allows tools, techniques, and algorithms from a wide variety of research areas to be compared equitably. In addition to summarizing the state-of-the-art, the survey also identifies a number of challenges and next steps for both the algorithmic and theoretical aspects of on-device learning.",2019,210,60,4,false,Computer Science,Mathematics,3314219,Sauptik Dhar,3245791,Junyao Guo,48211043,Jiayi Liu,2347331,S. Tripathi,2820048,Unmesh Kurup,40225085,Mohak Shah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d4b4f1ca1e7492820411fd668f09984fefe8c3e,https://www.semanticscholar.org/paper/1d4b4f1ca1e7492820411fd668f09984fefe8c3e,Visual Analytics for Explainable Deep Learning,"Recently, deep learning has been advancing the state of the art in artificial intelligence to a new level, and humans rely on artificial intelligence techniques more than ever. However, even with such unprecedented advancements, the lack of explanation regarding the decisions made by deep learning models and absence of control over their internal processes act as major drawbacks in critical decision-making processes, such as precision medicine and law enforcement. In response, efforts are being made to make deep learning interpretable and controllable by humans. This article reviews visual analytics, information visualization, and machine learning perspectives relevant to this aim, and discusses potential challenges and future research directions.",2018,18,158,10,true,Computer Science,Mathematics,1795455,J. Choo,48641970,Shixia Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicine
cfa2646776405d50533055ceb1b7f050e9014dcb,https://www.semanticscholar.org/paper/cfa2646776405d50533055ceb1b7f050e9014dcb,Semi-Supervised Recursive Autoencoders for Predicting Sentiment Distributions,"We introduce a novel machine learning framework based on recursive autoencoders for sentence-level prediction of sentiment label distributions. Our method learns vector space representations for multi-word phrases. In sentiment prediction tasks these representations outperform other state-of-the-art approaches on commonly used datasets, such as movie reviews, without using any pre-defined sentiment lexica or polarity shifting rules. We also evaluate the model's ability to predict sentiment distributions on a new dataset based on confessions from the experience project. The dataset consists of personal user stories annotated with multiple labels which, when aggregated, form a multinomial distribution that captures emotional reactions. Our algorithm can more accurately predict distributions over such labels compared to several competitive baselines.",2011,38,1288,135,false,Computer Science,,2166511,R. Socher,143845796,Jeffrey Pennington,40150953,E. Huang,34699434,A. Ng,144783904,Christopher D. Manning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5913cbd4d209311df06c7fdab7ba34b082098853,https://www.semanticscholar.org/paper/5913cbd4d209311df06c7fdab7ba34b082098853,A Comparative Study on Machine Learning Algorithms for Smart Manufacturing: Tool Wear Prediction Using Random Forests,"Manufacturers have faced an increasing need for the development of predictive models that predict mechanical failures and the remaining useful life (RUL) of manufacturing systems or components. Classical model-based or physics-based prognostics often require an in-depth physical understanding of the system of interest to develop closedform mathematical models. However, prior knowledge of system behavior is not always available, especially for complex manufacturing systems and processes. To complement model-based prognostics, data-driven methods have been increasingly applied to machinery prognostics and maintenance management, transforming legacy manufacturing systems into smart manufacturing systems with artificial intelligence. While previous research has demonstrated the effectiveness of data-driven methods, most of these prognostic methods are based on classical machine learning techniques, such as artificial neural networks (ANNs) and support vector regression (SVR). With the rapid advancement in artificial intelligence, various machine learning algorithms have been developed and widely applied in many engineering fields. The objective of this research is to introduce a random forests (RFs)-based prognostic method for tool wear prediction as well as compare the performance of RFs with feed-forward back propagation (FFBP) ANNs and SVR. Specifically, the performance of FFBP ANNs, SVR, and RFs are compared using an experimental data collected from 315 milling tests. Experimental results have shown that RFs can generate more accurate predictions than FFBP ANNs with a single hidden layer and SVR. [DOI: 10.1115/1.4036350]",2017,50,294,5,true,Engineering,,48198404,Dazhong Wu,26999030,Connor Jennings,2939300,J. Terpenny,1700762,R. Gao,1749112,S. Kumara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660ff427b97bda39a007687b777a3e1fae56be9d,https://www.semanticscholar.org/paper/660ff427b97bda39a007687b777a3e1fae56be9d,The production of prediction: What does machine learning want?,"Retail, media, finance, science, industry, security and government increasingly depend on predictions produced through techniques such as machine learning. How is it that machine learning can promise to predict with great specificity what differences matter or what people want in many different settings? We need, I suggest, an account of its generalization if we are to understand the contemporary production of prediction. This article maps the principal forms of material action, narrative and problematization that run across algorithmic modelling techniques such as logistic regression, decision trees and Naive Bayes classifiers. It highlights several interlinked modes of generalization that engender increasingly vast data infrastructures and platforms, and intensified mathematical and statistical treatments of differences. Such an account also points to some key sites of instability or problematization inherent to the process of generalization. If movement through data is becoming a principal intersection of power relations, economic value and valid knowledge, an account of the production of prediction might also help us begin to ask how its generalization potentially gives rise to new forms of agency, experience or individuations.",2015,34,122,10,false,Computer Science,,39822261,A. Mackenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb414c09ace7083c41c1164f5de4a901ddd8f146,https://www.semanticscholar.org/paper/bb414c09ace7083c41c1164f5de4a901ddd8f146,Using Machine Learning To Predict Suitable Conditions for Organic Reactions,"Reaction condition recommendation is an essential element for the realization of computer-assisted synthetic planning. Accurate suggestions of reaction conditions are required for experimental validation and can have a significant effect on the success or failure of an attempted transformation. However, de novo condition recommendation remains a challenging and under-explored problem and relies heavily on chemists’ knowledge and experience. In this work, we develop a neural-network model to predict the chemical context (catalyst(s), solvent(s), reagent(s)), as well as the temperature most suitable for any particular organic reaction. Trained on ∼10 million examples from Reaxys, the model is able to propose conditions where a close match to the recorded catalyst, solvent, and reagent is found within the top-10 predictions 69.6% of the time, with top-10 accuracies for individual species reaching 80–90%. Temperature is accurately predicted within ±20 °C from the recorded temperature in 60–70% of test cases, with higher accuracy for cases with correct chemical context predictions. The utility of the model is illustrated through several examples spanning a range of common reaction classes. We also demonstrate that the model implicitly learns a continuous numerical embedding of solvent and reagent species that captures their functional similarity.",2018,48,156,3,true,Medicine,Computer Science,30996158,Hanyu Gao,12514946,Thomas J. Struble,13027820,Connor W. Coley,2107935841,Yuran Wang,143964245,W. Green,144050039,K. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c972d4a2f786f7537a2f0cc89a8b073983849756,https://www.semanticscholar.org/paper/c972d4a2f786f7537a2f0cc89a8b073983849756,Active Machine Learning for Consideration Heuristics,"We develop and test an active-machine-learning method to select questions adaptively when consumers use heuristic decision rules. The method tailors priors to each consumer based on a “configurator.” Subsequent questions maximize information about the decision heuristics (minimize expected posterior entropy). To update posteriors after each question, we approximate the posterior with a variational distribution and use belief propagation (iterative loops of Bayes updating). The method runs sufficiently fast to select new queries in under a second and provides significantly and substantially more information per question than existing methods based on random, market-based, or orthogonal-design questions. 
 
Synthetic data experiments demonstrate that adaptive questions provide close-to-optimal information and outperform existing methods even when there are response errors or “bad” priors. The basic algorithm focuses on conjunctive or disjunctive rules, but we demonstrate generalizations to more complex heuristics and to the use of previous-respondent data to improve consumer-specific priors. We illustrate the algorithm empirically in a Web-based survey conducted by an American automotive manufacturer to study vehicle consideration (872 respondents, 53 feature levels). Adaptive questions outperform market-based questions when estimating heuristic decision rules. Heuristic decision rules predict validation decisions better than compensatory rules.",2011,66,75,13,false,Computer Science,,2530415,Daria Dzyabura,2344635,J. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae5eb09b64347f1ac0531d5c1bd873b2357b8838,https://www.semanticscholar.org/paper/ae5eb09b64347f1ac0531d5c1bd873b2357b8838,StormDroid: A Streaminglized Machine Learning-Based System for Detecting Android Malware,"Mobile devices are especially vulnerable nowadays to malware attacks, thanks to the current trend of increased app downloads. Despite the significant security and privacy concerns it received, effective malware detection (MD) remains a significant challenge. This paper tackles this challenge by introducing a streaminglized machine learning-based MD framework, StormDroid: (i) The core of StormDroid is based on machine learning, enhanced with a novel combination of contributed features that we observed over a fairly large collection of data set; and (ii) we streaminglize the whole MD process to support large-scale analysis, yielding an efficient and scalable MD technique that observes app behaviors statically and dynamically. Evaluated on roughly 8,000 applications, our combination of contributed features improves MD accuracy by almost 10% compared with state-of-the-art antivirus systems; in parallel our streaminglized process, StormDroid, further improves efficiency rate by approximately three times than a single thread.",2016,42,143,12,false,Computer Science,,48847695,Sen Chen,2837434,Minhui Xue,3305706,Zhushou Tang,46265379,Lihua Xu,1741879,Haojin Zhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90ba5eb1021fdf05edbbcb1424c477d86dd3a216,https://www.semanticscholar.org/paper/90ba5eb1021fdf05edbbcb1424c477d86dd3a216,A Theory of Learning with Corrupted Labels,"It is usual in machine learning theory to assume that the training and testing sets comprise of draws from the same distribution. This is rarely, if ever, true and one must admit the presence of corruption. There are many different types of corruption that can arise and as of yet there is no general means to compare the relative ease of learning in these settings. Such results are necessary if we are to make informed economic decisions regarding the acquisition of data. Here we begin to develop an abstract framework for tackling these problems. We present a generic method for learning from a fixed, known, reconstructible corruption, along with an analyses of its statistical properties. We demonstrate the utility of our framework via concrete novel results in solving supervised learning problems wherein the labels are corrupted, such as learning with noisy labels, semi-supervised learning and learning with partial labels.",2017,56,57,8,false,Computer Science,Mathematics,2719890,Brendan van Rooyen,143957317,R. C. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ed05d947a194a9b4dc69f372eab21a87bed4e13,https://www.semanticscholar.org/paper/0ed05d947a194a9b4dc69f372eab21a87bed4e13,Projection-based model reduction: Formulations for physics-based machine learning,,2019,90,172,3,false,Computer Science,,72030212,Renee C. Swischuk,2953031,L. Mainini,2863679,Benjamin Peherstorfer,143606925,K. Willcox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc53977508ecb94c7fc543484b1171c4fd0e2192,https://www.semanticscholar.org/paper/fc53977508ecb94c7fc543484b1171c4fd0e2192,Network Learning on the Connection Machine,"Connectionist networks are powerful techniques, inspired by the parallel architecture of the brain, for discovering intrinsic structures in data. However, they are not well suited for implementation on serial computers. In this paper, we discuss the first implementation of a connectionist learning algorithm, error back-propagation, on a fine-grained parallel computer, the Connection Machine. As an example of how the system can be used, we present a parallel implementation of NETtalk, a connectionist network that learns the mapping from English text to the pronunciation of that text. Currently, networks containing up to 16 million links can be simulated on the Connection Machine at speeds nearly twice that of the Cray-2. We found the major impediment to further speed-up to be the communications between processors, and not processor speed per se. We believe that the advantage for parallel computers will become even clearer as developments in parallel computing continue.",1987,16,82,7,false,Computer Science,,1717462,G. Blelloch,3140752,Charles R. Rosenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677abf4f5c523fe93ee2d5848c1321430defff09,https://www.semanticscholar.org/paper/677abf4f5c523fe93ee2d5848c1321430defff09,Recent trends in deep learning based personality detection,,2019,128,138,4,true,Computer Science,Psychology,48826430,Yash Mehta,35122767,Navonil Majumder,1747784,Alexander Gelbukh,49943757,E. Cambria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5037f4a5976c91ecc55ac033611bab673520fa6a,https://www.semanticscholar.org/paper/5037f4a5976c91ecc55ac033611bab673520fa6a,Machine Learned Sentence Selection Strategies for Query-Biased Summarization,"It has become standard for search engines to augment result lists with document summaries. Each document summary consists of a title, abstract, and a URL. In this work, we focus on the task of selecting relevant sentences for inclusion in the abstract. In particular, we investigate how machine learning-based approaches can effectively be applied to the problem. We analyze and evaluate several learning to rank approaches, such as ranking support vector machines (SVMs), support vector regression (SVR), and gradient boosted decision trees (GBDTs). Our work is the first to evaluate SVR and GBDTs for the sentence selection task. Using standard TREC test collections, we rigorously evaluate various aspects of the sentence selection problem. Our results show that the effectiveness of the machine learning approaches varies across collections with different characteristics. Furthermore, the results show that GBDTs provide a robust and powerful framework for the sentence selection task and significantly outperform SVR and ranking SVMs on several data sets.",2008,31,93,12,false,Computer Science,,1680617,Donald Metzler,143626870,T. Kanungo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3a439ee786f7c8747635306c075420a9bd2aa5b,https://www.semanticscholar.org/paper/d3a439ee786f7c8747635306c075420a9bd2aa5b,Predictor correlation impacts machine learning algorithms: implications for genomic studies,"MOTIVATION
The advent of high-throughput genomics has produced studies with large numbers of predictors (e.g. genome-wide association, microarray studies). Machine learning algorithms (MLAs) are a computationally efficient way to identify phenotype-associated variables in high-dimensional data. There are important results from mathematical theory and numerous practical results documenting their value. One attractive feature of MLAs is that many operate in a fully multivariate environment, allowing for small-importance variables to be included when they act cooperatively. However, certain properties of MLAs under conditions common in genomic-related data have not been well-studied--in particular, correlations among predictors pose a problem.


RESULTS
Using extensive simulation, we showed considering correlation within predictors is crucial in making valid inferences using variable importance measures (VIMs) from three MLAs: random forest (RF), conditional inference forest (CIF) and Monte Carlo logic regression (MCLR). Using a case-control illustration, we showed that the RF VIMs--even permutation-based--were less able to detect association than other algorithms at effect sizes encountered in complex disease studies. This reduction occurred when 'causal' predictors were correlated with other predictors, and was sharpest when RF tree building used the Gini index. Indeed, RF Gini VIMs are biased under correlation, dependent on predictor correlation strength/number and over-trained to random fluctuations in data when tree terminal node size was small. Permutation-based VIM distributions were less variable for correlated predictors and are unbiased, thus may be preferred when predictors are correlated. MLAs are a powerful tool for high-dimensional data analysis, but well-considered use of algorithms is necessary to draw valid conclusions.


SUPPLEMENTARY INFORMATION
Supplementary data are available at Bioinformatics online.",2009,27,132,4,true,Mathematics,Medicine,144031984,K. Nicodemus,1753856,J. Malley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computer Science
8d904d49cb178def9a15fbea955d427d85cad2f5,https://www.semanticscholar.org/paper/8d904d49cb178def9a15fbea955d427d85cad2f5,Manifold: A Model-Agnostic Framework for Interpretation and Diagnosis of Machine Learning Models,"Interpretation and diagnosis of machine learning models have gained renewed interest in recent years with breakthroughs in new approaches. We present Manifold, a framework that utilizes visual analysis techniques to support interpretation, debugging, and comparison of machine learning models in a more transparent and interactive manner. Conventional techniques usually focus on visualizing the internal logic of a specific model type (i.e., deep neural networks), lacking the ability to extend to a more complex scenario where different model types are integrated. To this end, Manifold is designed as a generic framework that does not rely on or access the internal logic of the model and solely observes the input (i.e., instances or features) and the output (i.e., the predicted result and probability distribution). We describe the workflow of Manifold as an iterative process consisting of three major phases that are commonly involved in the model development and diagnosis process: inspection (hypothesis), explanation (reasoning), and refinement (verification). The visual components supporting these tasks include a scatterplot-based visual summary that overviews the models' outcome and a customizable tabular view that reveals feature discrimination. We demonstrate current applications of the framework on the classification and regression tasks and discuss other potential machine learning use scenarios where Manifold can be applied.",2018,44,131,7,true,Computer Science,Medicine,47540407,Jiawei Zhang,2153676199,Yang Wang,34890911,Piero Molino,2151534400,Lezhi Li,33449182,D. Ebert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathematics
ed6f35fd8de79b1b4d9abdadf4e0d23eb1bf6049,https://www.semanticscholar.org/paper/ed6f35fd8de79b1b4d9abdadf4e0d23eb1bf6049,Use of machine learning to analyse routinely collected intensive care unit data: a systematic review,,2019,55,81,1,false,Medicine,,1395900469,Duncan Shillan,145481919,J. Sterne,2718658,A. Champneys,3504179,B. Gibbison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562c09c112df56c5696c010d90a815d6018a86c8,https://www.semanticscholar.org/paper/562c09c112df56c5696c010d90a815d6018a86c8,Word Translation Without Parallel Data,"State-of-the-art methods for learning cross-lingual word embeddings have relied on bilingual dictionaries or parallel corpora. Recent studies showed that the need for parallel data supervision can be alleviated with character-level information. While these methods showed encouraging results, they are not on par with their supervised counterparts and are limited to pairs of languages sharing a common alphabet. In this work, we show that we can build a bilingual dictionary between two languages without using any parallel corpora, by aligning monolingual word embedding spaces in an unsupervised way. Without using any character information, our model even outperforms existing supervised methods on cross-lingual tasks for some language pairs. Our experiments demonstrate that our method works very well also for distant language pairs, like English-Russian or English-Chinese. We finally describe experiments on the English-Esperanto low-resource language pair, on which there only exists a limited amount of parallel data, to show the potential impact of our method in fully unsupervised machine translation. Our code, embeddings and dictionaries are publicly available.",2017,52,1237,350,false,Computer Science,,2480903,Alexis Conneau,1830914,Guillaume Lample,1706809,Marc'Aurelio Ranzato,8905591,Ludovic Denoyer,2065248680,Herv'e J'egou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26eb706ce9ece8fdff8707e6b558362fbec69895,https://www.semanticscholar.org/paper/26eb706ce9ece8fdff8707e6b558362fbec69895,FAIRVIS: Visual Analytics for Discovering Intersectional Bias in Machine Learning,"The growing capability and accessibility of machine learning has led to its application to many real-world domains and data about people. Despite the benefits algorithmic systems may bring, models can reflect, inject, or exacerbate implicit and explicit societal biases into their outputs, disadvantaging certain demographic subgroups. Discovering which biases a machine learning model has introduced is a great challenge, due to the numerous definitions of fairness and the large number of potentially impacted subgroups. We present FAIRVIS, a mixed-initiative visual analytics system that integrates a novel subgroup discovery technique for users to audit the fairness of machine learning models. Through FAIRVIS, users can apply domain knowledge to generate and investigate known subgroups, and explore suggested and similar subgroups. FAIRVIS's coordinated views enable users to explore a high-level overview of subgroup performance and subsequently drill down into detailed investigation of specific subgroups. We show how FAIRVIS helps to discover biases in two real datasets used in predicting income and recidivism. As a visual analytics system devoted to discovering bias in machine learning, FAIRVIS demonstrates how interactive visualization may help data scientists and the general public understand and create more equitable algorithmic systems.",2019,36,83,6,true,Computer Science,Mathematics,102477227,Ángel Alexander Cabrera,103260170,Will Epperson,10735510,Fred Hohman,1768057,Minsuk Kahng,144848816,Jamie H. Morgenstern,1793506,Duen Horng Chau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e46d8aa63db3285417c8ebb65340b5045ca106f,https://www.semanticscholar.org/paper/6e46d8aa63db3285417c8ebb65340b5045ca106f,Accelerating Machine Learning Inference with Probabilistic Predicates,"Classic query optimization techniques, including predicate pushdown, are of limited use for machine learning inference queries, because the user-defined functions (UDFs) which extract relational columns from unstructured inputs are often very expensive; query predicates will remain stuck behind these UDFs if they happen to require relational columns that are generated by the UDFs. In this work, we demonstrate constructing and applying probabilistic predicates to filter data blobs that do not satisfy the query predicate; such filtering is parametrized to different target accuracies. Furthermore, to support complex predicates and to avoid per-query training, we augment a cost-based query optimizer to choose plans with appropriate combinations of simpler probabilistic predicates. Experiments with several machine learning workloads on a big-data cluster show that query processing improves by as much as 10x.",2018,55,68,12,false,Computer Science,,2143370657,Yao Lu,2841893,Aakanksha Chowdhery,1741860,Srikanth Kandula,145647476,S. Chaudhuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13f542da0ca3aeb06873b495893f63b21662ef18,https://www.semanticscholar.org/paper/13f542da0ca3aeb06873b495893f63b21662ef18,Elastic Machine Learning Algorithms in Amazon SageMaker,"There is a large body of research on scalable machine learning (ML). Nevertheless, training ML models on large, continuously evolving datasets is still a difficult and costly undertaking for many companies and institutions. We discuss such challenges and derive requirements for an industrial-scale ML platform. Next, we describe the computational model behind Amazon SageMaker, which is designed to meet such challenges. SageMaker is an ML platform provided as part of Amazon Web Services (AWS), and supports incremental training, resumable and elastic learning as well as automatic hyperparameter optimization. We detail how to adapt several popular ML algorithms to its computational model. Finally, we present an experimental evaluation on large datasets, comparing SageMaker to several scalable, JVM-based implementations of ML algorithms, which we significantly outperform with regard to computation time and cost.",2020,73,72,1,false,Computer Science,,2941680,Edo Liberty,3386660,Zohar S. Karnin,144028698,Bing Xiang,1726063598,Laurence Rouesnel,3172811,B. Coskun,1701451,Ramesh Nallapati,2065033430,Julio Delgado,94237600,Amir Sadoughi,1726057031,Yury Astashonok,2792763,Piali Das,1726054029,Can Balioglu,31950623,Saswata Chakravarty,16700909,Madhav Jha,145021445,P. Gautier,38704631,D. Arpin,2166235,Tim Januschowski,2067154581,Valentin Flunkert,49416149,Bernie Wang,2113062,Jan Gasthaus,2066263165,Lorenzo Stella,26320653,Syama Sundar Rangapuram,144607961,David Salinas,2180399,Sebastian Schelter,46234526,Alex Smola,,,
3dbb621f1c35c659f3ce6efadad7aa16308fae13,https://www.semanticscholar.org/paper/3dbb621f1c35c659f3ce6efadad7aa16308fae13,Breast cancer histopathological image classification using Convolutional Neural Networks,"The performance of most conventional classification systems relies on appropriate data representation and much of the efforts are dedicated to feature engineering, a difficult and time-consuming process that uses prior expert domain knowledge of the data to create useful features. On the other hand, deep learning can extract and organize the discriminative information from the data, not requiring the design of feature extractors by a domain expert. Convolutional Neural Networks (CNNs) are a particular type of deep, feedforward network that have gained attention from research community and industry, achieving empirical successes in tasks such as speech recognition, signal processing, object recognition, natural language processing and transfer learning. In this paper, we conduct some preliminary experiments using the deep learning approach to classify breast cancer histopathological images from BreaKHis, a publicly dataset available at http://web.inf.ufpr.br/vri/breast-cancer-database. We propose a method based on the extraction of image patches for training the CNN and the combination of these patches for final classification. This method aims to allow using the high-resolution histopathological images from BreaKHis as input to existing CNN, avoiding adaptations of the model that can lead to a more complex and computationally costly architecture. The CNN performance is better when compared to previously reported results obtained by other machine learning models trained with hand-crafted textural descriptors. Finally, we also investigate the combination of different CNNs using simple fusion rules, achieving some improvement in recognition rates.",2016,33,559,41,false,Computer Science,,32786132,F. Spanhol,144925520,Luiz Oliveira,144518944,C. Petitjean,1804638,L. Heutte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7044a87c6987554186471c2f9116aa53c1392be7,https://www.semanticscholar.org/paper/7044a87c6987554186471c2f9116aa53c1392be7,Arabic Named Entity Recognition using Optimized Feature Sets,"The Named Entity Recognition (NER) task has been garnering significant attention in NLP as it helps improve the performance of many natural language processing applications. In this paper, we investigate the impact of using different sets of features in two discriminative machine learning frameworks, namely, Support Vector Machines and Conditional Random Fields using Arabic data. We explore lexical, contextual and morphological features on eight standardized data-sets of different genres. We measure the impact of the different features in isolation, rank them according to their impact for each named entity class and incrementally combine them in order to infer the optimal machine learning approach and feature set. Our system yields a performance of Fβ=1-measure=83.5 on ACE 2003 Broadcast News data.",2008,19,133,19,true,Computer Science,,1788883,Yassine Benajiba,1700007,Mona T. Diab,143752702,Paolo Rosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734ced62e917742a0e7df7a132edcea67cb883ef,https://www.semanticscholar.org/paper/734ced62e917742a0e7df7a132edcea67cb883ef,Machine learning in electronic-quantum-matter imaging experiments,,2018,53,117,0,true,Medicine,Computer Science,49889859,Yi Zhang,51108178,A. Mesaros,50138324,K. Fujita,7148911,S. Edkins,49546756,M. Hamidian,1411979208,K. Ch'ng,2234460,H. Eisaki,114697458,S. Uchida,2158110161,J. C. Davis,2203253,E. Khatami,144302105,Eun-Ah Kim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Physics
b34c6081aac87d4d9f659c8f342c05ce7b835bba,https://www.semanticscholar.org/paper/b34c6081aac87d4d9f659c8f342c05ce7b835bba,Continuous Prediction of Spontaneous Affect from Multiple Cues and Modalities in Valence-Arousal Space,"Past research in analysis of human affect has focused on recognition of prototypic expressions of six basic emotions based on posed data acquired in laboratory settings. Recently, there has been a shift toward subtle, continuous, and context-specific interpretations of affective displays recorded in naturalistic and real-world settings, and toward multimodal analysis and recognition of human affect. Converging with this shift, this paper presents, to the best of our knowledge, the first approach in the literature that: 1) fuses facial expression, shoulder gesture, and audio cues for dimensional and continuous prediction of emotions in valence and arousal space, 2) compares the performance of two state-of-the-art machine learning techniques applied to the target problem, the bidirectional Long Short-Term Memory neural networks (BLSTM-NNs), and Support Vector Machines for Regression (SVR), and 3) proposes an output-associative fusion framework that incorporates correlations and covariances between the emotion dimensions. Evaluation of the proposed approach has been done using the spontaneous SAL data from four subjects and subject-dependent leave-one-sequence-out cross validation. The experimental results obtained show that: 1) on average, BLSTM-NNs outperform SVR due to their ability to learn past and future context, 2) the proposed output-associative fusion framework outperforms feature-level and model-level fusion by modeling and learning correlations and patterns between the valence and arousal dimensions, and 3) the proposed system is well able to reproduce the valence and arousal ground truth obtained from human coders.",2011,72,443,33,true,Psychology,Computer Science,1752913,M. Nicolaou,1781916,H. Gunes,145387780,M. Pantic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5eef7e4f0b2a4ddf90330f5a0b71e70f164b6cf,https://www.semanticscholar.org/paper/d5eef7e4f0b2a4ddf90330f5a0b71e70f164b6cf,The support vector decomposition machine,"In machine learning problems with tens of thousands of features and only dozens or hundreds of independent training examples, dimensionality reduction is essential for good learning performance. In previous work, many researchers have treated the learning problem in two separate phases: first use an algorithm such as singular value decomposition to reduce the dimensionality of the data set, and then use a classification algorithm such as naïve Bayes or support vector machines to learn a classifier. We demonstrate that it is possible to combine the two goals of dimensionality reduction and classification into a single learning objective, and present a novel and efficient algorithm which optimizes this objective directly. We present experimental results in fMRI analysis which show that we can achieve better learning performance and lower-dimensional representations than two-phase approaches can.",2006,15,58,4,true,Mathematics,Computer Science,144637670,Francisco Pereira,21889436,Geoffrey J. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
