paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,fieldsOfStudy/1,fieldsOfStudy/2,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,fieldsOfStudy/3,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name
4e8d226bf69d78ee11cafc216486428102fa90cf,https://www.semanticscholar.org/paper/4e8d226bf69d78ee11cafc216486428102fa90cf,A Progressive Batching L-BFGS Method for Machine Learning,"The standard L-BFGS method relies on gradient approximations that are not dominated by noise, so that search directions are descent directions, the line search is reliable, and quasi-Newton updating yields useful quadratic models of the objective function. All of this appears to call for a full batch approach, but since small batch sizes give rise to faster algorithms with better generalization properties, L-BFGS is currently not considered an algorithm of choice for large-scale machine learning applications. One need not, however, choose between the two extremes represented by the full batch or highly stochastic regimes, and may instead follow a progressive batching approach in which the sample size increases during the course of the optimization. In this paper, we present a new version of the L-BFGS algorithm that combines three basic components - progressive batching, a stochastic line search, and stable quasi-Newton updating - and that performs well on training logistic regression and deep neural networks. We provide supporting convergence theory for the method.",2018,58,87,14,false,Mathematics,16235213,Raghu Bollapragada,2205699,D. Mudigere,Computer Science,,2784955,J. Nocedal,3311352,H. Shi,144669504,P. T. P. Tang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba4cf6046d420af0ae86e2f4b587a8d50d219be3,https://www.semanticscholar.org/paper/ba4cf6046d420af0ae86e2f4b587a8d50d219be3,Measuring Compositionality in Representation Learning,"Many machine learning algorithms represent input data with vector embeddings or discrete codes. When inputs exhibit compositional structure (e.g. objects built from parts or procedures from subroutines), it is natural to ask whether this compositional structure is reflected in the the inputs' learned representations. While the assessment of compositionality in languages has received significant attention in linguistics and adjacent fields, the machine learning literature lacks general-purpose tools for producing graded measurements of compositional structure in more general (e.g. vector-valued) representation spaces. We describe a procedure for evaluating compositionality by measuring how well the true representation-producing model can be approximated by a model that explicitly composes a collection of inferred representational primitives. We use the procedure to provide formal and empirical characterizations of compositional structure in a variety of settings, exploring the relationship between compositionality and learning dynamics, human judgments, representational similarity, and generalization.",2019,55,90,15,false,Mathematics,2112400,Jacob Andreas,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07581e49aff7231159c9405195872d3a154733be,https://www.semanticscholar.org/paper/07581e49aff7231159c9405195872d3a154733be,Clinical Text Data in Machine Learning: Systematic Review,"Background Clinical narratives represent the main form of communication within health care, providing a personalized account of patient history and assessments, and offering rich information for clinical decision making. Natural language processing (NLP) has repeatedly demonstrated its feasibility to unlock evidence buried in clinical narratives. Machine learning can facilitate rapid development of NLP tools by leveraging large amounts of text data. Objective The main aim of this study was to provide systematic evidence on the properties of text data used to train machine learning approaches to clinical NLP. We also investigated the types of NLP tasks that have been supported by machine learning and how they can be applied in clinical practice. Methods Our methodology was based on the guidelines for performing systematic reviews. In August 2018, we used PubMed, a multifaceted interface, to perform a literature search against MEDLINE. We identified 110 relevant studies and extracted information about text data used to support machine learning, NLP tasks supported, and their clinical applications. The data properties considered included their size, provenance, collection methods, annotation, and any relevant statistics. Results The majority of datasets used to train machine learning models included only hundreds or thousands of documents. Only 10 studies used tens of thousands of documents, with a handful of studies utilizing more. Relatively small datasets were utilized for training even when much larger datasets were available. The main reason for such poor data utilization is the annotation bottleneck faced by supervised machine learning algorithms. Active learning was explored to iteratively sample a subset of data for manual annotation as a strategy for minimizing the annotation effort while maximizing the predictive performance of the model. Supervised learning was successfully used where clinical codes integrated with free-text notes into electronic health records were utilized as class labels. Similarly, distant supervision was used to utilize an existing knowledge base to automatically annotate raw text. Where manual annotation was unavoidable, crowdsourcing was explored, but it remains unsuitable because of the sensitive nature of data considered. Besides the small volume, training data were typically sourced from a small number of institutions, thus offering no hard evidence about the transferability of machine learning models. The majority of studies focused on text classification. Most commonly, the classification results were used to support phenotyping, prognosis, care improvement, resource management, and surveillance. Conclusions We identified the data annotation bottleneck as one of the key obstacles to machine learning approaches in clinical NLP. Active learning and distant supervision were explored as a way of saving the annotation efforts. Future research in this field would benefit from alternatives such as data augmentation and transfer learning, or unsupervised learning, which do not require data annotation.",2020,150,101,4,true,Computer Science,1750238,I. Spasić,2144507,G. Nenadic,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5ee991fd45fb7f12df815c1fdb0767a98f19127,https://www.semanticscholar.org/paper/b5ee991fd45fb7f12df815c1fdb0767a98f19127,Fault diagnosis of ball bearings using machine learning methods,,2011,16,345,8,false,Computer Science,39146522,P. K. Kankar,2146390660,Satish C. Sharma,,,144483234,S. Harsha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05eb25b9b945ec6cd37af3fc80dd36b6be4711e0,https://www.semanticscholar.org/paper/05eb25b9b945ec6cd37af3fc80dd36b6be4711e0,Fast Rates for Support Vector Machines,,2005,14,103,9,false,Mathematics,1782193,Ingo Steinwart,143790221,C. Scovel,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0f2ab8e03a32a9e2c5dbd6bdfe28d74fb59eb7eb,https://www.semanticscholar.org/paper/0f2ab8e03a32a9e2c5dbd6bdfe28d74fb59eb7eb,Gestalt: integrated support for implementation and analysis in machine learning,"We present Gestalt, a development environment designed to support the process of applying machine learning. While traditional programming environments focus on source code, we explicitly support both code and data. Gestalt allows developers to implement a classification pipeline, analyze data as it moves through that pipeline, and easily transition between implementation and analysis. An experiment shows this significantly improves the ability of developers to find and fix bugs in machine learning systems. Our discussion of Gestalt and our experimental observations provide new insight into general-purpose support for the machine learning process.",2010,21,112,10,false,Computer Science,39699737,Kayur Patel,1949091,Naomi Bancroft,,,2311676,S. Drucker,145504534,J. Fogarty,1441987875,Amy J. Ko,9522307,J. Landay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a07b43d2a911ebd2a5f72dd0e01f94f4478a220c,https://www.semanticscholar.org/paper/a07b43d2a911ebd2a5f72dd0e01f94f4478a220c,Combining a large sentiment lexicon and machine learning for subjectivity classification,"Most previous work on subjectivity/sentiment classification bases on either machine learning techniques (such as SVM, Maximum Entropy, Naive Bayes, etc.) or general sentiment lexicons. This paper presents a novel approach to combine a large sentiment lexicon and machine learning techniques for opinion analysis: 1) a large sentiment lexicon is automatically adjusted according to training data; 2) machine learning techniques are used to learn models on training data; 3) the results given by machine learning classifiers and the supervised lexicon-based classifier are combined to get better results. The experiments with the NTCIR data show that our approach significantly outperforms the baselines on subjectivity classification, i.e. the adjusted large sentiment lexicon shows good performance and its combination with machine learning techniques shows further improvement.",2010,24,39,1,false,Computer Science,1391185385,Bin Lu,2847676,Benjamin Ka-Yin T'sou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868e44626aaf14a2e22f7803b4f678eeffd4f8aa,https://www.semanticscholar.org/paper/868e44626aaf14a2e22f7803b4f678eeffd4f8aa,"Machine Learning for Audio, Image and Video Analysis",,2007,248,111,9,true,Computer Science,1723596,F. Camastra,1719436,A. Vinciarelli,,,26959611,Jie Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1a262d97c7bd3411f3c0a69756ad0c8bcda37eb,https://www.semanticscholar.org/paper/d1a262d97c7bd3411f3c0a69756ad0c8bcda37eb,Co-Tracking Using Semi-Supervised Support Vector Machines,"This paper treats tracking as a foreground/background classification problem and proposes an online semi- supervised learning framework. Initialized with a small number of labeled samples, semi-supervised learning treats each new sample as unlabeled data. Classification of new data and updating of the classifier are achieved simultaneously in a co-training framework. The object is represented using independent features and an online support vector machine (SVM) is built for each feature. The predictions from different features are fused by combining the confidence map from each classifier using a classifier weighting method which creates a final classifier that performs better than any classifier based on a single feature. The semi-supervised learning approach then uses the output of the combined confidence map to generate new samples and update the SVMs online. With this approach, the tracker gains increasing knowledge of the object and background and continually improves itself over time. Compared to other discriminative trackers, the online semi-supervised learning approach improves each individual classifier using the information from other features, thus leading to a more robust tracker. Experiments show that this framework performs better than state-of-the-art tracking algorithms on challenging sequences.",2007,25,284,24,false,Computer Science,2053846614,Feng Tang,7207299,Shane Brennan,,,2110560544,Qi Zhao,145492205,Hai Tao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db3e4b11a569fe17908417351678525f6304e7b7,https://www.semanticscholar.org/paper/db3e4b11a569fe17908417351678525f6304e7b7,Resource-efficient Machine Learning in 2 KB RAM for the Internet of Things,"This paper develops a novel tree-based algorithm, called Bonsai, for efficient prediction on IoT devices - such as those based on the Arduino Uno board having an 8 bit ATmega328P microcontroller operating at 16 MHz with no native floating point support, 2 KB RAM and 32 KB read-only flash. Bonsai maintains prediction accuracy while minimizing model size and prediction costs by: (a) developing a tree model which learns a single, shallow, sparse tree with powerful nodes; (b) sparsely projecting all data into a low-dimensional space in which the tree is learnt; and (c) jointly learning all tree and projection parameters. Experimental results on multiple benchmark datasets demonstrate that Bonsai can make predictions in milliseconds even on slow microcontrollers, can fit in KB of memory, has lower battery consumption than all other algorithms while achieving prediction accuracies that can be as much as 30% higher than state-of-the-art methods for resource-efficient machine learning. Bonsai is also shown to generalize to other resource constrained settings beyond IoT by generating significantly better search results as compared to Bing's L3 ranker when the model size is restricted to 300 bytes. Bonsai's code can be downloaded from (BonsaiCode).",2017,57,177,21,false,Computer Science,2026843558,Ashish Kumar,2601821,Saurabh Goyal,,,145859952,M. Varma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265644f1b6740ca34bfbe9762b90b33021adde62,https://www.semanticscholar.org/paper/265644f1b6740ca34bfbe9762b90b33021adde62,Deep Learning in Medical Imaging: General Overview,"The artificial neural network (ANN)–a machine learning technique inspired by the human neuronal synapse system–was introduced in the 1950s. However, the ANN was previously limited in its ability to solve actual problems, due to the vanishing gradient and overfitting problems with training of deep architecture, lack of computing power, and primarily the absence of sufficient data to train the computer system. Interest in this concept has lately resurfaced, due to the availability of big data, enhanced computing power with the current graphics processing units, and novel algorithms to train the deep neural network. Recent studies on this technology suggest its potentially to perform better than humans in some visual and auditory recognition tasks, which may portend its applications in medicine and healthcare, especially in medical imaging, in the foreseeable future. This review article offers perspectives on the history, development, and applications of deep learning technology, particularly regarding its applications in medical imaging.",2017,99,690,11,true,Medicine,120704132,June-Goo Lee,2052576935,Sanghoon Jun,,,2116632761,Younghoon Cho,46901084,Hyunna Lee,38628528,G. Kim,46844846,J. Seo,145979410,Namkug Kim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ee716bc6bb11c5857794e7723aeb1c55c7d6b66,https://www.semanticscholar.org/paper/6ee716bc6bb11c5857794e7723aeb1c55c7d6b66,Regulating by Robot: Administrative Decision Making in the Machine-Learning Era,"Machine-learning algorithms are transforming large segments of the economy as they fuel innovation in search engines, self-driving cars, product marketing, and medical imaging, among many other technologies. As machine learning’s use expands across all facets of society, anxiety has emerged about the intrusion of algorithmic machines into facets of life previously dependent on human judgment. Alarm bells sounding over the diffusion of artificial intelligence throughout the private sector only portend greater anxiety about digital robots replacing humans in the governmental sphere. A few administrative agencies have already begun to adopt this technology, while others have clear potential in the near term to use algorithms to shape official decisions over both rulemaking and adjudication. It is no longer fanciful to envision a future in which government agencies could effectively make law by robot, a prospect that understandably conjures up dystopian images of individuals surrendering their liberty to the control of computerized overlords. Should society be alarmed by governmental use of machine-learning applications? We examine this question by considering whether the use of robotic decision tools by government agencies can pass muster under core, time-honored doctrines of administrative and constitutional law. At first glance, the idea of algorithmic regulation might appear to offend one or more traditional doctrines, such as the nondelegation doctrine, procedural due process, equal protection, or principles of reason-giving and transparency. We conclude, however, that when machine-learning technology is properly understood, its use by government agencies can comfortably fit within these conventional legal parameters. We recognize, of course, that the legality of regulation by robot is only one criterion by which its use should be assessed. Agencies should not apply algorithms cavalierly, even if doing so might not run afoul of the law; in some cases, safeguards may be needed for machine learning to satisfy broader, good-governance aspirations. Yet, in contrast with the emerging alarmism, we resist any categorical dismissal of a future administrative state in which algorithmic automation guides, and even at times makes, key decisions. Instead, we urge that governmental reliance on machine learning should be approached with measured optimism about the potential benefits such technology can offer society by making government smarter and its decisions more efficient and just.",2017,59,165,2,false,Engineering,1740052,C. Coglianese,2081973974,David Lehr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8221ed66d16b608653393757eaf443187ffe60a0,https://www.semanticscholar.org/paper/8221ed66d16b608653393757eaf443187ffe60a0,A Machine Learning Approach to Building Domain-Specific Search Engines,"Domain-specific search engines are becoming increasingly popular because they offer increased accuracy and extra features not possible with general, Web-wide search engines. Unfortunately, they are also difficult and time-consuming to maintain. This paper proposes the use of machine learning techniques to greatly automate the creation and maintenance of domain-specific search engines. We describe new research in reinforcement learning, text classification and information extraction that enables efficient spidering, populates topic hierarchies, and identifies informative text segments. Using these techniques, we have built a demonstration system: a search engine for computer science research papers available at www.cora.justrcsettrch.com.",1999,19,211,11,false,Computer Science,143753639,A. McCallum,145172877,K. Nigam,,,35211659,Jason D. M. Rennie,2544946,K. Seymore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306a42dd3d56bca19221a99a8fb7128ef065d06a,https://www.semanticscholar.org/paper/306a42dd3d56bca19221a99a8fb7128ef065d06a,Closed-loop brain training: the science of neurofeedback,,2017,235,668,39,true,Psychology,1784059,R. Sitaram,145605552,T. Ros,Medicine,,2926555,L. Stoeckel,144398737,S. Haller,2784146,F. Scharnowski,1401833932,J. Lewis-Peacock,2214204,N. Weiskopf,1757311,M. Blefari,40551898,M. Rana,36859151,Ethan Oblak,145198983,N. Birbaumer,48466962,J. Sulzer,,,,,,,,,,,,,,,,,,,,,,,
d3a857a4bccf9a23b2d1e523c89456de728403b3,https://www.semanticscholar.org/paper/d3a857a4bccf9a23b2d1e523c89456de728403b3,Drug discovery with explainable artificial intelligence,,2020,231,209,4,true,Computer Science,2065337592,Jos'e Jim'enez-Luna,3674456,F. Grisoni,Mathematics,,144522872,G. Schneider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53eef24a59b12107e6188e121c85f85fa8a78100,https://www.semanticscholar.org/paper/53eef24a59b12107e6188e121c85f85fa8a78100,Explainable machine-learning predictions for the prevention of hypoxaemia during surgery,,2018,38,659,36,true,Medicine,23451726,Scott M. Lundberg,2447936,B. Nair,,,145552173,M. Vavilala,2062639,M. Horibe,5615276,M. Eisses,2052327253,Trevor L. Adams,35577567,D. Liston,2135149452,Daniel King-Wai Low,87906368,Shu-Fang Newman,2135608343,Jerry H. Kim,2180463,Su-In Lee,,,,,,,,,,,,,,,,,,,,,,,,,
d70cbaf8d9163d9c27a2635b2b764e4ebf400871,https://www.semanticscholar.org/paper/d70cbaf8d9163d9c27a2635b2b764e4ebf400871,Quantum support vector machine for big feature and big data classification,"Supervised machine learning is the classification of new data based on already classified training examples. In this work, we show that the support vector machine, an optimized binary classifier, can be implemented on a quantum computer, with complexity logarithmic in the size of the vectors and the number of training examples. In cases where classical sampling algorithms require polynomial time, an exponential speedup is obtained. At the core of this quantum big data algorithm is a nonsparse matrix exponentiation technique for efficiently performing a matrix inversion of the training data inner-product (kernel) matrix.",2013,63,453,23,true,Computer Science,3157522,P. Rebentrost,145233982,M. Mohseni,Physics,Medicine,145762777,S. Lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7eb733c8ac1b3d1dd8b50e066ddae10769e3b46e,https://www.semanticscholar.org/paper/7eb733c8ac1b3d1dd8b50e066ddae10769e3b46e,CrypTen: Secure Multi-Party Computation Meets Machine Learning,"Secure multi-party computation (MPC) allows parties to perform computations on data while keeping that data private. This capability has great potential for machine-learning applications: it facilitates training of machine-learning models on private data sets owned by different parties, evaluation of one party’s private model using another party’s private data, etc. Although a range of studies implement machine-learning models via secure MPC, such implementations are not yet mainstream. Adoption of secure MPC is hampered by the absence of ﬂexible software frameworks that “speak the language” of machine-learning researchers and engineers. To foster adoption of secure MPC in machine learning, we present C RYP T EN : a software framework that exposes popular secure MPC primitives via abstractions that are common in modern machine-learning frameworks, such as tensor computations, automatic differentiation, and modular neural networks. This paper describes the design of C RYP T EN and measure its performance on state-of-the-art models for text classiﬁcation, speech recognition, and image classiﬁcation. Our benchmarks show that C RYP T EN ’s GPU support and high-performance communication between (an arbitrary number of) parties allows it to perform efﬁcient private evaluation of modern machine-learning models under a semi-honest threat model. For example, two parties using C RYP T EN can securely predict phonemes in speech recordings using Wav2Letter [18] faster than real-time. We hope that C RYP T EN will spur adoption of secure MPC in the machine-learning community.",2021,80,77,18,false,Computer Science,2713842,Brian Knott,2262405,Shobha Venkataraman,,,144479015,Awni Y. Hannun,2264597,Shubho Sengupta,3407874,Mark Ibrahim,1803520,L. V. D. Maaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07b5093aace8e485e7d23b83edb6351618138127,https://www.semanticscholar.org/paper/07b5093aace8e485e7d23b83edb6351618138127,Does Distributionally Robust Supervised Learning Give Robust Classifiers?,"Distributionally Robust Supervised Learning (DRSL) is necessary for building reliable machine learning systems. When machine learning is deployed in the real world, its performance can be significantly degraded because test data may follow a different distribution from training data. DRSL with f-divergences explicitly considers the worst-case distribution shift by minimizing the adversarially reweighted training loss. In this paper, we analyze this DRSL, focusing on the classification scenario. Since the DRSL is explicitly formulated for a distribution shift scenario, we naturally expect it to give a robust classifier that can aggressively handle shifted distributions. However, surprisingly, we prove that the DRSL just ends up giving a classifier that exactly fits the given training distribution, which is too pessimistic. This pessimism comes from two sources: the particular losses used in classification and the fact that the variety of distributions to which the DRSL tries to be robust is too wide. Motivated by our analysis, we propose simple DRSL that overcomes this pessimism and empirically demonstrate its effectiveness.",2016,37,161,22,false,Computer Science,48594758,Weihua Hu,47537639,Gang Niu,,,73355331,Issei Sato,67154907,Masashi Sugiyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f631c73b429fd2e59ab0b2a80a12a42d6fd00a8,https://www.semanticscholar.org/paper/3f631c73b429fd2e59ab0b2a80a12a42d6fd00a8,Pattern classification with missing data: a review,,2010,98,572,50,false,Computer Science,1398630827,P. J. García-Laencina,1398630816,J. Sancho-Gómez,,,1398493114,A. Figueiras-Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
055e2b142026cadd9ebb7b740e1641d6fafa962b,https://www.semanticscholar.org/paper/055e2b142026cadd9ebb7b740e1641d6fafa962b,Machine Unlearning,"Once users have shared their data online, it is generally difficult for them to revoke access and ask for the data to be deleted. Machine learning (ML) exacerbates this problem because any model trained with said data may have memorized it, putting users at risk of a successful privacy attack exposing their information. Yet, having models unlearn is notoriously difficult.We introduce SISA training, a framework that expedites the unlearning process by strategically limiting the influence of a data point in the training procedure. While our framework is applicable to any learning algorithm, it is designed to achieve the largest improvements for stateful algorithms like stochastic gradient descent for deep neural networks. SISA training reduces the computational overhead associated with unlearning, even in the worst-case setting where unlearning requests are made uniformly across the training set. In some cases, the service provider may have a prior on the distribution of unlearning requests that will be issued by users. We may take this prior into account to partition and order data accordingly, and further decrease overhead from unlearning.Our evaluation spans several datasets from different domains, with corresponding motivations for unlearning. Under no distributional assumptions, for simple learning tasks, we observe that SISA training improves time to unlearn points from the Purchase dataset by 4.63×, and 2.45× for the SVHN dataset, over retraining from scratch. SISA training also provides a speed-up of 1.36× in retraining for complex learning tasks such as ImageNet classification; aided by transfer learning, this results in a small degradation in accuracy. Our work contributes to practical data governance in machine unlearning.",2019,65,103,21,false,Computer Science,1452678444,Lucas Bourtoule,143754359,Varun Chandrasekaran,,,1415982317,Christopher A. Choquette-Choo,120074583,Hengrui Jia,1452679273,Adelin Travers,23696685,Baiwu Zhang,47412202,D. Lie,1967156,Nicolas Papernot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a850b1dcc10f413918d4d6810980031851d8c4dc,https://www.semanticscholar.org/paper/a850b1dcc10f413918d4d6810980031851d8c4dc,Fuzzy Restricted Boltzmann Machine for the Enhancement of Deep Learning,"In recent years, deep learning caves out a research wave in machine learning. With outstanding performance, more and more applications of deep learning in pattern recognition, image recognition, speech recognition, and video processing have been developed. Restricted Boltzmann machine (RBM) plays an important role in current deep learning techniques, as most of existing deep networks are based on or related to it. For regular RBM, the relationships between visible units and hidden units are restricted to be constants. This restriction will certainly downgrade the representation capability of the RBM. To avoid this flaw and enhance deep learning capability, the fuzzy restricted Boltzmann machine (FRBM) and its learning algorithm are proposed in this paper, in which the parameters governing the model are replaced by fuzzy numbers. This way, the original RBM becomes a special case in the FRBM, when there is no fuzziness in the FRBM model. In the process of learning FRBM, the fuzzy free energy function is defuzzified before the probability is defined. The experimental results based on bar-and-stripe benchmark inpainting and MNIST handwritten digits classification problems show that the representation capability of FRBM model is significantly better than the traditional RBM. Additionally, the FRBM also reveals better robustness property compared with RBM when the training data are contaminated by noises.",2015,39,166,10,false,Computer Science,47978588,C. L. P. Chen,47423401,Chun-Yang Zhang,,,2118171924,Long Chen,48082259,Min Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3614e6b9313b0093bda33b719c28708637237323,https://www.semanticscholar.org/paper/3614e6b9313b0093bda33b719c28708637237323,A Comparison of Supervised Machine Learning Techniques for Predicting Short-Term In-Hospital Length of Stay among Diabetic Patients,"Diabetes is a life-altering medical condition that affects millions of people and results in many hospitalizations per year. Consequently, predicting the length of stay of in-hospital diabetic patients has become increasingly important for staffing and resource planning. Although statistical methods have been used to predict length of stay in hospitalized patients, many powerful machine learning techniques have not yet been explored. In this paper, we compare and discuss the performance of various supervised machine learning algorithms (i.e., Multiple linear regression, support vector machines, multi-task learning, and random forests) for predicting long versus short-term length of stay of hospitalized diabetic patients.",2014,26,51,5,false,Computer Science,38569173,A. Morton,1492038511,Eman N. Marzban,,,46599451,G. Giannoulis,27875247,Ayush Patel,2154233,R. Aparasu,1706204,I. Kakadiaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3abcf9ba64f21fdcab8237104a78beb11afe28b2,https://www.semanticscholar.org/paper/3abcf9ba64f21fdcab8237104a78beb11afe28b2,Machine Learning for Cognitive Network Management,"Over the last decade, a significant amount of effort has been invested on architecting agile and adaptive management solutions in support of autonomic, self-managing networks. Autonomic networking calls for automated decisions for management actions. This can be realized through a set of pre-defined network management policies engineered from human expert knowledge. However, engineering sufficiently accurate knowledge considering the high complexity of today's networking environment is a difficult task. This has been a particularly limiting factor in the practical deployment of autonomic systems. ML is a powerful technique for extracting knowledge from data. However, there has been little evidence of its application in realizing practical management solutions for autonomic networks. Recent advances in network softwarization and programmability through SDN and NFV, the proliferation of new sources of data, and the availability of lowcost and seemingly infinite storage and compute resource from the cloud are paving the way for the adoption of ML to realize cognitive network management in support of autonomic networking. This article is intended to stimulate thought and foster discussion on how to defeat the bottlenecks that are limiting the wide deployment of autonomic systems, and the role that ML can play in this regard.",2018,17,154,6,false,Computer Science,144517577,Sara Ayoubi,2367393,Noura Limam,,,10297273,M. A. Salahuddin,2618286,Nashid Shahriar,1715494,R. Boutaba,2585060,Felipe Estrada Solano,2832428,O. Rendón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ade7c4b018f0e1bcc200dadc9799008e868e84dc,https://www.semanticscholar.org/paper/ade7c4b018f0e1bcc200dadc9799008e868e84dc,Composite kernel learning,,2008,54,133,11,true,Computer Science,32770443,Marie Szafranski,1802711,Yves Grandvalet,Mathematics,,1792962,A. Rakotomamonjy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96357dcc485fe021035cb1b287eb258ec3e56482,https://www.semanticscholar.org/paper/96357dcc485fe021035cb1b287eb258ec3e56482,Landslide prediction from machine learning,"Predicting where and when landslides are likely to occur in a specific region of interest remains a key challenge in natural hazards research and mitigation. While the basic mechanics of slope‐failure initiation and runout can be cast into physical and numerical models, a scarcity of sufficiently detailed and real‐time measurements of soil, rock‐mass and groundwater conditions prohibits accurate landslide forecasting. Researchers are therefore increasingly exploring multivariate data analysis techniques from the fields of data mining or machine learning in order to approximate future occurrences of landslides from past distribution patterns. This work has elucidated patterns of spatial susceptibility, but temporal forecasts have remained largely empirical. Most machine learning techniques achieve overall success rates of 75–95 percent. Whilst this may seem very promising, issues remain with data input quality, potential overfitting and commensurate inadequate choice of prediction models, inadvertent inclusion of redundant or noise variables, and technical limits to predicting only certain types and sizes of landslides. Simpler models provide only slightly inferior predictions to more complex models, and should guide the way for a more widespread application of data mining in regional landslide prediction. This approach should especially be communicated to planners and decision makers. Future research may want to develop: (1) further best‐practice guidelines for model selection; (2) predictions of occurrence and runout of large slope failures at the regional scale; and (3) temporal forecasts of landslides.",2014,2,86,3,false,Geology,6929558,O. Korup,32562787,A. Stolle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8a925cbda3d1561b5e7bbc9f38410659e4f056c0,https://www.semanticscholar.org/paper/8a925cbda3d1561b5e7bbc9f38410659e4f056c0,Predicting stock market index using fusion of machine learning techniques,,2015,26,353,17,false,Computer Science,2070426849,Jigar Patel,144038908,Sahil R. Shah,,,1977290,Priyank Thakkar,1794896,K. Kotecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6169aadcb008f550bd634057ee31fcbfbed3e65b,https://www.semanticscholar.org/paper/6169aadcb008f550bd634057ee31fcbfbed3e65b,Machine learning for interatomic potential models.,"The use of supervised machine learning to develop fast and accurate interatomic potential models is transforming molecular and materials research by greatly accelerating atomic-scale simulations with little loss of accuracy. Three years ago, Jörg Behler published a perspective in this journal providing an overview of some of the leading methods in this field. In this perspective, we provide an updated discussion of recent developments, emerging trends, and promising areas for future research in this field. We include in this discussion an overview of three emerging approaches to developing machine-learned interatomic potential models that have not been extensively discussed in existing reviews: moment tensor potentials, message-passing networks, and symbolic regression.",2020,153,133,0,true,Medicine,46199341,Tim Mueller,143831235,Alberto Hernandez,Computer Science,,32272204,Chuhong Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006b577653e0e91e1cfd37c32c6d1cfb198a730e,https://www.semanticscholar.org/paper/006b577653e0e91e1cfd37c32c6d1cfb198a730e,Partially Supervised Classification of Text Documents,"We investigate the following problem: Given a set of documents of a particular topic or class P , and a large set M of mixed documents that contains documents from class P and other types of documents, identify the documents from class P in M . The key feature of this problem is that there is no labeled nonP document, which makes traditional machine learning techniques inapplicable, as they all need labeled documents of both classes. We call this problem partially supervised classification. In this paper, we show that this problem can be posed as a constrained optimization problem and that under appropriate conditions, solutions to the constrained optimization problem will give good solutions to the partially supervised classification problem. We present a novel technique to solve the problem and demonstrate the effectiveness of the technique through extensive experimentation.",2002,34,579,60,false,Computer Science,145321667,B. Liu,1740222,Wee Sun Lee,,,144019071,Philip S. Yu,39952499,Xiaoli Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
