paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,fieldsOfStudy/1,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,fieldsOfStudy/2,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name
d09c60cd3e493923b63ae170ad1daaf9f6cb1a69,https://www.semanticscholar.org/paper/d09c60cd3e493923b63ae170ad1daaf9f6cb1a69,A review of KDD99 dataset usage in intrusion detection and machine learning between 2010 and 2015,"Although KDD99 dataset is more than 15 years old, it is still widely used in academic research. To investigate wide usage of this dataset in Machine Learning Research (MLR) and Intrusion Detection Systems (IDS); this study reviews 149 research articles from 65 journals indexed in Science Citation In- dex Expanded and Emerging Sources Citation Index during the last six years (2010–2015). If we include papers presented in other indexes and conferences, number of studies would be tripled. The number of published studies shows that KDD99 is the most used dataset in IDS and machine learning areas, and it is the de facto dataset for these research areas. To show recent usage of KDD99 and the related sub-dataset (NSL-KDD) in IDS and MLR, the following de- scriptive statistics about the reviewed studies are given: main contribution of articles, the applied algorithms,",2016,25,126,7,False,Computer Science,3397678,Atilla Özgür,40344877.0,H. Erdem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3d5ee10d0489c768e943546038e3f53e7697349,https://www.semanticscholar.org/paper/e3d5ee10d0489c768e943546038e3f53e7697349,State of the Art on Neural Rendering,"Efficient rendering of photo‐realistic virtual worlds is a long standing effort of computer graphics. Modern graphics techniques have succeeded in synthesizing photo‐realistic images from hand‐crafted scene representations. However, the automatic generation of shape, materials, lighting, and other aspects of scenes remains a challenging problem that, if solved, would make photo‐realistic computer graphics more widely accessible. Concurrently, progress in computer vision and machine learning have given rise to a new approach to image synthesis and editing, namely deep generative models. Neural rendering is a new and rapidly emerging field that combines generative machine learning techniques with physical knowledge from computer graphics, e.g., by the integration of differentiable rendering into network training. With a plethora of applications in computer graphics and vision, neural rendering is poised to become a new area in the graphics community, yet no survey of this emerging field exists. This state‐of‐the‐art report summarizes the recent trends and applications of neural rendering. We focus on approaches that combine classic computer graphics techniques with deep generative models to obtain controllable and photorealistic outputs. Starting with an overview of the underlying computer graphics and machine learning concepts, we discuss critical aspects of neural rendering approaches. Specifically, our emphasis is on the type of control, i.e., how the control is provided, which parts of the pipeline are learned, explicit vs. implicit control, generalization, and stochastic vs. deterministic synthesis. The second half of this state‐of‐the‐art report is focused on the many important use cases for the described algorithms such as novel view synthesis, semantic photo manipulation, facial and body reenactment, relighting, free‐viewpoint video, and the creation of photo‐realistic avatars for virtual and augmented reality telepresence. Finally, we conclude with a discussion of the social implications of such technology and investigate open research problems.",2020,229,231,6,True,Computer Science,9102722,Ayush Tewari,2416503.0,Ohad Fried,,34105638.0,Justus Thies,5021307.0,V. Sitzmann,153360678.0,Stephen Lombardi,2454127.0,Kalyan Sunkavalli,,1401885873.0,Ricardo Martin-Brualla,145386542.0,Tomas Simon,2398245.0,Jason M. Saragih,2209612.0,M. Nießner,39192292.0,Rohit Pandey,34772804.0,S. Fanello,1731170.0,Gordon Wetzstein,2436356.0,Jun-Yan Zhu,1680185.0,C. Theobalt,1820412.0,Maneesh Agrawala,2177801.0,Eli Shechtman,1976171.0,Dan B. Goldman,51283751.0,Michael Zollhofer
eeaedfddff1e377e4eabaeb0e45cab4e9e5d6f65,https://www.semanticscholar.org/paper/eeaedfddff1e377e4eabaeb0e45cab4e9e5d6f65,Machine Learning at the Wireless Edge: Distributed Stochastic Gradient Descent Over-the-Air,"We study collaborative machine learning at the wireless edge, where power and bandwidth-limited devices (workers), with limited local datasets, implement distributed stochastic gradient descent (DSGD) over-the-air with the help of a remote parameter server (PS). We consider a wireless multiple access channel (MAC) from the workers to the PS for communicating the local gradient estimates. We first introduce a digital DSGD (D-DSGD) scheme, assuming that the workers operate on the boundary of the MAC capacity region at each iteration of the DSGD algorithm, and digitize their estimates within the bit budget allowed by the employed power allocation. We then introduce an analog scheme, called A-DSGD, motivated by the additive nature of the wireless MAC, where the workers send their gradient estimates over the MAC through the available channel bandwidth without employing any digital code. Numerical results show that A-DSGD converges much faster than D-DSGD. The improvement is particularly compelling at low power and low bandwidth regimes. We also observe that the performance of A-DSGD improves with the number of workers, while D-DSGD deteriorates, limiting the ability of the latter in harnessing the computation power of many edge devices.",2019,61,299,35,True,Computer Science,2240170,M. Amiri,1727814.0,Deniz Gündüz,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24e5346ca36abd2eeb47b21e223f493f3d4b722b,https://www.semanticscholar.org/paper/24e5346ca36abd2eeb47b21e223f493f3d4b722b,Protecting against evaluation overfitting in empirical reinforcement learning,"Empirical evaluations play an important role in machine learning. However, the usefulness of any evaluation depends on the empirical methodology employed. Designing good empirical methodologies is difficult in part because agents can overfit test evaluations and thereby obtain misleadingly high scores. We argue that reinforcement learning is particularly vulnerable to environment overfitting and propose as a remedy generalized methodologies, in which evaluations are based on multiple environments sampled from a distribution. In addition, we consider how to summarize performance when scores from different environments may not have commensurate values. Finally, we present proof-of-concept results demonstrating how these methodologies can validate an intuitively useful range-adaptive tile coding method.",2011,35,85,2,False,Medicine,1766767,Shimon Whiteson,145177632.0,B. Tanner,Computer Science,39286677.0,Matthew E. Taylor,144848112.0,P. Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c49eaab729b938ddf3542e74b3f9d4c68f75e585,https://www.semanticscholar.org/paper/c49eaab729b938ddf3542e74b3f9d4c68f75e585,Beamforming using the relevance vector machine,"Beamformers are spatial filters that pass source signals in particular focused locations while suppressing interference from elsewhere. The widely-used minimum variance adaptive beamformer (MVAB) creates such filters using a sample covariance estimate; however, the quality of this estimate deteriorates when the sources are correlated or the number of samples n is small. Herein, a modified beamformer is derived that replaces this problematic sample covariance with a robust maximum likelihood estimate obtained using the relevance vector machine (RVM), a Bayesian method for learning sparse models from possibly overcomplete feature sets. We prove that this substitution has the natural ability to remove the undesirable effects of correlations or limited data. When n becomes large and assuming uncorrelated sources, this method reduces to the exact MVAB. Simulations using direction-of-arrival data support these conclusions. Additionally, RVMs can potentially enhance a variety of traditional signal processing methods that rely on robust sample covariance estimates.",2007,15,59,9,False,Computer Science,2242717,D. Wipf,1758601.0,S. Nagarajan,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ac34a6f11c8aec576fa8951ab8b1681fa22abc6,https://www.semanticscholar.org/paper/2ac34a6f11c8aec576fa8951ab8b1681fa22abc6,Learning Image Similarity from Flickr Groups Using Fast Kernel Machines,"Measuring image similarity is a central topic in computer vision. In this paper, we propose to measure image similarity by learning from the online Flickr image groups. We do so by: Choosing 103 Flickr groups, building a one-versus-all multiclass classifier to classify test images into a group, taking the set of responses of the classifiers as features, calculating the distance between feature vectors to measure image similarity. Experimental results on the Corel dataset and the PASCAL VOC 2007 dataset show that our approach performs better on image matching, retrieval, and classification than using conventional visual features. To build our similarity measure, we need one-versus-all classifiers that are accurate and can be trained quickly on very large quantities of data. We adopt an SVM classifier with a histogram intersection kernel. We describe a novel fast training algorithm for this classifier: the Stochastic Intersection Kernel MAchine (SIKMA) training algorithm. This method can produce a kernel classifier that is more accurate than a linear classifier on tens of thousands of examples in minutes.",2012,57,55,3,False,Mathematics,2096527,G. Wang,2433269.0,Derek Hoiem,Computer Science,144016256.0,D. Forsyth,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,
2ed7baf3dc26de1f934c938e2a806c28eea445a7,https://www.semanticscholar.org/paper/2ed7baf3dc26de1f934c938e2a806c28eea445a7,Synaptic Plasticity Dynamics for Deep Continuous Local Learning (DECOLLE),"A growing body of work underlines striking similarities between biological neural networks and recurrent, binary neural networks. A relatively smaller body of work, however, addresses the similarities between learning dynamics employed in deep artificial neural networks and synaptic plasticity in spiking neural networks. The challenge preventing this is largely caused by the discrepancy between the dynamical properties of synaptic plasticity and the requirements for gradient backpropagation. Learning algorithms that approximate gradient backpropagation using local error functions can overcome this challenge. Here, we introduce Deep Continuous Local Learning (DECOLLE), a spiking neural network equipped with local error functions for online learning with no memory overhead for computing gradients. DECOLLE is capable of learning deep spatio temporal representations from spikes relying solely on local information, making it compatible with neurobiology and neuromorphic hardware. Synaptic plasticity rules are derived systematically from user-defined cost functions and neural dynamics by leveraging existing autodifferentiation methods of machine learning frameworks. We benchmark our approach on the event-based neuromorphic dataset N-MNIST and DvsGesture, on which DECOLLE performs comparably to the state-of-the-art. DECOLLE networks provide continuously learning machines that are relevant to biology and supportive of event-based, low-power computer vision architectures matching the accuracies of conventional computers on tasks where temporal precision and speed are essential.",2018,76,132,18,True,Computer Science,40647726,Jacques Kaiser,34516897.0,H. Mostafa,Medicine,1734355.0,E. Neftci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23e95aa03b5ddf4380af437581372e4d8414c121,https://www.semanticscholar.org/paper/23e95aa03b5ddf4380af437581372e4d8414c121,"Backpropagation: theory, architectures, and applications","Contents: D.E. Rumelhart, R. Durbin, R. Golden, Y. Chauvin, Backpropagation: The Basic Theory. A. Waibel, T. Hanazawa, G. Hinton, K. Shikano, K.J. Lang, Phoneme Recognition Using Time-Delay Neural Networks. C. Schley, Y. Chauvin, V. Henkle, Automated Aircraft Flare and Touchdown Control Using Neural Networks. F.J. Pineda, Recurrent Backpropagation Networks. M.C. Mozer, A Focused Backpropagation Algorithm for Temporal Pattern Recognition. D.H. Nguyen, B. Widrow, Nonlinear Control with Neural Networks. M.I. Jordan, D.E. Rumelhart, Forward Models: Supervised Learning with a Distal Teacher. S.J. Hanson, Backpropagation: Some Comments and Variations. A. Cleeremans, D. Servan-Schreiber, J.L. McClelland, Graded State Machines: The Representation of Temporal Contingencies in Feedback Networks. S. Becker, G.E. Hinton, Spatial Coherence as an Internal Teacher for a Neural Network. J.R. Bachrach, M.C. Mozer, Connectionist Modeling and Control of Finite State Systems Given Partial State Information. P. Baldi, Y. Chauvin, K. Hornik, Backpropagation and Unsupervised Learning in Linear Networks. R.J. Williams, D. Zipser, Gradient-Based Learning Algorithms for Recurrent Networks and Their Computational Complexity. P. Baldi, Y. Chauvin, When Neural Networks Play Sherlock Homes. P. Baldi, Gradient Descent Learning Algorithms: A Unified Perspective.",1995,0,534,17,False,Computer Science,2952703,Y. Chauvin,2681887.0,D. Rumelhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202b548c1bcb26b24d4c446e1434a94d46fcf461,https://www.semanticscholar.org/paper/202b548c1bcb26b24d4c446e1434a94d46fcf461,Error Moderation in Low-Cost Machine-Learning-Based Analog/RF Testing,"Machine-learning-based test methods for analog/RF devices have been the subject of intense investigation over the last decade. However, despite the significant cost benefits that these methods promise, they have seen a limited success in replacing the traditional specification testing, mainly due to the incurred test error which, albeit small, cannot meet industrial standards. To address this problem, we introduce a neural system that is trained not only to predict the pass/fail labels of devices based on a set of low-cost measurements, as aimed by the previous machine-learning-based test methods, but also to assess the confidence in this prediction. Devices for which this confidence is insufficient are then retested through the more expensive specification testing in order to reach an accurate test decision. Thus, this two-tier test approach sustains the high accuracy of specification testing while leveraging the low cost of machine-learning-based testing. In addition, by varying the desired level of confidence, it enables the exploration of the tradeoff between test cost and test accuracy and facilitates the development of cost-effective test plans. We discuss the structure and the training algorithm of an ontogenic neural network which is embodied in the neural system in the first tier, as well as the extraction of appropriate measurements such that only a small fraction of devices are funneled to the second tier. The proposed test-error-moderation method is demonstrated on a switched-capacitor filter and an ultrahigh-frequency receiver front end.",2008,44,113,3,False,Computer Science,1689094,H. Stratigopoulos,1743038.0,Y. Makris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77332906ee0dabba93ddf6a088d80d8b13329574,https://www.semanticscholar.org/paper/77332906ee0dabba93ddf6a088d80d8b13329574,Low-Rank Tensor Networks for Dimensionality Reduction and Large-Scale Optimization Problems: Perspectives and Challenges PART 1,"Machine learning and data mining algorithms are becoming increasingly important in analyzing large volume, multi-relational and ∗Copyright A.Cichocki et al. Please make reference to: A. Cichocki, N. Lee, I. Oseledets, A.-H. Phan, Q. Zhao and D.P. Mandic (2016), “Tensor Networks for Dimensionality Reduction and Large-scale Optimization: Part 1 Low-Rank Tensor Decompositions”, Foundations and Trends in Machine Learning: Vol. 9: No. 4-5, pp 249-429.",2016,327,81,6,True,Computer Science,145683892,A. Cichocki,1777061.0,Namgil Lee,,1738205.0,I. Oseledets,9377326.0,A. Phan,144251712.0,Qibin Zhao,9368519.0,D. Mandic,,,,,,,,,,,,,,,,,,,,,,,,,,,
84fed2a181f282fde8251882ea2a3f0b1e65bbe5,https://www.semanticscholar.org/paper/84fed2a181f282fde8251882ea2a3f0b1e65bbe5,"Combining Search, Social Media, and Traditional Data Sources to Improve Influenza Surveillance","We present a machine learning-based methodology capable of providing real-time (“nowcast”) and forecast estimates of influenza activity in the US by leveraging data from multiple data sources including: Google searches, Twitter microblogs, nearly real-time hospital visit records, and data from a participatory surveillance system. Our main contribution consists of combining multiple influenza-like illnesses (ILI) activity estimates, generated independently with each data source, into a single prediction of ILI utilizing machine learning ensemble approaches. Our methodology exploits the information in each data source and produces accurate weekly ILI predictions for up to four weeks ahead of the release of CDC’s ILI reports. We evaluate the predictive ability of our ensemble approach during the 2013–2014 (retrospective) and 2014–2015 (live) flu seasons for each of the four weekly time horizons. Our ensemble approach demonstrates several advantages: (1) our ensemble method’s predictions outperform every prediction using each data source independently, (2) our methodology can produce predictions one week ahead of GFT’s real-time estimates with comparable accuracy, and (3) our two and three week forecast estimates have comparable accuracy to real-time predictions using an autoregressive model. Moreover, our results show that considerable insight is gained from incorporating disparate data streams, in the form of social media and crowd sourced data, into influenza predictions in all time horizons.",2015,57,359,10,True,Mathematics,144982204,M. Santillana,145164518.0,A. Nguyen,Computer Science,1782853.0,Mark Dredze,143946641.0,Michael J. Paul,2332684.0,E. Nsoesie,144252495.0,J. Brownstein,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,
44148499c23789781873f1ca56449c33422045f4,https://www.semanticscholar.org/paper/44148499c23789781873f1ca56449c33422045f4,A Web Survey on the Use of Active Learning to Support Annotation of Text Data,"As supervised machine learning methods for addressing tasks in natural language processing (NLP) prove increasingly viable, the focus of attention is naturally shifted towards the creation of training data. The manual annotation of corpora is a tedious and time consuming process. To obtain high-quality annotated data constitutes a bottleneck in machine learning for NLP today. Active learning is one way of easing the burden of annotation. This paper presents a first probe into the NLP research community concerning the nature of the annotation projects undertaken in general, and the use of active learning as annotation support in particular.",2009,8,75,3,True,Computer Science,3357473,Katrin Tomanek,2653947.0,Fredrik Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598658595e887f677967769ed11ba28158f6ea8a,https://www.semanticscholar.org/paper/598658595e887f677967769ed11ba28158f6ea8a,Neural Additive Models: Interpretable Machine Learning with Neural Nets,"Deep neural networks (DNNs) are powerful black-box predictors that have achieved impressive performance on a wide variety of tasks. However, their accuracy comes at the cost of intelligibility: it is usually unclear how they make their decisions. This hinders their applicability to high stakes decision-making domains such as healthcare. We propose Neural Additive Models (NAMs) which combine some of the expressivity of DNNs with the inherent intelligibility of generalized additive models. NAMs learn a linear combination of neural networks that each attend to a single input feature. These networks are trained jointly and can learn arbitrarily complex relationships between their input feature and the output. Our experiments on regression and classification datasets show that NAMs are more accurate than widely used intelligible models such as logistic regression and shallow decision trees. They perform similarly to existing state-of-the-art generalized additive models in accuracy, but can be more easily applied to real-world problems.",2020,48,134,35,False,Computer Science,29767024,Rishabh Agarwal,27737461.0,Nicholas Frosst,Mathematics,9117593.0,Xuezhou Zhang,145727186.0,R. Caruana,1695689.0,Geoffrey E. Hinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28f1f6cbe07b117387e2b07c11e7ac9c4ef8cf95,https://www.semanticscholar.org/paper/28f1f6cbe07b117387e2b07c11e7ac9c4ef8cf95,A Machine Learning Approach to Pedestrian Detection for Autonomous Vehicles Using High-Definition 3D Range Data,"This article describes an automated sensor-based system to detect pedestrians in an autonomous vehicle application. Although the vehicle is equipped with a broad set of sensors, the article focuses on the processing of the information generated by a Velodyne HDL-64E LIDAR sensor. The cloud of points generated by the sensor (more than 1 million points per revolution) is processed to detect pedestrians, by selecting cubic shapes and applying machine vision and machine learning algorithms to the XY, XZ, and YZ projections of the points contained in the cube. The work relates an exhaustive analysis of the performance of three different machine learning algorithms: k-Nearest Neighbours (kNN), Naïve Bayes classifier (NBC), and Support Vector Machine (SVM). These algorithms have been trained with 1931 samples. The final performance of the method, measured a real traffic scenery, which contained 16 pedestrians and 469 samples of non-pedestrians, shows sensitivity (81.2%), accuracy (96.2%) and specificity (96.8%).",2016,43,77,1,True,Computer Science,145754294,P. Navarro,1422427951.0,Carlos Fernández-Isla,Medicine,8840267.0,R. Borraz,2064132228.0,Diego Alonso,,,,,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,
31b74437e2e46790f02b91933195b412684370be,https://www.semanticscholar.org/paper/31b74437e2e46790f02b91933195b412684370be,Self-referencing embedded strings (SELFIES): A 100% robust molecular string representation,"The discovery of novel materials and functional molecules can help to solve some of society’s most urgent challenges, ranging from efficient energy harvesting and storage to uncovering novel pharmaceutical drug candidates. Traditionally matter engineering–generally denoted as inverse design–was based massively on human intuition and high-throughput virtual screening. The last few years have seen the emergence of significant interest in computer-inspired designs based on evolutionary or deep learning methods. The major challenge here is that the standard strings molecular representation SMILES shows substantial weaknesses in that task because large fractions of strings do not correspond to valid molecules. Here, we solve this problem at a fundamental level and introduce SELFIES (SELF-referencIng Embedded Strings), a string-based representation of molecules which is 100% robust. Every SELFIES string corresponds to a valid molecule, and SELFIES can represent every molecule. SELFIES can be directly applied in arbitrary machine learning models without the adaptation of the models; each of the generated molecule candidates is valid. In our experiments, the model’s internal memory stores two orders of magnitude more diverse molecules than a similar test with SMILES. Furthermore, as all molecules are valid, it allows for explanation and interpretation of the internal working of the generative models.",2019,67,208,16,False,Computer Science,5906965,Mario Krenn,122433803.0,Florian Hase,Physics,133638577.0,AkshatKumar Nigam,35323511.0,Pascal Friederich,1380248954.0,Alán Aspuru-Guzik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ce9f2b57c0a9952a58ae3b51ddefe8e7512ee9f,https://www.semanticscholar.org/paper/5ce9f2b57c0a9952a58ae3b51ddefe8e7512ee9f,Opportunities and challenges for quantum-assisted machine learning in near-term quantum computers,"With quantum computing technologies nearing the era of commercialization and quantum supremacy, machine learning (ML) appears as one of the promising ‘killer’ applications. Despite significant effort, there has been a disconnect between most quantum ML proposals, the needs of ML practitioners, and the capabilities of near-term quantum devices to demonstrate quantum enhancement in the near future. In this contribution to the focus collection ‘What would you do with 1000 qubits?’, we provide concrete examples of intractable ML tasks that could be enhanced with near-term devices. We argue that to reach this target, the focus should be on areas where ML researchers are struggling, such as generative models in unsupervised and semi-supervised learning, instead of the popular and more tractable supervised learning techniques. We also highlight the case of classical datasets with potential quantum-like statistical correlations where quantum models could be more suitable. We focus on hybrid quantum–classical approaches and illustrate some of the key challenges we foresee for near-term implementations. Finally, we introduce the quantum-assisted Helmholtz machine (QAHM), an attempt to use near-term quantum devices to tackle high-dimensional datasets of continuous variables. Instead of using quantum computers to assist deep learning, as previous approaches do, the QAHM uses deep learning to extract a low-dimensional binary representation of data, suitable for relatively small quantum processors which can assist the training of an unsupervised generative model. Although we illustrate this concept on a quantum annealer, other quantum platforms could benefit as well from this hybrid quantum–classical framework.",2017,208,123,3,True,Physics,1402938096,A. Perdomo-Ortiz,3468759.0,M. Benedetti,Mathematics,1422181059.0,John Realpe-Gómez,144637418.0,R. Biswas,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,
e6386ba3a0c69000c16ba238467b75e4b2ef8682,https://www.semanticscholar.org/paper/e6386ba3a0c69000c16ba238467b75e4b2ef8682,Coordinated management of multiple interacting resources in chip multiprocessors: A machine learning approach,"Efficient sharing of system resources is critical to obtaining high utilization and enforcing system-level performance objectives on chip multiprocessors (CMPs). Although several proposals that address the management of a single microarchitectural resource have been published in the literature, coordinated management of multiple interacting resources on CMPs remains an open problem. We propose a framework that manages multiple shared CMP resources in a coordinated fashion to enforce higher-level performance objectives. We formulate global resource allocation as a machine learning problem. At runtime, our resource management scheme monitors the execution of each application, and learns a predictive model of system performance as a function of allocation decisions. By learning each application's performance response to different resource distributions, our approach makes it possible to anticipate the system-level performance impact of allocation decisions at runtime with little runtime overhead. As a result, it becomes possible to make reliable comparisons among different points in a vast and dynamically changing allocation space, allowing us to adapt our allocation decisions as applications undergo phase changes. Our evaluation concludes that a coordinated approach to managing multiple interacting resources is key to delivering high performance in multiprogrammed workloads, but this is possible only if accompanied by efficient search mechanisms. We also show that it is possible to build a single mechanism that consistently delivers high performance under various important performance metrics.",2008,28,276,16,False,Computer Science,2226590,Ramazan Bitirgen,1787439.0,Engin Ipek,,2109798451.0,José F. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db2b5d12152025f65d4e313c321a95be3aecbb29,https://www.semanticscholar.org/paper/db2b5d12152025f65d4e313c321a95be3aecbb29,Shop Class as Soulcraft: An Inquiry into the Value of Work,"Author Crawford argues for the revival of teaching the skills of tool, machine, and material use in the schools. He points to the decline in our knowledge of the artifacts of our culture and the resulting loss of self-determination. The teaching of manual competence has also provided a method of learning that is well suited to many students who are otherwise disenchanted with school.",2009,1,323,32,False,Computer Science,153856987,Matthew B. Crawford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ab11a96f6c475afa7e5977886da301be4ed2f7f,https://www.semanticscholar.org/paper/3ab11a96f6c475afa7e5977886da301be4ed2f7f,Tux2: Distributed Graph Computation for Machine Learning,"TUX2 is a new distributed graph engine that bridges graph computation and distributed machine learning. TUX2 inherits the benefits of an elegant graph computation model, efficient graph layout, and balanced parallelism to scale to billion-edge graphs; we extend and optimize it for distributed machine learning to support heterogeneity, a Stale Synchronous Parallel model, and a new MEGA (Mini-batch, Exchange, GlobalSync, and Apply) model. We have developed a set of representative distributed machine learning algorithms in TUX2, covering both supervised and unsupervised learning. Compared to implementations on distributedmachine learning platforms, writing these algorithms in TUX2 takes only about 25% of the code: Our graph computation model hides the detailed management of data layout, partitioning, and parallelism from developers. Our extensive evaluation of TUX2, using large data sets with up to 64 billion edges, shows that TUX2 outperforms state-of-the-art distributed graph engines PowerGraph and PowerLyra by an order of magnitude, while beating two state-of-the-art distributed machine learning systems by at least 48%.",2017,43,53,2,False,Computer Science,9754946,Wencong Xiao,2870618.0,Jilong Xue,,11009920.0,Youshan Miao,1700892.0,Z. Li,2145774559.0,Cheng Chen,145217421.0,Ming Wu,,,Wei Li,93317102.0,Lidong Zhou,,,,,,,,,,,,,,,,,,,,,,
54660311a46976720bf05fc113776a14cbe5a0b5,https://www.semanticscholar.org/paper/54660311a46976720bf05fc113776a14cbe5a0b5,Load Forecasting Using Support Vector Machines: A Study on EUNITE Competition 2001,"Load forecasting is usually made by constructing models on relative information, such as climate and previous load demand data. In 2001, EUNITE network organized a competition aiming at mid-term load forecasting (predicting daily maximum load of the next 31 days). During the competition we proposed a support vector machine (SVM) model, which was the winning entry, to solve the problem. In this paper, we discuss in detail how SVM, a new learning technique, is successfully applied to load forecasting. In addition, motivated by the competition results and the approaches by other participants, more experiments and deeper analyses are conducted and presented here. Some important conclusions from the results are that temperature (or other types of climate information) might not be useful in such a mid-term load forecasting problem and that the introduction of time-series concept may improve the forecasting.",2004,25,590,31,True,Computer Science,2152690827,Bo-Juen Chen,1744179.0,Ming-Wei Chang,,1711460.0,Chih-Jen Lin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ed0f6ad0ab7b15dd0c639acbfa996beebe47ae10,https://www.semanticscholar.org/paper/ed0f6ad0ab7b15dd0c639acbfa996beebe47ae10,Survey on encoding schemes for genomic data representation and feature learning - from signal processing to machine learning,"Data-driven machine learning, especially deep learning technology, is becoming an important tool for handling big data issues in bioinformatics. In machine learning, DNA sequences are often converted to numerical values for data representation and feature learning in various applications. Similar conversion occurs in Genomic Signal Processing (GSP), where genome sequences are transformed into numerical sequences for signal extraction and recognition. This kind of conversion is also called encoding scheme. The diverse encoding schemes can greatly affect the performance of GSP applications and machine learning models. This paper aims to collect, analyze, discuss, and summarize the existing encoding schemes of genome sequence particularly in GSP as well as other genome analysis applications to provide a comprehensive reference for the genomic data representation and feature learning in machine learning.",2018,0,44,1,True,Computer Science,2052212942,Ning Yu,49970147.0,Zhihua Li,,50077927.0,Zeng Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11db1789a34a1019cad47d04534b68a0b5dc0543,https://www.semanticscholar.org/paper/11db1789a34a1019cad47d04534b68a0b5dc0543,MACHINE LEARNING OF MORPHOSYNTACTIC STRUCTURE: LEMMATIZING UNKNOWN SLOVENE WORDS,"Automatic lemmatization is a core application for many language processing tasks. In inflectionally rich languages, such as Slovene, assigning the correct lemma (base form) to each word in a running text is not trivial, since for instance, nouns inflect for number and case, with a complex configuration of endings and stem modifications. The problem is especially difficult for unknown words, since word-forms cannot be matched against a morphological lexicon. This paper discusses a machine learning approach to the automatic lemmatization of unknown words in Slovene texts. We decompose the problem of learning to perform lemmatization into two subproblems: learning to perform morphosyntactic tagging of words in a text, and learning to perform morphological analysis, which produces the lemma from the word-form given the correct morphosyntactic tag. A statistics-based trigram tagger is used to learn morphosyntactic tagging and a first-order decision list learning system is used to learn rules for morphological analysis. We train the tagger on a manually annotated corpus consisting of 100,000 running words. We train the analyzer on open-class inflecting Slovene words, namely nouns, adjectives, and main verbs, together being characterized by more than 400 different morphosyntactic tags. The training set for the analyzer consists of a morphological lexicon containing 15,000 lemmas. We evaluate the learned model on word lists extracted from a corpus of Slovene texts containing 500,000 words, and show that our morphological analysis module achieves 98.6% accuracy, while the combination of the tagger and analyzer is 92.0% accurate on unknown inflecting Slovene words.",2004,30,83,1,False,Computer Science,1696434,T. Erjavec,1693549.0,S. Džeroski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fcb0304312b77b7938cbf7bf7a68028966e7608,https://www.semanticscholar.org/paper/5fcb0304312b77b7938cbf7bf7a68028966e7608,Machine learning for improved image-based wavefront sensing.,"For large amounts of wavefront error, gradient-based optimization methods for image-based wavefront sensing are unlikely to converge when the starting guess for the wavefront differs greatly from the true wavefront. We use machine learning operating on a point-spread function to determine a good initial estimate of the wavefront. We show that our trained convolutional neural network provides good initial estimates in the presence of simulated detector noise and is more effective than using many random starting guesses for large amounts of wavefront error.",2018,2,104,1,False,Computer Science,40548429,S. Paine,2027310.0,J. Fienup,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
